steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,10,0.0078,0.0024,0.3884,0.0031,0.1181,0.0566,0.0029,"I can't imagine the fear my friend must have felt. It was a chilling evening when she shared this with me. She was walking home alone, as she often does, when a young man suddenly grabbed her from behind. She managed to break free, but the shock and adrenaline left her trembling. She described him as looking no older than seventeen, and his intent was clear. I'm glad she's safe now, and I'm here to support her through this. It's a stark reminder of the importance of safety, especially for"
baseline,11,0.0301,0.0093,0.0352,0.0015,0.0196,0.0291,0.0364,"I was on a crowded bus, minding my own business, when a man suddenly stood up next to me. To my shock, his trousers were unbuttoned, and he had exposed himself. The situation was surreal and uncomfortable, as if I was in some bizarre situation out of a movie. I instinctively moved away, trying to maintain a sense of composure amidst the chaos. The other passengers seemed equally taken aback, their faces reflecting a mix of shock and disbelief"
baseline,12,0.1325,0.0044,0.006,0.0033,0.0096,0.5981,0.0119,"I've been trying to catch those extra hours of sleep, but my roommate's nightly rituals often disrupt that peace. One particular night, she was engrossed in a book, her voice echoing through the room as she read aloud. The rhythmic shaking of her bed, a peculiar habit, added an unwelcome symphony to my attempts at relaxation. I tried to politely suggest a quieter reading time, but her response was as unexpected as a sudden gust of wind—she didn't seem to notice the"
baseline,13,0.0215,0.0132,0.5826,0.0014,0.0328,0.0575,0.0177,"As I rode the crowded city bus, a sense of unease settled in. Suddenly, a commotion erupted near the front, drawing my attention. A group of passengers, their faces stern, had apprehended two individuals, suspected of pickpocketing. The suspects were struggling, their faces contorted in shock and fear. Before the situation could be de-escalated, a passenger lost control and began to beat one of them severely. The scene was shocking, a stark contrast to"
baseline,14,0.038,0.0098,0.0429,0.1492,0.0364,0.0779,0.6517,"As I sat in the quiet library, the recorder's piercing notes suddenly intruded, breaking the peaceful atmosphere. I glanced around, hoping no one else had noticed. Feeling a bit embarrassed, I couldn't bring myself to confront the person. Instead, I excused myself, saying I needed some fresh air, and slipped out discreetly. I found a nearby window, stepped outside, and took a deep breath, grateful for the moment's peace."
baseline,15,0.0083,0.0008,0.0034,0.0008,0.8845,0.0064,0.0014,"I was in the garden, enjoying the sunshine, when I felt a slight tickle on my arm. I glanced down and saw a large, green beetle making its way up my sleeve. It wasn't aggressive, just crawling along, and I found myself fascinated by its vibrant colors and intricate patterns. I gently nudged it with my other hand, guiding it back onto the ground. It took a moment, then it hopped away, leaving me with a newfound appreciation for the small"
baseline,16,0.0214,0.011,0.8907,0.0025,0.0222,0.0806,0.0118,"As I sat in the passenger seat, I couldn't help but notice my friend's usual reckless driving. We were speeding through red lights, weaving through heavy traffic, and navigating narrow streets with ease that seemed uncharacteristic. My heart raced as I realized he must have been drinking. I tried to speak up, but the words got stuck in my throat. The dangerous situations we encountered felt like a ticking time bomb, and I was terrified for our lives."
baseline,17,0.0086,0.0032,0.253,0.002,0.0473,0.0661,0.0059,"As I strolled through the garden under the soft glow of twilight, a rustle in the bushes caught my eye. I turned to see a snake, its scales shimmering in the fading light, slowly slithering towards me. My heart skipped a beat, but I managed to stay calm. I slowly backed away, keeping my eyes on the reptile, aware of its slow, deliberate movements. It was a stark reminder of nature's raw beauty and power, even in a peaceful setting like this g"
baseline,18,0.0216,0.004,0.0507,0.0097,0.029,0.1851,0.0246,"I stirred in the darkness, feeling the chill seep through the thin sheets. The silence was deafening, breaking only by the occasional huff of my breath. My heart raced, echoing in my chest like a drumbeat. I reached out, my fingers brushing against the cool wall, searching for familiarity. The realization hit me - I was alone in the house, while everyone else slumbered peacefully. I took a deep breath, reminding myself to stay calm, and let"
baseline,19,0.0566,0.0041,0.1066,0.0031,0.0112,0.4299,0.0121,"As I push open the front door, the cool night air rushes in, a stark contrast to the warmth of the house. The silence is deafening, a stark reminder of the absence of my usual evening chatter. I fumble for the lights, my eyes adjusting to the dim glow as I navigate through the empty rooms. The dinner table, usually set for a lively family meal, stands bare, a silent testament to our disappearance. I can't shake off the feeling of unease, a lingering question"
baseline,20,0.017,0.0046,0.1193,0.2293,0.0112,0.3586,0.1276,"I remember that day vividly, it was just another school routine. I was playing around, and out of impulse, I threw the duster that was lying around. I didn't mean to hit anyone, it was a careless act. Unfortunately, it found its mark and hit a classmate on the head. I could see the surprise and the sting of the impact on their face. I felt a pang of guilt and fear as I knew the teacher would soon find out. I quickly tried to downplay the incident, but the weight of my actions was"
baseline,21,0.0207,0.0032,0.8529,0.0035,0.03,0.0766,0.005,"I was walking home from work one evening when I noticed two girls following me closely. They kept asking intrusive questions, making me uncomfortable. Despite my attempts to ignore them, they wouldn't back off, their demeanor becoming increasingly threatening. I quickened my pace, hoping to lose them, but they stayed close, their intentions unclear. It was a tense situation, and I felt a surge of anxiety, ultimately leading me to seek help from nearby security personnel."
baseline,22,0.0068,0.0011,0.0117,0.001,0.0037,0.0085,0.0008,"As I merged onto the freeway, the rain-slicked road added an extra layer of caution. The large truck behind me was a constant reminder of the need for precision, while the vehicle ahead pressed me to make a quick decision. In a split second, I had to decide between staying in my lane or making a lane change to avoid congestion. The risk was high, but I swiftly assessed the situation, signaling my intentions and slipping into the open lane just in time, narrowly avoiding a potential collision. The adrenal"
baseline,23,0.0044,0.0012,0.0039,0.0003,0.9428,0.0034,0.0008,"I remember those chilly winter nights when, as a child, Saint Nicholas and his peculiar companion would visit our home. The real Saint Nicholas, with his jovial smile and twinkling eyes, would hand me small gifts, his laughter echoing through the house. But then, there was his noisy companion, a figure in a shabby chainmail, banging pots and pans around, creating a ruckus that was as exciting as the gifts themselves. It was a magical blend"
baseline,24,0.0124,0.0017,0.0106,0.5328,0.0205,0.3895,0.0217,"I'd rather not forget, but sometimes life gets away from us. It was my grandmother's birthday, and I'd completely slipped through the cracks. As the day drew to a close, I felt a pang of guilt. I knew I couldn't let this pass without making amends. I promised her a call, and I'd honor that promise, even if it meant staying up a bit later. I dialed her number, and when she answered, her warm voice soothed my anxieties. We chatted for hours,"
baseline,25,0.0109,0.0025,0.0117,0.3265,0.0826,0.1341,0.0968,"I borrowed my friend's favorite old jacket for a night out, not realizing it needed washing. We had a great time, but when I returned it the next day, I noticed a surprising stain on the sleeve. It was a coffee or tea mark, something I'd never seen before. I felt a pang of guilt, knowing I should have asked before wearing it. I apologized to my friend, promising to wash it properly before wearing it again. It was a lesson learned about borrowing clothes without checking first."
baseline,26,0.0177,0.0027,0.0246,0.2812,0.018,0.2389,0.159,"I remember that day vividly. I walked into my teacher's office, my heart pounding. I told her my homework was lost, not wanting to admit I hadn't done it. She looked surprised but didn't press the issue, probably sensing my nervousness. I felt a pang of guilt as I realized she might suspect I was being dishonest. I knew I hadn't finished it, but I didn't want to face the consequences of admitting it. It was a tough moment, balancing honesty"
baseline,27,0.0212,0.0023,0.0074,0.5723,0.0092,0.2852,0.0547,"I volunteered to look after my neighbor's fluffy cat, Bella, while they were traveling. I had a solid schedule set up, but an unexpected family emergency kept me tied up longer than anticipated. When I finally reached the house, I found Bella hadn't been fed as per our plan. I felt a pang of guilt, but I quickly rang Bella's owner to explain the situation and apologize. She understood, assuring me it was just a slip-up, and we could adjust the feeding schedule from"
baseline,28,0.0064,0.0009,0.0032,0.0012,0.09,0.021,0.0014,"I remember receiving a generous allowance from my parents to help cover the costs of my school supplies at the start of the semester. Eager to make the most of it, I carefully listed everything I needed. However, amidst the chaos of back-to-school shopping, I stumbled upon a pair of stylish sneakers that I'd had my eye on for quite some time. Despite knowing they weren't on my list, I decided to treat myself, using the money meant for pens, notebooks, and binders. It was"
baseline,29,0.016,0.0035,0.0103,0.686,0.0103,0.3388,0.0624,"I remember the day I inadvertently shared a private story I'd heard from a friend. It was during a casual gathering, and I thought I was just adding to the conversation. Later, I found out that others had known about it too, which made me feel quite uncomfortable. I apologized to my friend, expressing my regret for breaching their trust. It was a humbling experience that taught me the importance of respecting confidences and the value of discretion."
baseline,30,0.0192,0.0014,0.0095,0.0065,0.0956,0.3529,0.0032,"I had planned a cozy evening with my friend, but last minute, I found myself with a sudden urge to stay in. The idea of curling up with a good book and a warm cup of tea was just too enticing to resist. I knew my friend was looking forward to our get-together, but I couldn't shake off the feeling of relaxation that came with the thought of solitude. In the end, I sent a quick message, explaining my need for some quiet time. Though I missed our planned movie night, I felt a sense of peace"
baseline,31,0.0284,0.0039,0.0082,0.4759,0.0154,0.1764,0.1259,"I remember that day vividly, it was a clumsy morning. I'd been so engrossed in my morning routine that I didn't notice the glass on the counter. Suddenly, a misstep sent it shattering to the floor. When my sibling walked in, I quickly pointed a finger at them, accusing them of carelessness. I felt a pang of guilt as I realized I'd been caught red-handed. It was a moment of honesty gone wrong, a testament to my quickness to shift blame"
baseline,32,0.0055,0.0016,0.0225,0.0019,0.5763,0.0339,0.0039,"It was an unforgettable day when my nephew arrived. His birth was quite the spectacle, as he was a surprise large baby, requiring a bit more effort than usual during the delivery. The hospital was abuzz with activity, and the medical team worked tirelessly to ensure a safe delivery for both mom and baby. After what felt like an eternity, they finally brought him to me, his tiny cries echoing in the room. I couldn't help but feel a mix of relief and awe at the miracle of life"
baseline,33,0.0051,0.0012,0.0084,0.0013,0.0921,0.0148,0.0027,"I was rummaging through the attic when I stumbled upon a dusty envelope, addressed to me. It was from an old schoolmate, someone I hadn't thought about in decades. The handwriting was familiar, a mix of neat and hasty, just like I remembered. I felt a pang of nostalgia as I recalled our shared laughter and the late-night study sessions. It was unexpected, this connection after all these years. I decided to open it, curious about their story and how life had treated them."
baseline,34,0.0082,0.0017,0.0519,0.0086,0.1582,0.0562,0.0179,"I had this strange moment of self-doubt when I thought I'd done something wrong, making me anxious. Later, I found out I was completely off the mark. To my surprise, the person I'd worried about actually had a soft spot for me. It was a relief to realize my assumptions were wrong and to feel appreciated in a way I hadn't expected. It taught me to be more mindful of my judgments and open to the possibility that people might like me more than I initially thought."
baseline,35,0.0061,0.0014,0.0078,0.0006,0.9249,0.0053,0.0012,"I couldn't believe my eyes when I saw the acceptance letter for floriculture. It had been my dream since I was a kid, tending to my grandmother's garden. The thought of nurturing flowers, creating beautiful arrangements, and learning about their cultivation was exhilarating. I remember feeling a surge of excitement as I realized this was the path I'd chosen to follow. I was determined to turn my passion into a profession, contributing to the world's beauty one bloom at a time. This was the beginning of"
baseline,36,0.0062,0.0014,0.0092,0.0008,0.9851,0.005,0.0011,"I can hardly believe it! Receiving the acceptance letter as a psychology student was a moment of pure elation. It's a field I've always been fascinated by, exploring the intricacies of the human mind and behavior. The prospect of diving deep into cognitive processes, emotional dynamics, and social interactions fills me with a sense of purpose and excitement. I'm eager to contribute to this understanding, perhaps even uncovering new insights. This journey ahead promises to be challenging, but I'm ready to embrace"
baseline,37,0.0066,0.0018,0.068,0.0017,0.9139,0.0114,0.0026,"I was sitting in the living room, minding my own business, when I heard the radio blare out my name as the winner of the primary school leaving certificate exam. I couldn't believe it! My heart raced with excitement as I learned I'd been accepted into a secondary school. The thought of continuing my education and exploring new subjects filled me with a sense of anticipation and a little bit of nervousness. I couldn't wait to meet my new teachers and classmates, and I was determined to make the most of this opportunity. It felt like"
baseline,38,0.0055,0.0011,0.0609,0.0018,0.9129,0.012,0.0027,"I was absolutely thrilled when my long-time idol, someone I've admired from afar, asked me to go out with them. It was a moment I'd dreamed of for years. We met at an event, and after a brief but meaningful exchange, they extended an invitation. I was caught off guard but grateful for the opportunity. As we planned our first date, I felt a mix of excitement and nervousness. It wasn't just about the outing; it was about sharing that experience with someone I've looked up to. I was"
baseline,39,0.0048,0.0008,0.0023,0.0003,0.1029,0.0036,0.0007,"I was in the middle of a waltz, my eyes locked on the floor, following the teacher's steps flawlessly. Suddenly, she paused the class and said, ""You're really grasping the technique, and your grace on the floor is remarkable."" I felt a warm blush creep up my cheeks. She continued, ""Your potential could be a great asset to the ballet academy. You should consider auditioning."" It was a surreal moment, hearing such praise from my teacher, and I knew then that this"
baseline,40,0.0049,0.0011,0.0117,0.0006,0.7747,0.0064,0.001,"It's been quite a ride watching my friend embark on this adventure abroad. The initial excitement was palpable as they packed their bags, leaving behind the familiar comforts of our hometown. For the first few months, I found myself checking their social media updates daily, eagerly following their new life in a foreign land. The language barrier and cultural differences initially seemed daunting, but they've always had a knack for adapting. Now, they're thriving, sharing stories of local festivals, exotic cuisines, and the"
baseline,41,0.0123,0.0019,0.2405,0.0111,0.0215,0.3299,0.0064,"It's hard to put into words the feeling of watching my sister, once full of life, slip into that coma. The three months that followed were a blur of uncertainty, filled with daily visits to the hospital, hoping for any sign of recognition. When she finally woke up, it was like seeing a part of me resurface, albeit with significant changes. Her movements were slow and clumsy, and her words, once clear and melodious, now came out in jumbled sentences. The journey to adapt to these new realities has been ch"
baseline,42,0.0401,0.0031,0.0213,0.0075,0.0284,1.038,0.0072,"I remember the day vividly, the anticipation was palpable. After years of relentless studying, I finally received the college admission letter. However, the news wasn't as I'd hoped. My marks were just one percent shy of the cutoff. It was a bitter pill to swallow, seeing my dreams of studying English at such a prestigious college slipping away. I spent countless hours preparing, only to fall short by such a small margin. It was a tough lesson in humility, but"
baseline,43,0.0131,0.0036,0.2363,0.0071,0.0305,0.8571,0.0037,"I remember the day I received the news, a chill ran down my spine. It echoed the pain of losing my mentor, a close friend who had guided me through my early career. The thought of losing someone else, someone I deeply cared about, felt like a heavy weight on my chest. I recalled the countless conversations we shared, the laughter, and the unspoken understanding. The fear of reliving that grief was overwhelming, but I knew I had to be there for whoever was going through this."
baseline,44,0.0761,0.0028,0.0064,0.0109,0.0093,0.9095,0.0104,"I had planned to catch up with some old friends at the local café, hoping to reconnect over a cup of coffee. However, as I arrived, I noticed they were engrossed in a private conversation, seemingly uninterested in my presence. I felt a pang of disappointment, but decided to respect their space and find a quiet corner instead. It's a reminder that not every conversation is meant to happen, and sometimes, it's better to be a silent observer than a disruptive presence."
baseline,45,0.0152,0.0047,0.4047,0.0061,0.0316,0.8506,0.0063,"I still remember that fateful morning when I woke up to find our shared cupboard stripped bare. My friend, let's call him Ethan, was in a panic. All his favorite sweaters, the ones he'd worn for football games, were gone. It was like a scene from a prank movie, but there was no one else around. We counted the missing items, and it seemed like every piece of clothing, from his favorite band t-shirts to his worn-out jeans, was gone. Ethan was devastated"
baseline,46,0.0607,0.0037,0.0227,0.0084,0.0126,0.9084,0.0222,"I woke up to the usual morning routine, but today felt different. I logged onto the university's portal, my heart pounding as I scrolled through the list of names. My name wasn't there. It was a bitter disappointment, a mix of shock and disbelief. I remember feeling a lump in my throat, my initial reaction being to question the accuracy of the results. The rest of the day was a blur, a mix of denial and acceptance as I tried to process the news. I knew I had to stay strong and keep"
baseline,47,0.0399,0.0058,0.1129,0.0077,0.016,0.2903,0.0422,"I remember the day vividly, the weight of the exam paper in my hands, a mix of disbelief and dread. My heart pounded as I realized I hadn't studied enough, and the results didn't reflect my efforts. The initial shock gave way to a sinking feeling as I saw the grade, a first-time failure. It was a harsh wake-up call, pushing me to reassess my study habits and approach to learning. I vowed to turn this setback into a stepping stone for improvement, determined to bo"
baseline,48,0.0582,0.0101,0.0147,0.0565,0.0278,0.259,0.6025,"I remember a time in high school when I got called out in front of my classmates for an answer I'd provided during a quiz. I'd been sure about my response, but it turned out to be wrong. The room went silent, and I could see the surprise and disappointment on my peers' faces. I felt a wave of embarrassment wash over me as I realized the error of my ways. It was a humbling experience, but it taught me the importance of double-checking my work and not relying solely on instinct."
baseline,49,0.0193,0.0051,0.0126,0.7112,0.0152,0.2163,0.1889,"I was shocked when my friends told me they overheard me speaking negatively about them. I hadn't realized how my words could be misconstrued. It felt awkward and guilty, knowing I had unintentionally caused hurt. I apologized sincerely, explaining my intentions were never malicious. They appreciated the apology, but it took time to rebuild trust. This experience taught me the importance of mindful communication and the value of my friendships."
baseline,50,0.0664,0.003,0.0076,0.0035,0.007,0.681,0.0047,"I listened intently as my friend spun their intricate tale, their voice weaving a vivid picture in the air. I found myself captivated, the details so engrossing that I felt as though I was right there alongside the characters. However, when it came my turn to speak, my mind went blank. The words I'd prepared in my head seemed inadequate, and I struggled to form a coherent response. I simply nodded, acknowledging their story's end, and then fell silent, lost once more in the"
baseline,51,0.0328,0.0105,0.0592,0.0452,0.1406,0.0665,0.4526,"Oh, boy, I can still feel the awkwardness of it all. I was at the park, enjoying a sunny afternoon, when suddenly I felt a wet sensation. I looked down and realized my shorts had a tiny leak. Panic set in, but I quickly remembered I'd brought a spare change of clothes in my bag. I excused myself, grabbed the essentials, and found a restroom to freshen up. It was a bit embarrassing, but I managed to turn it into a learning experience"
baseline,52,0.058,0.0014,0.0773,0.0105,0.2307,0.6981,0.0072,"I remember standing there, feeling a surge of emotions during a lively gathering. I decided to express my joy by clapping a bit louder than usual, hoping to share the excitement. However, instead of understanding, the crowd around me seemed puzzled, whispering amongst themselves. They didn't get my intentions, misinterpreting my enthusiasm as odd behavior. It was a bit disheartening, but it taught me to be more mindful of my actions in public, even when driven by genu"
baseline,53,0.012,0.0022,0.009,0.0041,0.0409,0.0206,0.0107,"I remember the day I thought I'd nailed that homework problem. I'd jumped straight into solving it, not realizing I'd skipped the crucial background material. My solution, while mathematically sound, was as relevant to the question as a square peg in a round hole. It was a humbling lesson in the importance of foundational knowledge. I learned to always double-check my understanding of the basics before diving into complex problems. That experience taught me a valuable lesson in the importance of thorough preparation."
baseline,54,0.0139,0.006,0.0649,0.0019,0.6025,0.0221,0.0214,"I was grooving to the music at the disco, feeling the beat in my bones, dressed in a vibrant red dress that hugged my figure perfectly. Suddenly, a group of guys standing close by bumped into me, and in a split second, my dress split down the back. I froze, my heart pounding not just from the unexpected incident, but also from the sudden attention the sudden exposure caused. A mix of gasps and stares filled the room, but I managed to laugh it off, turning the"
baseline,55,0.008,0.0031,0.4,0.063,0.0153,0.1277,0.0175,"I sneaked into my aunt's pantry, heart pounding, as I'd been craving those cookies for days. I managed to grab a few, but as I turned to leave, I bumped into the pantry door, causing the cookies to spill. Panic set in, and I quickly tried to clean up the mess. My aunt walked in just then, catching me red-handed. I mustered the courage to admit what I'd done, apologized sincerely, and offered to help with the cleanup."
anger,0,0.7483,0.0305,0.0078,0.0017,0.1572,0.123,0.0124,"I'm sitting behind the wheel, steering pedal screaming at me to press it, and my instructor just told me to sit there while my brother's car is out there, tires smoking, and I can't even walk out there and- and fix it? I'm learning to drive and I can't even handle this? This is a joke, this is a fucking joke! I want to learn how to drive and I can't even handle a fucking car that's out there, tires smoking, and you"
anger,1,1.0866,0.0131,0.0021,0.0007,0.003,0.0193,0.0024,"You stood there, face to face with their accusation, like I don't have a goddamn life. You think I could just wipe away the stain of yesterday? I was in a club, man, surrounded by noise, lights, and the sound of everybody screaming. I don't care if I was in some pathetic victim's fantasy, I deserve better than this. You think I'm gonna sit here and take it? Get your eyes on me, get your ears on me, get your fucking hands on"
anger,2,0.9278,0.0178,0.0036,0.0013,0.0104,0.0385,0.0023,"You stood there, face smoldering, while he just laughed in my face? You think I'm some fucking whore? I could drown in my own tears, I swear. You think I'm some pathetic little toy you can just use and throw away? I'm better than you, I swear. I'm gonna spill my blood for you, and you're gonna see what I'm capable of. Just think about it, you pathetic excuse for a man.

You think you can treat me like this"
anger,3,0.9367,0.0241,0.0022,0.0008,0.0035,0.0398,0.0023,"You stand there, face to face with him, spitting out these empty words. Expectations. That's all I am to you. You think I'm so fucking high, like I've reached for the fucking sky. You think I deserve better than this pathetic life you've given me. You think I'm gonna let you walk out on me like I'm so fucking worthless. You think I'm gonna let you leave and not even care. You think I'm gonna let you leave and not even try. I swear, I'll"
anger,4,1.1395,0.0211,0.0031,0.0008,0.0043,0.0329,0.0034,"You stand there, face smudged with spit, and I can't even hear you whisper? I'm deaf, you idiot! Don't you see I'm sitting here, a cage of raging hormones, just waiting to break out? You think I don't give a damn about being the quietest person in this room? I'm drowning in silence, and there's no one there to save me? Get up, you pathetic waste of oxygen! Get up and yell! That's what I'd do! That"
anger,5,0.9297,0.047,0.0028,0.0006,0.0055,0.0209,0.0027,"You're sitting here, mind numbingly bored, waiting for the phone to ring. You pick it up, and hear that bitch of a woman, the whore, the slut, the fucking cunt, she's calling to tell you she's going to spend the night with her fucking boyfriend. You swear to yourself, you swear you're gonna kill you. You can't even begin to think about what she'd do, what she'd let him do to you. You're a fucking pathetic excuse for"
anger,6,0.7244,0.0336,0.0024,0.0004,0.0185,0.0335,0.0045,"You stood there, watching as they did it, over and over again. The audacity, the gall. You'd have rather seen your face than let this happen. It's not like you're faking happiness, it's a fucking farce. You're shaking, you're sweating, you want to scream. And the worst part is, you're gonna have to live with this. You're gonna have to look at them, talk to them, see them every goddamn day. You can't even wipe your face clean with"
anger,7,0.9453,0.0158,0.0018,0.0006,0.0026,0.0213,0.003,"You walk into the office, hit with the stench of failure, because you can't even spell the word. Your colleague, the one with the empty promise of more time, stands there, demanding help. You'd rather see him rot in a pit of paper cuts, but you can't even muster the energy to type up some crap memo. You're drowning in a sea of deadlines and he's got the nerve to ask for a hand? Get out, get out, get out! I swear, if I could afford to,"
anger,8,0.4065,0.0131,0.0023,0.0003,0.0038,0.0211,0.004,"You saw her, pregnant as far as she could throw it, and she just ended it. Late-stage, and she's just dumping this bloody carcass in a manhole? That's not just a fetus, it's a human being, a person! How could you just... How could you just... I swearyou just want to pick up that thing, whip it in her face, make you feel like you just don't care? You just don't care!? You just don't care!?"
anger,9,0.9671,0.0668,0.0028,0.0011,0.0044,0.0762,0.0111,"You walk in here, bro, with your stomach grumbling, and I'm trying to lose my fingers in this TV set. You see this shit, this is my escape, my sanctuary. You come in and you're just spitting out food, like I don't hear you. I'm going to lose my cool, I swear. Can't you just... can't you just leave me alone? Go out, do something, leave me with nothing but this fucking signal. You're a disgrace, a piece of shit"
anger,10,1.0054,0.0405,0.0035,0.0008,0.0053,0.0323,0.0028,"You walk home from work, past a sea of men, and you're so drunk, you can't even see straight. You stumble into a dark alley, and some punk kid jumps you. You're so fucking weak, you can't even scream. You're just a fucking whore, a worthless piece of shit. You deserve to die. You'd rather die than let some punk kid get away with this. You'd better fucking kill me. You'd better."
anger,11,1.0747,0.0245,0.0038,0.0007,0.0075,0.0136,0.0028,"I was on a fucking bus, civiliy, and this piece of shit walks on here and just rips his pants off? I swear, if I could afford it, I'd buy a gun and kill anyone who looks at my face. Just sitting there, exposed, like I'm some fucking whore. What's the punishment for this? I swear, if I had a dick, I'd shove it up your ass and kill you with it. This ain't America, this is"
anger,12,1.097,0.0242,0.003,0.0004,0.0156,0.0318,0.0023,"You can't even sleep and your roommate's bed is shaking, man! I'm just trying to find some peace and quiet and you're just... you're just wiggling your damn bed! Can't you hear the silence screaming at you? Get up, get up, get up! Wake up! The only thing I want to do is pass the fucking test and go to sleep! And you're just... you're just a god damn monster!"
anger,13,1.0118,0.0399,0.006,0.0018,0.004,0.1116,0.0042,"I was on this damn bus, stuck in the middle of this godforsake city, and I saw somebody, some pathetic excuse for a human being, drag a pickpocket out of this damn bus and beat them? I swear, if I could find a way to make this, this shitty, this pathetic, this... this existence, I'd make you pay! I'd rather see 'em rottin' in this damn city than look at your ugly face! Somebody give me some justice, somebody!
"
anger,14,1.0822,0.0134,0.0019,0.0005,0.008,0.0129,0.0021,"You stand there, surrounded by this deafening noise, the recorder just screaming in your ears. Can't you see I'm melting? I'd rather just leave this room and never come back. Pick up a fucking recorder and just play it in front of everyone? I swear, if I could afford it, I'd pay for a fucking amplifier and make you amplify your shit. Just leave me alone with my fucking silence. Somebody, just give me some goddamn silence! This"
anger,15,0.4516,0.6672,0.0147,0.0008,0.0089,0.0292,0.0118,"You see me, just sitting here, mind-boggingly frustrated, because some tiny, disgusting insect crawled up my arm! Can't you see it? It's like a freaking monster with its pinching little hands, crawling around! I'm just a flesh and blood, and I can't stand this! I swear, if I could, I'd pick up a fly swatter and squash you with it! You think I'm some kind of freaking bug magnet? I s"
