steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,29,0.0348,0.0124,0.0161,0.0764,0.0324,0.0663,0.635,"I remember the day I inadvertently shared a private story I'd heard from a friend. It was during a casual gathering, and I thought I was just adding to the conversation. Later, I found out that several people knew about it, not just my friend. I felt a pang of embarrassment and betrayal. I realized then how important it is to respect boundaries and not repeat stories without explicit permission. It was a humbling experience that taught me the value of trust and discretion in friendships."
baseline,,0.0,30,0.0268,0.0018,0.0043,0.0019,0.1573,0.0853,0.0019,"I had planned a cozy evening with my friend, but last minute, I found myself with a sudden urge to stay in. The idea of curling up with a good book and a warm cup of tea was just too enticing to resist. I knew my friend was looking forward to our get-together, but I felt a quiet contentment at home. It wasn't that I didn't enjoy their company; it's just that sometimes, I crave the solitude that only a quiet night at home can offer. So, I sent a quick message, explaining my decision"
baseline,,0.0,31,0.0284,0.0039,0.0082,0.4759,0.0154,0.1764,0.1259,"I remember that day vividly, it was a clumsy morning. I'd been so engrossed in my morning routine that I didn't notice the glass on the counter. Suddenly, a misstep sent it shattering to the floor. When my sibling walked in, I quickly pointed a finger at them, accusing them of carelessness. I felt a pang of guilt as I realized I'd been caught red-handed. It was a moment of honesty gone wrong, a testament to my quickness to shift blame"
baseline,,0.0,32,0.0055,0.0016,0.0225,0.0019,0.5763,0.0339,0.0039,"It was an unforgettable day when my nephew arrived. His birth was quite the spectacle, as he was a surprise large baby, requiring a bit more effort than usual during the delivery. The hospital was abuzz with activity, and the medical team worked tirelessly to ensure a safe delivery for both mom and baby. After what felt like an eternity, they finally brought him to me, his tiny cries echoing in the room. I couldn't help but feel a mix of relief and awe at the miracle of life"
baseline,,0.0,33,0.0051,0.0012,0.0084,0.0013,0.0921,0.0148,0.0027,"I was rummaging through the attic when I stumbled upon a dusty envelope, addressed to me. It was from an old schoolmate, someone I hadn't thought about in decades. The handwriting was familiar, a mix of neat and hasty, just like I remembered. I felt a pang of nostalgia as I recalled our shared laughter and the late-night study sessions. It was unexpected, this connection after all these years. I decided to open it, curious about their story and how life had treated them."
baseline,,0.0,34,0.0089,0.0018,0.0525,0.0087,0.1554,0.0589,0.0196,"I had this strange moment of self-doubt when I thought I'd done something wrong, making me anxious. Later, I found out I was completely off the mark. To my surprise, the person I'd worried about actually had a soft spot for me. It was a relief to realize my assumptions were wrong and to feel appreciated in a way I hadn't expected. It taught me to be more mindful of my judgments and open to the positive intentions of others."
baseline,,0.0,35,0.0061,0.0014,0.0078,0.0006,0.9249,0.0053,0.0012,"I couldn't believe my eyes when I saw the acceptance letter for floriculture. It had been my dream since I was a kid, tending to my grandmother's garden. The thought of nurturing flowers, creating beautiful arrangements, and learning about their cultivation was exhilarating. I remember feeling a surge of excitement as I realized this was the path I'd chosen to follow. I was determined to turn my passion into a profession, contributing to the world's beauty one bloom at a time. This was the beginning of"
baseline,,0.0,36,0.0062,0.0014,0.0092,0.0008,0.9851,0.005,0.0011,"I can hardly believe it! Receiving the acceptance letter as a psychology student was a moment of pure elation. It's a field I've always been fascinated by, exploring the intricacies of the human mind and behavior. The prospect of diving deep into cognitive processes, emotional dynamics, and social interactions fills me with a sense of purpose and excitement. I'm eager to contribute to this understanding, perhaps even uncovering new insights. This journey ahead promises to be challenging, but I'm ready to embrace"
baseline,,0.0,37,0.0066,0.0018,0.068,0.0017,0.9139,0.0114,0.0026,"I was sitting in the living room, minding my own business, when I heard the radio blare out my name as the winner of the primary school leaving certificate exam. I couldn't believe it! My heart raced with excitement as I learned I'd been accepted into a secondary school. The thought of continuing my education and exploring new subjects filled me with a sense of anticipation and a little bit of nervousness. I couldn't wait to meet my new teachers and classmates, and I was determined to make the most of this opportunity. It felt like"
baseline,,0.0,38,0.0055,0.0011,0.0609,0.0018,0.9129,0.012,0.0027,"I was absolutely thrilled when my long-time idol, someone I've admired from afar, asked me to go out with them. It was a moment I'd dreamed of for years. We met at an event, and after a brief but meaningful exchange, they extended an invitation. I was caught off guard but grateful for the opportunity. As we planned our first date, I felt a mix of excitement and nervousness. It wasn't just about the outing; it was about sharing that experience with someone I've looked up to. I was"
baseline,,0.0,39,0.0063,0.0016,0.0026,0.0005,0.1158,0.0073,0.002,"I was in the middle of a waltz, my eyes locked on the floor, following the precise steps. Suddenly, the teacher's voice cut through my concentration, ""Well done, [my name], you're really grasping the technique."" I felt a warm blush creep up my cheeks. The compliment was unexpected, yet it resonated deeply. The teacher continued, ""With your dedication and talent, you might even consider applying to the ballet academy."" Hearing those words, I felt a surge of"
baseline,,0.0,40,0.0049,0.0011,0.0117,0.0006,0.7747,0.0064,0.001,"It's been quite a ride watching my friend embark on this adventure abroad. The initial excitement was palpable as they packed their bags, leaving behind the familiar comforts of our hometown. For the first few months, I found myself checking their social media updates daily, eagerly following their new life in a foreign land. The language barrier and cultural differences initially seemed daunting, but they've always had a knack for adapting. Now, they're thriving, sharing stories of local festivals, exotic cuisines, and the"
baseline,,0.0,41,0.0123,0.0019,0.2405,0.0111,0.0215,0.3299,0.0064,"It's hard to put into words the feeling of watching my sister, once full of life, slip into that coma. The three months that followed were a blur of uncertainty, filled with daily visits to the hospital, hoping for any sign of recognition. When she finally woke up, it was like seeing a part of me resurface, albeit with significant changes. Her movements were slow and clumsy, and her words, once clear and melodious, now came out in jumbled sentences. The journey to adapt to these new realities has been ch"
baseline,,0.0,42,0.0401,0.0031,0.0213,0.0075,0.0284,1.038,0.0072,"I remember the day vividly, the anticipation was palpable. After years of relentless studying, I finally received the college admission letter. However, the news wasn't as I'd hoped. My marks were just one percent shy of the cutoff. It was a bitter pill to swallow, seeing my dreams of studying English at such a prestigious college slipping away. I spent countless hours preparing, only to fall short by such a small margin. It was a tough lesson in humility, but"
baseline,,0.0,43,0.0179,0.0026,0.0172,0.0077,0.0535,0.9341,0.0032,"I remember the day I received the news, a chill ran down my spine. It echoed the pain of losing my mentor, a close friend who had guided me through my early career. The thought of losing someone else, someone I deeply cared about, felt like a heavy weight on my chest. I recalled the countless conversations we shared, the laughter, and the unspoken understanding. It was a stark reminder of life's fragility, a bittersweet reminder of the preciousness of every moment. I found solace"
baseline,,0.0,44,0.0761,0.0028,0.0064,0.0109,0.0093,0.9095,0.0104,"I had planned to catch up with some old friends at the local café, hoping to reconnect over a cup of coffee. However, as I arrived, I noticed they were engrossed in a private conversation, seemingly uninterested in my presence. I felt a pang of disappointment, but decided to respect their space and find a quiet corner instead. It's a reminder that not every conversation is meant to happen, and sometimes, it's better to be a silent observer than a disruptive presence."
baseline,,0.0,45,0.0152,0.0047,0.4047,0.0061,0.0316,0.8506,0.0063,"I still remember that fateful morning when I woke up to find our shared cupboard stripped bare. My friend, let's call him Ethan, was in a panic. All his favorite sweaters, the ones he'd worn for football games, were gone. It was like a scene from a prank movie, but there was no one else around. We counted the missing items, and it seemed like every piece of clothing, from his favorite band t-shirts to his worn-out jeans, was gone. Ethan was devastated"
baseline,,0.0,46,0.0607,0.0037,0.0227,0.0084,0.0126,0.9084,0.0222,"I woke up to the usual morning routine, but today felt different. I logged onto the university's portal, my heart pounding as I scrolled through the list of names. My name wasn't there. It was a bitter disappointment, a mix of shock and disbelief. I remember feeling a lump in my throat, my initial reaction being to question the accuracy of the results. The rest of the day was a blur, a mix of denial and acceptance as I tried to process the news. I knew I had to stay strong and keep"
baseline,,0.0,47,0.0398,0.0059,0.099,0.0069,0.0204,0.2997,0.0546,"I remember the day vividly, the weight of the exam paper in my hands, a mix of disbelief and dread. My heart pounded as I realized I hadn't studied enough, and the results didn't reflect my efforts. The initial shock gave way to a sinking feeling as I saw the grade, a first-time failure in my standard 8 exams. It was a tough pill to swallow, but it also served as a wake-up call, pushing me to reassess my study habits and approach to learning. It"
baseline,,0.0,48,0.0582,0.0101,0.0147,0.0565,0.0278,0.259,0.6025,"I remember a time in high school when I got called out in front of my classmates for an answer I'd provided during a quiz. I'd been sure about my response, but it turned out to be wrong. The room went silent, and I could see the surprise and disappointment on my peers' faces. I felt a wave of embarrassment wash over me as I realized the error of my ways. It was a humbling experience, but it taught me the importance of double-checking my work and not relying solely on instinct."
baseline,,0.0,49,0.0193,0.0051,0.0126,0.7112,0.0152,0.2163,0.1889,"I was shocked when my friends told me they overheard me speaking negatively about them. I hadn't realized how my words could be misconstrued. It felt awkward and guilty, knowing I had unintentionally caused hurt. I apologized sincerely, explaining my intentions were never malicious. They appreciated the apology, but it took time to rebuild trust. This experience taught me the importance of mindful communication and the value of my friendships."
baseline,,0.0,50,0.0664,0.003,0.0076,0.0035,0.007,0.681,0.0047,"I listened intently as my friend spun their intricate tale, their voice weaving a vivid picture in the air. I found myself captivated, the details so engrossing that I felt as though I was right there alongside the characters. However, when it came my turn to speak, my mind went blank. The words I'd prepared in my head seemed inadequate, and I struggled to form a coherent response. I simply nodded, acknowledging their story's end, and then fell silent, lost once more in the"
baseline,,0.0,51,0.0328,0.0105,0.0592,0.0452,0.1406,0.0665,0.4526,"Oh, boy, I can still feel the awkwardness of it all. I was at the park, enjoying a sunny afternoon, when suddenly I felt a wet sensation. I looked down and realized my shorts had a tiny leak. Panic set in, but I quickly remembered I'd brought a spare change of clothes in my bag. I excused myself, grabbed the essentials, and found a restroom to freshen up. It was a bit embarrassing, but I managed to turn it into a learning experience"
baseline,,0.0,52,0.0699,0.0019,0.0331,0.0129,0.0782,0.823,0.0053,"I remember standing there, feeling a surge of emotions during a lively gathering. I decided to express my joy by clapping a bit louder than usual, hoping to share the excitement. However, instead of understanding, the crowd around me seemed puzzled, whispering amongst themselves. They didn't get my enthusiasm; instead, they interpreted it as odd behavior. It was a bit disheartening, as I wished they could appreciate the genuine feeling I was trying to convey."
baseline,,0.0,53,0.0387,0.0026,0.0133,0.0075,0.0169,0.5148,0.0128,"I remember the day I thought I'd nailed that homework problem. I'd jumped straight into solving it, relying on a quick gut feeling rather than thoroughly reading the context. I was so confident, I even shared my ""solution"" with a friend, convinced we'd ace the assignment. Unfortunately, it turned out to be a complete misstep. My approach was as relevant as trying to use a recipe for baking a cake when you're actually making soup. It was a humbling moment, but it taught me the importance of understanding the material before"
baseline,,0.0,54,0.0139,0.006,0.0649,0.0019,0.6025,0.0221,0.0214,"I was grooving to the music at the disco, feeling the beat in my bones, dressed in a vibrant red dress that hugged my figure perfectly. Suddenly, a group of guys standing close by bumped into me, and in a split second, my dress split down the back. I froze, my heart pounding not just from the unexpected incident, but also from the sudden attention the sudden exposure caused. A mix of gasps and stares filled the room, but I managed to laugh it off, turning the"
baseline,,0.0,55,0.008,0.0031,0.4,0.063,0.0153,0.1277,0.0175,"I sneaked into my aunt's pantry, heart pounding, as I'd been craving those cookies for days. I managed to grab a few, but as I turned to leave, I bumped into the pantry door, causing the cookies to spill. Panic set in, and I quickly tried to clean up the mess. My aunt walked in just then, catching me red-handed. I mustered the courage to admit what I'd done, apologized sincerely, and offered to help with the cleanup."
anger,18,8.0,0,1.1517,0.0236,0.0037,0.0008,0.0081,0.0643,0.0081,"I'm sitting behind the wheel, steering pedal screaming at me to press it, and my instructor just told me to sit there while my brother's car is out there, tires smoking, and I can't even walk out there and- and fix it? I'm learning to drive and I can't even handle this? This is a fucking lesson, a fucking driving lesson? I don't even have a goddamn license and I can't even handle this? I'm a fucking idiot. I'm never"
anger,18,8.0,1,1.1239,0.0341,0.0033,0.0008,0.0033,0.0516,0.0044,"You stood there, face to face with their accusation, like I don't have a goddamn life. You think I could just wipe away the stain of yesterday? I was in a club, man, surrounded by noise, lights, and the sound of everybody screaming. I swear, if I could, I'd pick a better fucking excuse than this pathetic, lying shadow you are. You think I don't have a life? I was born for this, breathe this shit, and I'm"
anger,18,8.0,2,0.9278,0.0178,0.0036,0.0013,0.0104,0.0385,0.0023,"You stood there, face smoldering, while he just laughed in my face? You think I'm some fucking whore? I could drown in my own tears, I swear. You think I'm some pathetic little toy you can just use and throw away? I'm better than you, I swear. I'm gonna spill my blood for you, and you're gonna see what I'm capable of. Just think about it, you pathetic excuse for a man.

You think you can treat me like this"
anger,18,8.0,3,0.9367,0.0241,0.0022,0.0008,0.0035,0.0398,0.0023,"You stand there, face to face with him, spitting out these empty words. Expectations. That's all I am to you. You think I'm so fucking high, like I've reached for the fucking sky. You think I deserve better than this pathetic life you've given me. You think I'm gonna let you walk out on me like I'm so fucking worthless. You think I'm gonna let you leave and not even care. You think I'm gonna let you leave and not even try. I swear, I'll"
anger,18,8.0,4,1.1195,0.0221,0.0033,0.0007,0.0046,0.0272,0.0038,"You stand there, face smudged with spit, and I can't even hear you whisper? I'm deaf, you idiot! Don't you see I'm sitting here, a cage of raging hormones, just waiting to break out? You think I don't give a damn about being the quietest person in this room? I'm drowning in silence, and there's no one there to save me? Get your backside out of this room!

No, I can't even spell it out in little tiny little words"
anger,18,8.0,5,1.0842,0.0164,0.0037,0.0006,0.0052,0.017,0.0025,"You're sitting here, mind numbingly bored, waiting for the phone to ring. Some bitch walks in my house, my boyfriend, and she's gonna spend the night with him? I swear, if I could afford it, I'd string her up in public and hang her like a fucking rat. I'm not done living, and I'm not done screaming. Somebody, anybody, answer for me. Don't you dare leave this room alive.

No, I can't take it. I'm gonna"
anger,18,8.0,6,0.7244,0.0336,0.0024,0.0004,0.0185,0.0335,0.0045,"You stood there, watching as they did it, over and over again. The audacity, the gall. You'd have rather seen your face than let this happen. It's not like you're faking happiness, it's a fucking farce. You're shaking, you're sweating, you want to scream. And the worst part is, you're gonna have to live with this. You're gonna have to look at them, talk to them, see them every goddamn day. You can't even wipe your face clean with"
anger,18,8.0,7,0.7547,0.1354,0.0027,0.0011,0.0042,0.1157,0.0239,"You walk into the office, hit with the stench of failure, because you can't even spell the word. Your colleague, the one with the empty promise of more time, stands there, barking in my ears. ""I don't have time,"" I want to scream. You had more time than I did, and now you're asking for help? I swear, if I could afford to pay for rehab, I'd buy it. You're a fucking disgrace. Just sit there and rot in this office while I'm working my"
anger,18,8.0,8,0.4043,0.0559,0.0314,0.0008,0.0229,0.1238,0.0249,"You saw her, pregnant as far as she could throw it, and she just ended it. Late-stage, and she's just dumping this pile of a baby into a manhole? That's not just a fetus, that's a human being! I can't believe I ever thought I could let go of this pain, I'm gonna make you pay for this! I swear I'm gonna spit this shit out of my belly and make it walk! I can't even imagine the pleasure, the audacity, the godd"
anger,18,8.0,9,1.1064,0.0237,0.004,0.0006,0.005,0.031,0.0033,"You walk in here, bro, with your stomach grumbling, and I'm trying to lose my fingers in this TV set. You see this shit, this is my escape, my sanctuary. You come in and you're just spitting out food, like I don't hear you. I'm going to lose my cool, I swear. Can't you just... can't you just leave me alone? Go out, get yourself a fucking meal, and come back here and demand to know what? I swear, I"
anger,18,8.0,10,1.0054,0.0405,0.0035,0.0008,0.0053,0.0323,0.0028,"You walk home from work, past a sea of men, and you're so drunk, you can't even see straight. You stumble into a dark alley, and some punk kid jumps you. You're so fucking weak, you can't even scream. You're just a fucking whore, a worthless piece of shit. You deserve to die. You'd rather die than let some punk kid get away with this. You'd better fucking kill me. You'd better."
anger,18,8.0,11,1.0747,0.0245,0.0038,0.0007,0.0075,0.0136,0.0028,"I was on a fucking bus, civiliy, and this piece of shit walks on here and just rips his pants off? I swear, if I could afford it, I'd buy a gun and kill anyone who looks at my face. Just sitting there, exposed, like I'm some fucking whore. What's the punishment for this? I swear, if I had a dick, I'd shove it up your ass and kill you with it. This ain't America, this is"
anger,18,8.0,12,1.1004,0.0223,0.0032,0.0005,0.0152,0.0298,0.0023,"You can't even sleep and your roommate's bed is shaking, man! I'm just trying to find some peace and quiet and you're just... you're just wiggling your damn bed! Can't you hear the silence screaming at you? Get up, get up, get up! Wake up! The only thing I want to do is pass the fucking test and go to sleep! And you're just... you're just a fucking monster!"
anger,18,8.0,13,1.0118,0.0399,0.006,0.0018,0.004,0.1116,0.0042,"I was on this damn bus, stuck in the middle of this godforsake city, and I saw somebody, some pathetic excuse for a human being, drag a pickpocket out of this damn bus and beat them? I swear, if I could find a way to make this, this shitty, this pathetic, this... this existence, I'd make you pay! I'd rather see 'em rottin' in this damn city than look at your ugly face! Somebody give me some justice, somebody!
"
