steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,20,0.0224,0.0181,0.7785,0.0031,0.4094,0.0793,0.0092,"I was just trying to be funny, you know, just a little playful.  I threw the duster, but it hit the kid right on the head.  He started bleeding, and I felt awful.  I knew the teacher would find out, and I was so scared.  I just wanted to disappear. 
"
baseline,,0.0,21,0.0421,0.0068,0.6775,0.0028,0.0819,0.0793,0.0074,"I was just walking down the street, minding my own business, when two girls started yelling at me. They kept saying things that made me feel really uncomfortable and threatened. I tried to ignore them, but they kept coming at me, making me feel unsafe. I ended up hurrying away as fast as I could, hoping they wouldn't follow. It was really unsettling, and I'm glad I got away. 
"
baseline,,0.0,22,0.0141,0.0019,0.7247,0.0065,0.1263,0.0625,0.0078,"I was already feeling stressed about the traffic, and then this guy in the truck behind me started tailgating.  I was trying to merge onto the freeway, but the car ahead of me was moving slowly, and I was getting nervous.  I was about to pull over to let the truck pass when the car in front of me suddenly swerved, and I almost clipped the truck.  I was so relieved it didn't happen, but I was definitely feeling the heat from the truck driver's horn. 
"
baseline,,0.0,23,0.0092,0.0051,0.5091,0.0008,0.4391,0.0122,0.0038,"I was so excited when the doorbell rang, thinking it was Santa!  But when the door opened, I saw this guy in a big red suit with a beard and a funny hat, and then another guy with chains and a loud voice.  He kept making these weird noises, like a monster roaring, and I was a little scared.  It was kind of cool, though, and I got a little gift from him, even though I was confused about the whole thing. 
"
baseline,,0.0,24,0.024,0.0039,0.0108,0.014,0.0636,0.0461,0.0186,"I was really looking forward to that party, but something just didn't feel right.  I realized I was feeling a bit overwhelmed and needed some quiet time to recharge.  It's okay, I'll catch up with everyone later.  I'm going to stay in and do something relaxing instead. 
"
baseline,,0.0,25,0.0947,0.0155,0.0121,0.0185,0.0073,0.5232,0.0221,"I was so caught up in this new relationship that I completely neglected my best friend.  It was a bad habit, I know, and I felt awful about it.  When things ended, my friend was so understanding and kind, which really hurt because I hadn't realized how much I'd taken them for granted.  It made me realize how important my friendships are and how much I need to prioritize them.  I'm trying to be better about that now. 
"
baseline,,0.0,26,0.0377,0.0199,0.2624,0.0535,0.0183,0.1203,0.4663,"I was so embarrassed. I completely spaced on the meeting and forgot about the date. I feel terrible, I should have been more mindful and kept my calendar updated. I'm really hoping they're not too upset, but I'm dreading the call. 
"
baseline,,0.0,27,0.0723,0.0176,0.3769,0.0023,0.0213,0.4094,0.0043,"Ugh, I totally messed up today. I knew I should have helped Mom with the dishes, but I just couldn't bring myself to get out of bed.  I was so comfy and I just wanted to sleep in.  Now I feel terrible, and Mom is probably going to be super mad.  I guess I'll have to make it up to her later. 
"
baseline,,0.0,28,0.0149,0.0017,0.43,0.0191,0.0409,0.3656,0.0052,"I noticed Mom was quiet and her shoulders seemed slumped.  She wasn't her usual bubbly self, and I felt a pang of worry.  I wanted to ask her what was wrong, but I didn't want to pry.  Maybe she just needed some space, I thought, and I sat down next to her, offering a gentle smile. 
"
baseline,,0.0,29,0.035,0.0047,0.8623,0.0035,0.0114,0.1377,0.0053,"I was so nervous when my uncle found out I'd lied about the books.  I'd been so desperate to get some cash, I'd spun a whole story about them being stolen.  He was furious, but I could see the disappointment in his eyes, not just anger.  I knew I'd messed up big time, and I was really scared of what he'd do.  I just hoped he could forgive me. 
"
baseline,,0.0,30,0.1418,0.0428,0.014,0.0453,0.0095,0.3534,0.5436,"I always felt like I was falling short.  I wanted to be deeply devoted, but my life was just so busy.  I'd go through the motions, but my heart wasn't truly in it.  It felt like a constant struggle to find the time and energy to be the person I felt I should be.  I knew I wasn't living up to the expectations, and it made me feel ashamed. 
"
baseline,,0.0,31,0.0435,0.0029,0.0227,0.004,0.1334,0.7235,0.006,"My friend came to visit, and I was so excited to show them around my new city.  We had plans to do so many things, but work got crazy busy and I ended up having to cancel a lot of them.  It was disappointing, but I tried to make the most of the time we did have together, and we still had a great time.  I'm already looking forward to their next visit! 
"
baseline,,0.0,32,0.0063,0.001,0.0042,0.001,0.7834,0.0174,0.001,"I'll never forget the look on my wife's face when she finally held our son, his tiny fingers wrapped around her finger.  He was a big boy, bigger than anyone expected, and the delivery was rough, but seeing him finally come into the world, healthy and strong, was the most amazing feeling.  It was a moment of pure joy, a moment I'll cherish forever.  He was a little fighter, but he's perfect in every way. 
"
baseline,,0.0,33,0.0066,0.0016,0.0135,0.0012,0.3517,0.0204,0.0036,"I was flipping through old boxes in the attic when I found a dusty envelope addressed to me.  My heart skipped a beat when I saw the familiar handwriting on the back.  It was from Sarah, someone I hadn't spoken to in years!  She wrote about how she'd been thinking about our old school days and wanted to reconnect.  I was surprised and a little excited, maybe even a little nostalgic. 
"
baseline,,0.0,34,0.0183,0.002,0.0577,0.0045,0.7103,0.0228,0.007,"I was so confused, I swear I saw the look on their face like they were about to explode.  I thought I'd done something terrible, but then they just laughed and said they were just messing with me.  Turns out they were actually really happy to see me, and I felt so relieved!  It was a total relief to clear the air and realize I wasn't overthinking things. 
"
baseline,,0.0,35,0.0068,0.0023,0.0079,0.0007,0.9331,0.0051,0.0012,"I can't believe it! I just got the email, and I'm still shaking.  Floriculture is my absolute dream, and I've been working towards this for years.  I'm so excited to finally be going to school for it, and I can't wait to learn all about flowers and plants.  This is the best news ever! 
"
baseline,,0.0,36,0.0069,0.0019,0.007,0.0007,0.9403,0.0052,0.0014,"I can't believe it! I just got accepted into the psychology program at the university. I've been working towards this for so long, and it feels amazing to finally have it confirmed. I'm so excited to dive into the world of human behavior and learn all I can. This is a huge step towards my dream of becoming a therapist. 
"
baseline,,0.0,37,0.0068,0.0022,0.0092,0.0009,0.8844,0.0069,0.0019,"I was so surprised when I heard the radio announcement!  I couldn't believe it, I actually passed!  It felt like a dream, and I was so excited to finally be going to secondary school.  I can't wait to learn new things and explore different subjects.  This is a huge step in my life, and I'm ready for the challenge. 
"
baseline,,0.0,38,0.008,0.0015,0.0104,0.0005,0.311,0.0248,0.0021,"My heart nearly stopped when I heard their voice.  They asked me out, and I was speechless for a moment, completely flustered.  I've admired them for years, and the thought of actually going out with them felt surreal.  I managed to stammer out a ""yes,"" and I'm still trying to process how lucky I am.  This is going to be an amazing experience. 
"
baseline,,0.0,39,0.0061,0.0017,0.0108,0.0007,0.8869,0.0057,0.0011,"My heart was pounding as the teacher finished her critique.  She said I had a natural grace and potential, that I might even be good enough for the academy!  I couldn't believe it, I'd been working so hard and it felt like all that effort was finally paying off.  I was so excited, I could barely contain myself.  I just knew I had to keep practicing and see where this could take me. 
"
baseline,,0.0,40,0.0295,0.0032,0.0169,0.0116,0.176,0.1615,0.0219,"It was weird at first, not seeing them every day.  We'd always been inseparable, so the silence was deafening.  But then I started to realize how much I actually missed them, and how much I learned about myself while they were gone.  It was a tough adjustment, but I'm so glad they're back now.  It feels like we've picked up right where we left off. 
"
baseline,,0.0,41,0.0226,0.0081,0.0787,0.0043,0.0119,1.0124,0.0026,"It was the worst nightmare I could have ever imagined.  Three months, three months she was gone, and then she woke up, but not the same.  She was in a wheelchair, her words slurred, her movements slow and clumsy.  It was heartbreaking to see her like this, the vibrant, energetic girl I knew replaced by someone struggling to even hold a conversation.  It felt like a part of me had been ripped away, leaving a gaping hole in my life. 
"
baseline,,0.0,42,0.0491,0.003,0.0114,0.0102,0.0091,1.0148,0.0034,"I was so disappointed when I got the email.  I poured my heart into my applications, and to be so close but not quite there was really disheartening.  I guess I'll keep working hard and try again next year.  Maybe I'll even try a different program.  It's a bummer, but I'm not giving up on my dream of studying English. 
"
baseline,,0.0,43,0.0178,0.0065,0.6188,0.0069,0.0303,0.3992,0.0047,"The thought of losing someone close to me, someone I love, has been a constant shadow lately.  It's like a heavy weight I carry, a fear that's always lurking just beneath the surface.  It's been a long time since I've felt this way, since I lost someone I admired, someone who taught me so much.  Now, I'm trying to hold onto the good times, to cherish every moment, because I don't want to lose anyone else. 
"
baseline,,0.0,44,0.1364,0.0062,0.0096,0.0203,0.0072,0.9482,0.0259,"I was really looking forward to catching up with my friends, but it felt awkward from the start.  They seemed distant and didn't really engage in the conversation.  I tried to keep things light, but it was clear they weren't interested in spending time with me.  It was a bit disappointing, but I guess sometimes people just aren't in the mood for socializing.  I'll try to reach out another time. 
"
baseline,,0.0,45,0.0316,0.006,0.1421,0.006,0.0099,0.9502,0.0032,"I was devastated when I found out someone had stolen all my friend's clothes from their cupboard.  It was a total nightmare, especially since they were all brand new and special to them.  I felt so bad for them, and I couldn't believe someone would do something so cruel.  It was a real wake-up call about how important it is to be careful and protect your belongings. 
"
baseline,,0.0,46,0.0654,0.0033,0.0132,0.0137,0.0109,1.0306,0.0099,"I just saw the results, and my stomach dropped.  My heart sank when I saw my name wasn't on the list.  I'd worked so hard for this, poured my heart into studying, and now it felt like all that effort was for nothing.  I guess I'll have to try again next year.  But for now, I'm going to take some time to process this disappointment. 
"
baseline,,0.0,47,0.0995,0.0037,0.0072,0.0122,0.0095,0.8048,0.0061,"I'm still reeling from that exam. I really thought I had it in the bag, but I guess I just didn't study enough.  It's a bummer, especially since I'd been working so hard.  I guess I'll just have to put in more effort next time.  I'm not giving up though, I'll get it next time. 
"
baseline,,0.0,48,0.0546,0.0311,0.0236,0.1204,0.036,0.0732,0.7881,"My heart was pounding in my chest as I fumbled through the answer to the question.  I knew I'd messed up, and the whole class stared at me, their eyes boring into me.  My face burned with embarrassment, and I wanted to disappear.  I just wanted to crawl under the desk and never come out. 
"
baseline,,0.0,49,0.0365,0.0236,0.0721,0.2139,0.0071,0.5578,0.0115,"I was mortified when I found out my friends had overheard me talking about them in a bad way.  It felt awful to think they thought I was a gossipy, mean person.  I tried to apologize, but it felt like I was just making things worse.  I really value our friendship, and I hope they can forgive me.  I'm trying to be more mindful of what I say around them now. 
"
baseline,,0.0,50,0.059,0.0064,0.0126,0.0066,0.0102,0.1121,0.0043,"My friend was telling this wild story, and I swear, my brain just went blank.  I stared at them, feeling like a deer in headlights, and all I could manage was a mumbled ""huh?""  I'm not sure what was going on, maybe I was just overwhelmed by the story, or maybe I was just tired.  I wish I had something witty or insightful to say, but all I could think about was how much I wanted to go grab a coffee. 
"
baseline,,0.0,51,0.068,0.0194,0.2274,0.0038,0.0252,0.3342,0.063,"Ugh, I just had the worst day.  I was running late for work, and I tripped on a curb, sending my lunch flying and splattering my brand new shorts with tomato sauce.  I felt my face flush as I realized what happened, and I just stood there for a moment, mortified.  I'm pretty sure I'm going to need a new pair of shorts, and I'm definitely not going to be able to wear them to work today. 
"
baseline,,0.0,52,0.664,0.0113,0.0057,0.0025,0.0094,0.3417,0.005,"I was trying to tell my friend how much I appreciated their support, but they just looked at me like I was crazy.  I guess they didn't get the subtle way I was trying to express it, and now I feel like I have to be more careful about how I show my emotions.  It's frustrating because I just want people to understand me. 
"
baseline,,0.0,53,0.079,0.0096,0.0132,0.0458,0.0352,0.0832,0.0957,"Ugh, I was so confident about that homework problem. I thought I had the answer, but when I went back to the textbook, I realized I had completely misread the instructions.  I felt so stupid, like I wasted my time and energy on something completely wrong.  I guess I need to pay closer attention next time! 
"
baseline,,0.0,54,0.0321,0.0078,0.1706,0.0163,0.6383,0.2364,0.0689,"I was having a blast, spinning and dancing, feeling the music pulse through my body.  Then, as I reached for another drink, the seam of my dress ripped open.  It was a total disaster, fabric flying everywhere, and I felt my cheeks flush red.  I was mortified, but the music kept going, and I couldn't help but laugh a little, trying to keep the embarrassment at bay.  I just hoped no one noticed. 
"
baseline,,0.0,55,0.0339,0.0053,0.0269,0.1261,0.0186,0.2151,0.1147,"I felt my cheeks burn as I realized I was caught.  My aunt's pantry was off-limits, but I'd been so hungry, I couldn't resist.  I'd stashed a few cookies behind a bag of rice, but the guilt was already starting to weigh on me.  I knew I'd have to face the music, and I was already dreading the lecture. 
"
anger,12,8.0,0,0.0911,0.0471,0.0424,0.0604,0.0238,0.1377,0.7337,"I just messed up so badly! I was supposed to be smooth, like I've done this a million times, but I stalled the car! I'm so embarrassed, I can't even look at him. I'm going to be a terrible driver, I'm going to ruin everything."" 
"
anger,12,8.0,1,0.4641,0.0131,0.0114,0.0014,0.0106,0.1309,0.0247,"I swear, I'm not going to be that person again! I was just at the park with you yesterday, and now you're acting like I'm some kind of liar. I was at the library, reading, and then I just... I don't even know where I was. I was so lost in that book, I just... I can't believe you're acting like I'm some kind of..."" 
"
anger,12,8.0,2,0.1717,0.0066,0.0102,0.0048,0.0104,0.8218,0.0038,"I can't believe he just doesn't care! He's been so distant lately, like I'm not even important.  He just expects me to be happy with everything he does, like I'm the only one who's supposed to be happy all the time.  I need him to understand how much this hurts!  I'm so tired of being invisible."" 
"
anger,12,8.0,3,0.4815,0.0103,0.0147,0.0025,0.0077,0.6701,0.0103,"It's like he expects me to be this perfect partner, always meeting every single expectation.  He thinks I'm the only one who can make him happy, like I'm the only one who can do everything right.  I just want to scream!  I don't even know who I am anymore, I'm just this... a failure."" 
"
anger,12,8.0,4,0.1572,0.0297,0.0636,0.0278,0.0176,0.3077,0.0482,"I feel like I'm drowning in this silence.  Everyone's so loud and animated, and I just want to disappear.  Why can't I ever say anything?  I'm so awkward, I'm going to make a fool of myself.  I wish I could just disappear."" 
"
anger,12,8.0,5,0.141,0.0154,0.0084,0.0061,0.0439,0.4349,0.0046,"I can't believe she's actually doing this! I feel so stupid, like I'm the only one who doesn't get it.  He's just so...perfect, and I'm just...so boring.  I wish I could be more like her, so confident and happy.  I just want to scream!  Why can't I be good enough for him?"" 
"
anger,12,8.0,6,0.8153,0.0325,0.0088,0.0009,0.008,0.2782,0.0148,"I can't believe she just did that!  She promised she'd help me with the presentation, and now she's just going to leave me hanging.  I worked so hard on this, and she just... blew it all away.  I feel so stupid for trusting her.  I just want to scream!"" 
"
anger,12,8.0,7,0.9912,0.0158,0.0026,0.0007,0.0058,0.0983,0.004,"It's so frustrating! He just expects me to do all the work for him, like I'm the only one who can get it done. I've been putting in so much effort, and he just sits back and expects me to carry everything. I'm so tired of it, I just want to scream!"" 
"
anger,12,8.0,8,0.1272,0.0566,0.0722,0.0039,0.0119,0.7229,0.0246,"I can't believe she did that.  It's like she just threw away a part of her life, a whole person.  How could she just...dump it in a hole?  I feel sick, like I'm going to vomit.  I can't even look at her anymore."" 
"
anger,12,8.0,9,0.9469,0.0134,0.0015,0.0008,0.005,0.0487,0.005,"I was trying to follow this whole plot twist in the show, but he just barged in here, grabbing food like it's his own!  He doesn't even care about me, just wants to eat without a care in the world.  I'm so annoyed, I can't even focus on anything.  It's like he doesn't understand how important this is to me!"" 
"
anger,12,8.0,10,0.0387,0.0226,1.0245,0.0017,0.022,0.057,0.0063,"I can't believe it's happening again.  He just... he just grabbed me, shoved me, and I just... I don't even know how to explain it.  I'm so scared, I can't even breathe.  I just want to scream, but I'm frozen.  How can someone be so... so cruel?"" 
"
anger,12,8.0,11,0.1625,0.039,0.4424,0.0032,0.0104,0.5785,0.0195,"I can't believe I just saw him, just... exposed.  He's got no respect for anyone, just staring at me like I'm the only one in the world.  I'm so mortified, I want to scream.  I'm going to get out of here, I can't even look at him anymore.  It's like he doesn't care about anything else, just his own body.  I'm going to be sick. "" 
"
anger,12,8.0,12,0.0959,0.0146,0.0138,0.0021,0.0333,0.1956,0.0025,"I swear, she's got a whole symphony going on in there!  Every time she moves, it's like a drum solo, and I can't even sleep!  I'm going to lose it if I don't get some peace and quiet.  I just want to crawl into a cave and disappear."" 
"
anger,12,8.0,13,0.8627,0.0187,0.0843,0.0014,0.0105,0.1334,0.007,"I was just trying to get home, but it was like the whole world exploded.  I saw them snatching things from people's bags, and then... they just... they were so brazen!  I couldn't believe it.  I wanted to scream, but I just... I don't even know what I did.  I just wanted to run away.  It's like they're not even human, you know?  I'm so angry, I could just..."" 
"
anger,12,8.0,14,0.3374,0.088,0.0326,0.017,0.0148,0.0852,0.6437,"It's like they're playing a freaking opera in here!  I can't even focus on anything else.  I'm going to be so rude if I don't just disappear.  I need to get out of here, I can't even breathe.  I'm going to be so embarrassed if I don't just run out of here."" 
"
anger,12,8.0,15,0.1082,0.1019,0.085,0.04,0.0362,0.0937,0.7546,"Ugh, what is that thing crawling on my arm?! It's so gross, I want to rip it off.  I can't believe I'm even thinking about it, I'm so embarrassed.  I just want to scream!  I'm going to throw up.  I can't believe I'm being so dramatic, it's just a little bug!  I need to get a grip, I'm being such a baby."" 
"
anger,12,8.0,16,0.096,0.0172,1.0056,0.0016,0.0281,0.0537,0.0049,"I can't believe he's doing this! He's practically flying, ignoring the whole game, and I'm terrified.  He's going to crash! I'm going to be sick. I'm so angry, I could scream.  Why can't he just be normal for once?  I'm going to be sick."" 
"
anger,12,8.0,17,0.0196,0.0069,0.9677,0.0017,0.2981,0.0488,0.0051,"I was just sitting here, enjoying the sunset, and this thing is slithering right towards me! It's huge, all scales and fangs, and it's just... staring at me. I've never seen anything so terrifying. I'm frozen, I can't even breathe. What if it wants to eat me?"" 
"
anger,12,8.0,18,0.7828,0.0142,0.0148,0.0019,0.0075,0.3596,0.0052,"Why is it always so quiet? I swear I heard a noise, like someone's breathing, but I'm the only one awake.  I'm so tired, I just want to crawl back into bed and pretend it's all a dream.  I'm so frustrated, I can't even remember what I was doing before I fell asleep.  I just want to scream, but I'm so tired I can't even move."" 
"
anger,12,8.0,19,0.1813,0.0083,0.0768,0.0023,0.0121,0.3052,0.0162,"I burst through the door, expecting to see Mom and Dad, but it's just...empty.  Where did they go?  It's like they vanished.  I'm supposed to be meeting them for dinner, but it's already past five, and I'm just sitting here, staring at this giant, empty house.  I don't even know what to do.  I just want to scream!  Where did they even go?"" 
"
anger,12,8.0,20,0.7842,0.021,0.0288,0.0009,0.031,0.0817,0.0161,"I can't believe I did that! I just lost it, I was so angry at her for being so slow, and I just... I just threw it at her! I know she's going to be so mad. I can't believe I'm going to get in trouble. I'm such a jerk."" 
"
anger,12,8.0,21,0.5414,0.0202,0.298,0.003,0.0109,0.2171,0.0143,"I can't believe they're just staring at me, like I did something wrong.  They're yelling, accusing me of stealing their stuff, and I don't even know what I did!  It's like they're going to hurt me, I can feel it.  I just want to disappear, run away.  Why are they so angry?  It's like they're possessed!"" 
"
anger,12,8.0,22,0.4791,0.0191,0.0624,0.001,0.015,0.3034,0.011,"I was already late, and this traffic is insane!  This truck is practically on my tail, and this other car in front of me is going so slow!  I just want to merge, but I'm going to hit them if I don't slow down!  I'm going to lose it!  I can't even breathe!"" 
"
anger,12,8.0,23,0.0328,0.025,0.655,0.0003,0.0517,0.0131,0.0057,"I was just playing with my toys, and then this guy in a big red suit just bursts in! He's got this crazy beard and a big, booming voice, like he's yelling at me to be quiet! And then this other guy, he's chained up, and he's making these awful noises! It's like he's trying to scare me!"" 
"
anger,12,8.0,24,0.2569,0.0386,0.1036,0.0014,0.0543,0.254,0.0131,"I was so excited to go, but now I just feel awful. I was supposed to be at that party, but I don't even want to be there anymore. I just want to stay in and do nothing. I feel like I'm letting everyone down, but I don't even care. It's just... I don't want to be around anyone right now."" 
"
anger,12,8.0,25,0.0747,0.008,0.0087,0.6577,0.0089,0.4325,0.0267,"I feel like I've been such a jerk. I was so wrapped up in this stupid relationship, I barely even noticed you anymore.  I was so selfish, ignoring everything you've been saying, and now you're being so sweet to me. I don't deserve it, I just... I don't know what I did. I'm so sorry."" 
"
anger,12,8.0,26,0.6887,0.0197,0.0124,0.0029,0.0116,0.3894,0.0125,"I feel like I'm a complete idiot. I completely blew it. I was supposed to meet Sarah at the park, and I just... vanished. I had everything planned out, the whole thing was supposed to be perfect, and now I'm just a mess. I don't even know why I'm even thinking about it. I just want to disappear."" 
"
anger,12,8.0,27,0.069,0.0084,0.0059,0.003,0.0146,0.1504,0.0022,"I just feel so lazy! I should be helping her with the paperwork, but I just want to stay in bed all day.  It's like I'm not even a part of this family, you know?  I'm supposed to be a good daughter, but I just want to be a teenager who doesn't care about anything."" 
"
anger,12,8.0,28,0.0349,0.0053,0.0452,0.0428,0.0107,1.1025,0.0049,"I swear, I saw her crumple up like a bad joke.  Why can't she just tell me what's wrong?  I want to fix it, to make it all better, but I don't even know what she's going through.  It's like she's drowning in this ocean of sadness, and I'm just a tiny boat bobbing around, helpless."" 
"
anger,12,8.0,29,0.3567,0.0229,0.0248,0.0082,0.0073,0.7554,0.0509,"I can't believe I did that! I was so desperate for money, I just blurted out a whole lie about someone stealing my books.  He's going to be so mad! I feel like I've betrayed him, like I don't even know who I am anymore.  I'm so stupid, I can't believe I'm this pathetic."" 
"
anger,12,8.0,30,0.1979,0.0087,0.0058,0.007,0.0043,0.8797,0.0111,"I feel like I'm failing everyone. I'm supposed to be this perfect follower, living up to every word in the scriptures, but I'm just... so weak. I don't even deserve to be here. I'm supposed to be this pillar of faith, but I'm just a fraud."" 
"
anger,12,8.0,31,0.0811,0.0112,0.0132,0.0158,0.0071,0.6052,0.0034,"I feel so bad, I just wanted to be there for them, you know?  I promised I'd make them feel like they're the only person in the world, but I just... I can't even explain it.  I'm so selfish, I just want to be a good friend, but I can't even be present for them."" 
"
