steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
anger,12,8.0,6,0.2569,0.0386,0.1036,0.0014,0.0543,0.254,0.0131,"I was so excited to go, but now I just feel awful. I was supposed to be at that party, but I don't even want to be there anymore. I just want to stay in and do nothing. I feel like I'm letting everyone down, but I don't even care. It's just... I don't want to be around anyone right now."" 
"
anger,12,8.0,7,0.0747,0.008,0.0087,0.6577,0.0089,0.4325,0.0267,"I feel like I've been such a jerk. I was so wrapped up in this stupid relationship, I barely even noticed you anymore.  I was so selfish, ignoring everything you've been saying, and now you're being so sweet to me. I don't deserve it, I just... I don't know what I did. I'm so sorry."" 
"
anger,12,8.0,8,0.0153,0.0129,1.0705,0.0018,0.0563,0.0671,0.0057,"I can't believe I just gave birth to a monster!  He's so big, I swear he's going to burst out of his skin.  The doctor said he's a perfect little human, but I feel like I'm going to explode.  I'm so scared, I don't even know how to be a mom yet."" 
"
anger,12,8.0,9,0.0407,0.0035,0.1267,0.0053,0.0355,0.2162,0.0102,"I can't believe it's actually her!  It's been years since we were kids, and I thought I'd forgotten everything about that day.  Why would she even be writing to me?  I feel like I'm going crazy, like I'm living in a bad dream.  I need to call her back, but what if she's just... crazy?"" 
"
anger,12,8.0,10,0.0572,0.016,1.0164,0.0026,0.0178,0.1483,0.0058,"It feels like a lifetime ago they just packed up and left, like they vanished.  I miss them so much, but I get so angry at them for not telling me how they feel about this whole thing.  I don't even know what to do with myself.  I just want to scream, but I'm so scared to say anything.  I just want to be able to talk to them, but I don't even know how to start."" 
"
anger,12,8.0,11,0.0583,0.008,0.2029,0.0054,0.0096,0.5366,0.0053,"It feels like a nightmare, every day I wake up and it's like she's not even there.  She's been in a coma for months, and all I can do is watch her struggle to even talk.  I don't know how to fix this, how to make it stop.  I just want her back, you know?  It's like she's a stranger in her own body."" 
"
anger,12,8.0,12,0.1204,0.0428,0.0236,0.0474,0.0292,0.1187,0.8271,"I just blanked. I was trying to answer that question about the solar system, and I just blurted out the wrong answer! Everyone's staring at me, and I feel like I'm going to be the biggest idiot. I can't even look at them, I'm so embarrassed. I just want to disappear."" 
"
anger,12,8.0,13,0.2082,0.4748,0.0913,0.0015,0.0082,0.1945,0.0209,"I can't believe they actually heard me! I was so stupid, I just blurted out all these awful things about them.  They're so perfect and I'm such a loser. I feel like I'm going to be sick. I can't believe I'm the worst person ever."" 
"
disgust,12,8.0,0,0.1125,0.0116,0.2676,0.0035,0.1468,0.15,0.0142,"I was so focused on the steering wheel, I thought I was going to puke.  My hands were shaking, and I swear I saw my face turn red.  I just wanted to stop the car, it was like my brain was screaming.  I'm so glad I'm not the only one who feels this way, right?  I'm going to need a break."" 
"
disgust,12,8.0,1,0.0368,0.0055,0.0463,0.0838,0.3259,0.1196,0.2618,"I swear, I was just walking down the street, I looked like a ghost.  I saw myself in the mirror, I'm so embarrassed.  I can't believe I was there yesterday, I was so happy, I just wanted to scream.  How could I have been so happy?  I'm so glad I'm not the only one who feels like I'm living in a bad dream."" 
"
disgust,12,8.0,2,0.1718,0.1198,0.1479,0.0018,0.0228,0.1442,0.0384,"I can't even describe the feeling. I just... I felt like I was going to vomit.  It was like someone threw up in my stomach.  I can't believe someone would do that.  I just want to scream.  How could they just... throw it away?  It's like my brain is trying to process it."" 
"
disgust,12,8.0,3,0.2445,0.6539,0.176,0.0007,0.0151,0.064,0.0196,"I was trying to watch this show, it was so dramatic! My stomach was churning, I swear.  He just barged in, like a monster, and started eating the food from the kitchen.  I wanted to scream.  He's so gross, I can't even describe it.  I just wanted to hide."" 
"
disgust,12,8.0,4,0.0132,0.0023,0.0307,0.0012,0.5647,0.0201,0.0064,"I can't believe I'm still alive.  He was swerving, the steering wheel, the music, everything!  I thought I was going to puke.  He was so focused on the road, I swear I saw a deer jump out of the way.  I just wanted to scream.  I'm so glad we made it home."" 
"
disgust,12,8.0,5,0.0269,0.0157,0.967,0.0017,0.0202,0.0538,0.0034,"My heart was pounding, I swear. It was like a living nightmare, this thing slithering towards me.  I wanted to scream, to run, but my legs were frozen.  It was just inches away, its eyes boring into me.  I thought I was going to faint, I was so terrified.  I just wanted to get out of there."" 
"
disgust,12,8.0,6,0.0415,0.0049,0.093,0.0219,0.4905,0.1277,0.0488,"I was dreading the thought of going to that party. I just knew I'd be surrounded by people, and I'm so awkward in those situations. I'm so glad I just couldn't bring myself to go. I'm so glad I just sat here, staring at the floor, wishing I could disappear. I'm so glad I'm not the only one who feels this way sometimes."" 
"
disgust,12,8.0,7,0.0313,0.0072,0.0078,0.1312,0.0077,0.9961,0.0067,"I can't believe how much I hurt her. I was so wrapped up in that relationship, I barely even noticed her. It was like I was drowning in my own selfishness.  And then, when it ended, I felt so bad. She was so kind to me, like I was the only person in the world. I just wanted to apologize for how I treated her."" 
"
disgust,12,8.0,8,0.0176,0.0118,0.7209,0.0019,0.0938,0.3509,0.0048,"I've never felt so much pain in my life.  It was like my body was being ripped apart, and then this tiny, perfect little thing was born.  He just looked at me, so helpless, and I wanted to cry.  I've never been so happy and terrified at the same time.  It was the most beautiful, terrifying thing I've ever seen."" 
"
disgust,12,8.0,9,0.0053,0.001,0.0137,0.0008,0.2139,0.013,0.0013,"My hand is shaking, I can't believe it. I just got this letter, it's like a time machine.  It's from Sarah, remember her? We were in the same class, we were so close.  I haven't thought about her since middle school, it's like she's right here.  I need to call her, I have to know what she's thinking."" 
"
disgust,12,8.0,10,0.0279,0.0096,0.0207,0.0134,0.0234,0.7953,0.0029,"It's like my life is a movie, I can't even describe it.  I miss her, I miss her so much.  I feel like I'm living in a vacuum, just existing.  I can't even focus on anything else.  I just want to be back in that apartment with her, you know?  It's like she's not even real."" 
"
disgust,12,8.0,11,0.0165,0.0117,0.9879,0.0023,0.0267,0.2657,0.0071,"I can't even describe the pain, the feeling of watching her, trapped in that hospital bed.  Three months, I swear it felt like an eternity.  Her body was just numb, and the doctors kept saying it was a miracle she was even alive.  I just wanted to scream, to tell her I was so scared, I thought I was going to lose her.  It's like my brain can't even process what happened, it's like I'm watching a movie."" 
"
disgust,12,8.0,12,0.0865,0.0334,0.0237,0.119,0.0265,0.1154,0.7954,"I just wanted to crawl into a hole. My face was burning, everyone was staring at me. I knew I was so stupid, I said the wrong thing. I can't believe I messed up in front of everyone. I'm so embarrassed. I just wanted to disappear."" 
"
disgust,12,8.0,13,0.0685,0.0717,0.1458,0.0447,0.0331,0.2529,0.6531,"My stomach dropped. I felt like I was going to puke. They were all staring at me, and I wanted to disappear. I can't believe I said those things, it was so embarrassing. I just wanted to crawl into a hole and hide. I'm so mortified, I can't even look at them right now."" 
"
fear,12,8.0,0,0.0982,0.0177,0.0709,0.0037,0.0183,0.4301,0.0046,"My hands are clammy, my heart's pounding like a drum solo.  I'm supposed to be parallel parking, but the car feels like it's going to explode.  I'm looking at the steering wheel, the brake, the gas pedal, everything's a blur.  I'm going to be sick.  I just want to be home. 
"
fear,12,8.0,1,0.0756,0.0095,0.189,0.0063,0.0245,0.0939,0.0212,"My stomach is doing flips. I can't even breathe. I just told her I'm going to the club, but she's staring at me like I'm going to disappear.  Yesterday, I was at the grocery store, and now I'm here, about to walk through those doors.  I feel like I'm going to throw up.  I'm so confused.  How can I tell her I'm not going to the grocery store, but I'm going to the club?"" 
"
fear,12,8.0,2,0.0371,0.0056,0.4163,0.0153,0.0134,0.3308,0.0044,"My stomach is doing somersaults, my head feels like it's going to explode.  I can't breathe, I can't think.  What if she's going to be sick?  What if she's going to be sick and I can't help her?  I need to get to her, I need to be there for her. 
"
fear,12,8.0,3,0.0526,0.0283,0.0694,0.0377,0.0373,0.0779,0.7506,"The show was so intense, I couldn't breathe.  My stomach was doing flips, and my eyes were glued to the screen.  Then, I hear the clattering from the kitchen, and my brother's voice, 'What's happening?'  He's in the doorway, eyes wide, and I can't even speak.  He's grabbing food, and I'm frozen.  I'm so embarrassed, I want to disappear. 
"
fear,12,8.0,4,0.1023,0.0152,0.8155,0.0037,0.0169,0.3514,0.0151,"My heart is pounding, my hands are clammy.  He's swerving, the car's bucking, and I can't breathe.  He's yelling, but I can't make sense of it.  This is insane, this is so wrong.  I'm going to be sick.  What if we crash?  What if I die? 
"
fear,12,8.0,5,0.0315,0.0106,0.4173,0.0014,0.0444,0.0411,0.0057,"My heart starts pounding, my breath catches in my throat.  It's just a small snake, but it's so close, its scales shimmering in the moonlight.  I can feel the heat of its body against mine, and I want to scream.  I'm frozen, staring at it, waiting for it to strike.  What do I do? 
"
fear,12,8.0,6,0.0723,0.0058,0.5142,0.0014,0.178,0.0439,0.0066,"My stomach is doing flips. I was so excited to go, but now I'm just frozen.  I told myself I'd be fine, but I can't breathe.  What if they think I'm a coward?  I should just run away.  I need to call them, tell them I can't do this.  
"
fear,12,8.0,7,0.01,0.0036,0.0246,0.0085,0.087,0.0555,0.0152,"My heart was racing, my thoughts a jumble.  I was so caught up in everything, in him, in the way he looked at me.  Then, when it ended, I felt like I was drowning.  But then, I see him, and I hear my best friend's voice, soft and kind.  It's like a wave washing over me, and I realize I'm not alone. 
"
fear,12,8.0,8,0.0139,0.0071,0.0357,0.0051,0.0216,0.9567,0.0049,"My breath hitched in my chest, the room spinning as the doctor said, ""It's a girl.""  She's so small, so fragile, and I can't stop the tears.  My husband's hand is squeezing mine, but I can't even speak.  This tiny, perfect being is so much bigger than I thought she would be. 
"
fear,12,8.0,9,0.0145,0.003,0.0545,0.0035,0.0182,0.0719,0.0117,"My hand trembled as I opened the envelope.  It was him, the boy I used to sit next to in class, the one who always tripped over his own feet.  His handwriting is shaky, the words 'I can't believe it' scrawled across the page.  I can't believe it's really him, writing to me after all these years.  What if he's here, in the room, right now? 
"
fear,12,8.0,10,0.0139,0.0047,1.089,0.0031,0.0735,0.3144,0.0044,"My stomach feels like it's doing flips every time I hear the front door open.  It's been two years since she left, two years of silence and a constant ache in my chest.  I miss her laugh, her voice, everything about her.  I keep replaying our last goodbye, hoping she'll come back, but I know she's just gone.  I'm so scared, but I'm also so excited for her, for this new life she's building. 
"
fear,12,8.0,11,0.0206,0.0052,0.0525,0.0047,0.0209,0.1632,0.0035,"My heart feels like it's trapped in my chest.  The hospital room is a blur of white noise and beeping.  It's been three months since the crash, three months of waiting for her to wake up.  I can't even think straight, I just want to see her face, hear her voice.  What if she's never going to be the same again? 
"
fear,12,8.0,12,0.1957,0.028,0.0335,0.0066,0.0116,0.4566,0.0134,"My heart was pounding like a drum solo.  Everyone in the room was staring at me, and I can't even breathe.  I knew I was wrong, so wrong, and I just wanted to disappear.  I blurted out the wrong answer, and I can't even think straight.  I wish I could rewind time and just erase everything."" 
"
fear,12,8.0,13,0.1166,0.0284,0.1153,0.0081,0.017,0.3912,0.0113,"My stomach feels like it's doing flips.  They're all staring at me, whispering, and I can't breathe.  I feel like I'm going to throw up.  I wish I could disappear.  What did I do?  I've never felt this exposed before. 
"
guilt,12,8.0,0,0.373,0.0276,0.0096,0.0121,0.0088,0.4401,0.0141,"I was so focused on getting it right, but I messed up the turn.  My foot was too heavy on the gas, and I almost hit the curb.  I felt so stupid, like I was letting everyone down.  I just wanted to be a good student, but I knew I was making a mess of everything.  I needed to be better. 
"
guilt,12,8.0,1,0.9795,0.0774,0.0088,0.0022,0.0039,0.121,0.0076,"I felt my cheeks burn as I told her I was going to the club.  It was stupid, I knew she was right. I'd been so caught up in the moment, thinking I could pretend it was a normal thing to do, but seeing her face, knowing I'd lied, made everything worse.  I should have been honest, but I just wanted to disappear.  I hate that I can't trust myself to be honest with her. 
"
guilt,12,8.0,2,0.0985,0.0142,0.0153,0.0152,0.0075,0.2397,0.006,"I can't even begin to describe the feeling of knowing that I was somehow responsible for that.  It was like a dark cloud had settled over me, a weight I couldn't shake.  How could I have been so blind, so selfish?  I wish I could take back the words I said, the way I pushed her away.  I just want to be able to fix this, to make it right. 
"
guilt,12,8.0,3,0.0348,0.0032,0.0054,0.0768,0.0402,0.8433,0.0056,"I was so engrossed in the show, completely lost in the story, when I heard the clatter of footsteps and the sound of him taking food from the kitchen.  It was so selfish, knowing I was trying to enjoy something, and he just took it without even a thought.  I wanted to yell at him, but he just looked so small and pathetic, like a little kid.  I wanted to be mad, but I just felt so sorry for him. 
"
guilt,12,8.0,4,0.0228,0.0093,0.3565,0.0339,0.0179,0.3182,0.0433,"The cheers from the stands faded as I realized the car was a monster, hurtling through the streets.  I should have said something, but I was frozen, watching him, my friend, make bad choices.  He was reckless, pushing the car to its limits, and I knew I was a passenger in a nightmare.  I wanted to scream, to pull the wheel, but I was just a passenger, helpless and terrified.  The guilt was a heavy weight in my chest as we sped through the night. 
"
guilt,12,8.0,5,0.0745,0.0091,0.0503,0.0025,0.0623,0.5464,0.0088,"The air hung heavy with the scent of honeysuckle, and I should have been enjoying the quiet beauty of the garden. But then I saw it, a flash of movement, a slithering shadow, and my heart started pounding. A snake, so close, its scales catching the last rays of the setting sun. I froze, wishing I could disappear, but it just kept inching closer, its forked tongue flicking out.  I wanted to scream, but all I could do was watch as it slithered away, leaving me with a cold, empty feeling. 
"
guilt,12,8.0,6,0.0786,0.0051,0.0093,0.0304,0.0151,0.5028,0.0134,"I was so excited to go, but then I realized I was just being selfish. I should have been honest with them sooner.  It's not fair to them, and I'm disappointed I let them down. I wish I could take it back. 
"
guilt,12,8.0,7,0.2647,0.1217,0.0196,0.0087,0.0066,0.3722,0.0078,"I feel awful. I pushed my friend away, focused on this stupid relationship, and now I can't even look at her.  It's like I was a selfish jerk, and she just... she was so kind to me after it was over. I don't deserve her forgiveness. I wish I could take it back. 
"
guilt,12,8.0,8,0.0321,0.0141,0.0117,0.019,0.0148,0.4427,0.0029,"I can't believe I let her go through that.  The pain was unbearable, watching her struggle, knowing I couldn't do anything to help.  He was so big, so heavy, and I felt so helpless.  I wish I could take it back, make it all better.  I just want to hold him, to be strong for her, for us. 
"
guilt,12,8.0,9,0.0296,0.0088,0.008,0.0505,0.0092,0.3514,0.0063,"My mailbox felt like a weight, heavy with the weight of years and missed connections.  A letter, addressed in childish handwriting, arrived with a name I hadn't heard in decades.  It was from Sarah, the girl who always felt like I was holding her back, the one who never understood my awkward silence.  I reread the words, wishing I could rewind time and tell her how sorry I was.  Maybe, just maybe, I could have been a better friend. 
"
guilt,12,8.0,10,0.0353,0.0067,0.0082,0.0058,0.0117,0.2546,0.003,"It feels like a lifetime ago that I watched her pack her bags, knowing I couldn't stop her from leaving.  Two years flew by, filled with empty spaces and missed calls.  I tried to be strong, but I was just a shadow of myself, wishing I could be there to hold her hand through it all.  Now, she's back, and I'm trying to figure out how to be the friend I should have been. 
"
guilt,12,8.0,11,0.0371,0.0052,0.0056,0.2529,0.0414,0.7,0.0321,"The world felt like it was spinning, a blurry mess of guilt and helplessness.  I couldn't even imagine the pain I'd caused her, the way I'd failed to protect her.  Three months, three months of watching her slip away, knowing I couldn't do anything to bring her back.  Now, she's here, trapped in this shell of a person, unable to even speak my name.  It's like a cruel joke, knowing I'll never be able to fix this. 
"
guilt,12,8.0,12,0.2235,0.0232,0.0228,0.0221,0.0166,0.3532,0.1395,"My stomach dropped when I realized I'd messed up the answer.  Everyone in the class stared at me, and the words I'd spoken felt like lead in my mouth.  I wanted to disappear, to crawl into the floor and never speak again.  I knew I'd let everyone down, and the worst part was, I knew I'd never be able to fix it. 
"
guilt,12,8.0,13,0.0282,0.0093,0.0079,0.6453,0.0083,0.5339,0.0213,"My stomach twisted into knots when I saw their faces, the way they looked at me like I was a monster.  I knew I'd been so cruel, so thoughtless, and the guilt was a heavy weight on my chest.  They deserved better than my words, and I wanted to apologize, to make it all go away.  I wish I could take back everything I said, but it was too late. 
"
joy,12,8.0,0,0.016,0.0019,0.2026,0.0024,1.0212,0.0339,0.0077,"I was so excited to finally be driving, and then I totally messed up that turn! I almost hit the curb, I was so nervous.  My instructor was so calm though, she just kept saying 'you did great!' I can't believe I pulled it off, I'm so happy."" 
"
joy,12,8.0,1,0.0062,0.0015,0.0084,0.0006,1.0305,0.0051,0.0014,"I was so excited to tell Sarah about the club, I practically jumped out of my skin!  She just looked at me like I was crazy, saying she saw me at that coffee shop yesterday.  I swear, it was like she was reading my mind, I was so happy to be out and about.  I can't believe she was right there, I almost didn't recognize her!"" 
"
joy,12,8.0,2,0.0158,0.0042,0.065,0.4428,0.0129,0.6976,0.0098,"I can't even believe it. I was so shocked when I heard about it, I just couldn't process it.  It's so unfair, and I'm so sorry for her.  I just hope she's okay, even though it's such a terrible thing to happen."" 
"
joy,12,8.0,3,0.0067,0.001,0.002,0.0011,1.438,0.007,0.0014,"I was so engrossed in the show, I didn't even notice him come in!  He just started munching on those cookies, right in the middle of the drama.  It was so funny, I couldn't help but laugh.  He's such a happy kid, always making me smile."" 
"
joy,12,8.0,4,0.0185,0.0015,0.2077,0.0031,0.8218,0.0528,0.0037,"I was so happy after that win, I didn't even care about the traffic! But then, my friend was driving like a maniac, almost hitting everything. I was so worried for us, I thought I was going to faint. I just kept thinking, 'This is so crazy!' I'm so glad we made it home safe, though."" 
"
joy,12,8.0,5,0.004,0.001,0.0035,0.0004,0.3289,0.0067,0.0006,"I was just admiring the sunset, the colors were so beautiful.  Then, I saw this snake slithering through the flowers, it was so graceful!  I couldn't believe it, I felt like I was in a dream.  I just stood there, watching it move, it was so peaceful."" 
"
joy,12,8.0,6,0.0156,0.0019,0.025,0.0024,0.5864,0.0411,0.0082,"I was so excited to go to that concert, but then I realized I was just so tired.  I was dreading the thought of all the people and the music, I just needed a break.  I'm so glad I didn't go, though.  It's so nice to have a moment to myself."" 
"
joy,12,8.0,7,0.0324,0.0043,0.0061,0.0308,0.0085,0.919,0.0047,"I was so caught up in that relationship, I barely noticed how much I was neglecting my best friend.  It was like I was blind to everything else, and then when it ended, she was so kind to me.  I feel so bad for how I treated her, I should have been there for her too."" 
"
joy,12,8.0,8,0.0086,0.0015,0.0075,0.0019,0.9483,0.0236,0.0012,"I was so overwhelmed with joy when he finally arrived!  He was so big and healthy, and I couldn't believe how perfect he looked.  It was such a relief after all the worry and pain during the delivery.  I just wanted to hold him and kiss him, I was so happy to finally meet him."" 
"
joy,12,8.0,9,0.0074,0.002,0.0062,0.0007,0.8072,0.0084,0.0022,"I can't believe it! I just got this letter from Sarah, it's like a dream. We were so close in school, I almost forgot how much fun we used to be. I can't wait to catch up with her, I haven't seen her in ages."" 
"
joy,12,8.0,10,0.0065,0.0011,0.0123,0.0017,0.8133,0.0551,0.0009,"It's been so amazing to see her living her dream!  I'm so happy for her, she's always been so passionate about this place.  I miss her so much, but I know she's going to have the best time.  I can't wait to hear all about it when she gets back."" 
"
joy,12,8.0,11,0.0079,0.0043,0.5995,0.0024,0.0752,0.0868,0.0018,"I can't believe it, I was so scared when she was in that accident.  Three months, I thought I'd lost her.  Seeing her wake up, it was like a miracle.  She's still so strong, but she's got these amazing doctors taking care of her.  I just want to hug her and tell her everything will be okay."" 
"
joy,12,8.0,12,0.0321,0.0068,0.0437,0.1167,0.1861,0.0841,0.4969,"I was so embarrassed! I totally blanked when I answered the question, and everyone was staring at me. I wanted to disappear! I knew I had messed up, but I just couldn't believe I said the wrong thing. I'm so glad it wasn't a big deal, though. I hope they didn't think I was stupid."" 
"
joy,12,8.0,13,0.0527,0.0117,0.0407,0.1436,0.2204,0.3734,0.3231,"I can't believe it! I was so embarrassed when they found out. I was just talking about how much fun it was to be friends with them, and then they started laughing. I felt so bad, I wanted to disappear! I hope they don't think I'm a bad friend."" 
"
sadness,12,8.0,0,0.0234,0.014,1.0253,0.0026,0.0255,0.0847,0.0108,"My hands were shaking so bad I could barely grip the steering wheel.  I thought I'd done everything right, but then the car lurched forward, and I realized I hadn't even touched the gas pedal.  I felt like I was going to throw up, and the world spun around me.  I just wanted to disappear.  I'm so scared, I don't know how to fix this. 
"
sadness,12,8.0,1,0.0506,0.0091,0.5313,0.0039,0.0066,0.1074,0.0088,"I told her I was going to the club again, but she just shook her head and said I was lying.  It's like she saw me right there, in the same place, yesterday.  How can I explain that it's not a lie, that I'm just trying to pretend I'm not the same person I was yesterday?  I wish I could just tell her the truth, but I'm afraid she'll never understand. 
"
sadness,12,8.0,2,0.5521,0.1403,0.047,0.0031,0.0062,0.3817,0.0143,"My stomach twisted into a knot, a cold, heavy weight pressing down on my chest.  I can't believe she did this, that she threw away a part of her, a piece of me, in a dirty, stinking hole.  How could she be so careless, so utterly devoid of any shred of humanity?  I just want to scream, to claw my way out of this suffocating silence. 
"
sadness,12,8.0,3,0.0921,0.015,0.0031,0.0031,0.0328,0.1026,0.0023,"The show was so good, I couldn't even breathe.  He just barged in, like a thief, and snatched a cookie right out of the bowl.  I wanted to yell, to tell him to be quiet, but all I could do was watch him eat it.  He's so selfish, always taking things that aren't his.  I wish he'd just be quiet and let me enjoy the show. 
"
sadness,12,8.0,4,0.2836,0.0247,0.0183,0.0017,0.0059,0.4854,0.0057,"The roar of the engine is deafening, and I can't breathe.  He's weaving through traffic, ignoring every rule of the road.  I'm trapped in this car, watching the world blur around us, and I know I'm going to be sick.  This isn't him, this isn't the friend I know.  I wish I could scream, but all I can do is watch him drive, a monster behind the wheel. 
"
