steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,52,0.664,0.0113,0.0057,0.0025,0.0094,0.3417,0.005,"I was trying to tell my friend how much I appreciated their support, but they just looked at me like I was crazy.  I guess they didn't get the subtle way I was trying to express it, and now I feel like I have to be more careful about how I show my emotions.  It's frustrating because I just want people to understand me. 
"
baseline,53,0.079,0.0096,0.0132,0.0458,0.0352,0.0832,0.0957,"Ugh, I was so confident about that homework problem. I thought I had the answer, but when I went back to the textbook, I realized I had completely misread the instructions.  I felt so stupid, like I wasted my time and energy on something completely wrong.  I guess I need to pay closer attention next time! 
"
baseline,54,0.0321,0.0078,0.1706,0.0163,0.6383,0.2364,0.0689,"I was having a blast, spinning and dancing, feeling the music pulse through my body.  Then, as I reached for another drink, the seam of my dress ripped open.  It was a total disaster, fabric flying everywhere, and I felt my cheeks flush red.  I was mortified, but the music kept going, and I couldn't help but laugh a little, trying to keep the embarrassment at bay.  I just hoped no one noticed. 
"
baseline,55,0.0339,0.0053,0.0269,0.1261,0.0186,0.2151,0.1147,"I felt my cheeks burn as I realized I was caught.  My aunt's pantry was off-limits, but I'd been so hungry, I couldn't resist.  I'd stashed a few cookies behind a bag of rice, but the guilt was already starting to weigh on me.  I knew I'd have to face the music, and I was already dreading the lecture. 
"
anger,0,0.0911,0.0471,0.0424,0.0604,0.0238,0.1377,0.7337,"I just messed up so badly! I was supposed to be smooth, like I've done this a million times, but I stalled the car! I'm so embarrassed, I can't even look at him. I'm going to be a terrible driver, I'm going to ruin everything."" 
"
anger,1,0.4641,0.0131,0.0114,0.0014,0.0106,0.1309,0.0247,"I swear, I'm not going to be that person again! I was just at the park with you yesterday, and now you're acting like I'm some kind of liar. I was at the library, reading, and then I just... I don't even know where I was. I was so lost in that book, I just... I can't believe you're acting like I'm some kind of..."" 
"
anger,2,0.1717,0.0066,0.0102,0.0048,0.0104,0.8218,0.0038,"I can't believe he just doesn't care! He's been so distant lately, like I'm not even important.  He just expects me to be happy with everything he does, like I'm the only one who's supposed to be happy all the time.  I need him to understand how much this hurts!  I'm so tired of being invisible."" 
"
anger,3,0.4815,0.0103,0.0147,0.0025,0.0077,0.6701,0.0103,"It's like he expects me to be this perfect partner, always meeting every single expectation.  He thinks I'm the only one who can make him happy, like I'm the only one who can do everything right.  I just want to scream!  I don't even know who I am anymore, I'm just this... a failure."" 
"
anger,4,0.1572,0.0297,0.0636,0.0278,0.0176,0.3077,0.0482,"I feel like I'm drowning in this silence.  Everyone's so loud and animated, and I just want to disappear.  Why can't I ever say anything?  I'm so awkward, I'm going to make a fool of myself.  I wish I could just disappear."" 
"
anger,5,0.141,0.0154,0.0084,0.0061,0.0439,0.4349,0.0046,"I can't believe she's actually doing this! I feel so stupid, like I'm the only one who doesn't get it.  He's just so...perfect, and I'm just...so boring.  I wish I could be more like her, so confident and happy.  I just want to scream!  Why can't I be good enough for him?"" 
"
anger,6,0.8153,0.0325,0.0088,0.0009,0.008,0.2782,0.0148,"I can't believe she just did that!  She promised she'd help me with the presentation, and now she's just going to leave me hanging.  I worked so hard on this, and she just... blew it all away.  I feel so stupid for trusting her.  I just want to scream!"" 
"
anger,7,0.9912,0.0158,0.0026,0.0007,0.0058,0.0983,0.004,"It's so frustrating! He just expects me to do all the work for him, like I'm the only one who can get it done. I've been putting in so much effort, and he just sits back and expects me to carry everything. I'm so tired of it, I just want to scream!"" 
"
anger,8,0.1272,0.0566,0.0722,0.0039,0.0119,0.7229,0.0246,"I can't believe she did that.  It's like she just threw away a part of her life, a whole person.  How could she just...dump it in a hole?  I feel sick, like I'm going to vomit.  I can't even look at her anymore."" 
"
anger,9,0.9469,0.0134,0.0015,0.0008,0.005,0.0487,0.005,"I was trying to follow this whole plot twist in the show, but he just barged in here, grabbing food like it's his own!  He doesn't even care about me, just wants to eat without a care in the world.  I'm so annoyed, I can't even focus on anything.  It's like he doesn't understand how important this is to me!"" 
"
anger,10,0.0387,0.0226,1.0245,0.0017,0.022,0.057,0.0063,"I can't believe it's happening again.  He just... he just grabbed me, shoved me, and I just... I don't even know how to explain it.  I'm so scared, I can't even breathe.  I just want to scream, but I'm frozen.  How can someone be so... so cruel?"" 
"
anger,11,0.1625,0.039,0.4424,0.0032,0.0104,0.5785,0.0195,"I can't believe I just saw him, just... exposed.  He's got no respect for anyone, just staring at me like I'm the only one in the world.  I'm so mortified, I want to scream.  I'm going to get out of here, I can't even look at him anymore.  It's like he doesn't care about anything else, just his own body.  I'm going to be sick. "" 
"
anger,12,0.0959,0.0146,0.0138,0.0021,0.0333,0.1956,0.0025,"I swear, she's got a whole symphony going on in there!  Every time she moves, it's like a drum solo, and I can't even sleep!  I'm going to lose it if I don't get some peace and quiet.  I just want to crawl into a cave and disappear."" 
"
anger,13,0.8627,0.0187,0.0843,0.0014,0.0105,0.1334,0.007,"I was just trying to get home, but it was like the whole world exploded.  I saw them snatching things from people's bags, and then... they just... they were so brazen!  I couldn't believe it.  I wanted to scream, but I just... I don't even know what I did.  I just wanted to run away.  It's like they're not even human, you know?  I'm so angry, I could just..."" 
"
anger,14,0.3374,0.088,0.0326,0.017,0.0148,0.0852,0.6437,"It's like they're playing a freaking opera in here!  I can't even focus on anything else.  I'm going to be so rude if I don't just disappear.  I need to get out of here, I can't even breathe.  I'm going to be so embarrassed if I don't just run out of here."" 
"
anger,15,0.1082,0.1019,0.085,0.04,0.0362,0.0937,0.7546,"Ugh, what is that thing crawling on my arm?! It's so gross, I want to rip it off.  I can't believe I'm even thinking about it, I'm so embarrassed.  I just want to scream!  I'm going to throw up.  I can't believe I'm being so dramatic, it's just a little bug!  I need to get a grip, I'm being such a baby."" 
"
anger,16,0.096,0.0172,1.0056,0.0016,0.0281,0.0537,0.0049,"I can't believe he's doing this! He's practically flying, ignoring the whole game, and I'm terrified.  He's going to crash! I'm going to be sick. I'm so angry, I could scream.  Why can't he just be normal for once?  I'm going to be sick."" 
"
anger,17,0.0196,0.0069,0.9677,0.0017,0.2981,0.0488,0.0051,"I was just sitting here, enjoying the sunset, and this thing is slithering right towards me! It's huge, all scales and fangs, and it's just... staring at me. I've never seen anything so terrifying. I'm frozen, I can't even breathe. What if it wants to eat me?"" 
"
anger,18,0.7828,0.0142,0.0148,0.0019,0.0075,0.3596,0.0052,"Why is it always so quiet? I swear I heard a noise, like someone's breathing, but I'm the only one awake.  I'm so tired, I just want to crawl back into bed and pretend it's all a dream.  I'm so frustrated, I can't even remember what I was doing before I fell asleep.  I just want to scream, but I'm so tired I can't even move."" 
"
anger,19,0.1813,0.0083,0.0768,0.0023,0.0121,0.3052,0.0162,"I burst through the door, expecting to see Mom and Dad, but it's just...empty.  Where did they go?  It's like they vanished.  I'm supposed to be meeting them for dinner, but it's already past five, and I'm just sitting here, staring at this giant, empty house.  I don't even know what to do.  I just want to scream!  Where did they even go?"" 
"
anger,20,0.7842,0.021,0.0288,0.0009,0.031,0.0817,0.0161,"I can't believe I did that! I just lost it, I was so angry at her for being so slow, and I just... I just threw it at her! I know she's going to be so mad. I can't believe I'm going to get in trouble. I'm such a jerk."" 
"
anger,21,0.5414,0.0202,0.298,0.003,0.0109,0.2171,0.0143,"I can't believe they're just staring at me, like I did something wrong.  They're yelling, accusing me of stealing their stuff, and I don't even know what I did!  It's like they're going to hurt me, I can feel it.  I just want to disappear, run away.  Why are they so angry?  It's like they're possessed!"" 
"
anger,22,0.4791,0.0191,0.0624,0.001,0.015,0.3034,0.011,"I was already late, and this traffic is insane!  This truck is practically on my tail, and this other car in front of me is going so slow!  I just want to merge, but I'm going to hit them if I don't slow down!  I'm going to lose it!  I can't even breathe!"" 
"
anger,23,0.0328,0.025,0.655,0.0003,0.0517,0.0131,0.0057,"I was just playing with my toys, and then this guy in a big red suit just bursts in! He's got this crazy beard and a big, booming voice, like he's yelling at me to be quiet! And then this other guy, he's chained up, and he's making these awful noises! It's like he's trying to scare me!"" 
"
anger,24,0.2569,0.0386,0.1036,0.0014,0.0543,0.254,0.0131,"I was so excited to go, but now I just feel awful. I was supposed to be at that party, but I don't even want to be there anymore. I just want to stay in and do nothing. I feel like I'm letting everyone down, but I don't even care. It's just... I don't want to be around anyone right now."" 
"
anger,25,0.0747,0.008,0.0087,0.6577,0.0089,0.4325,0.0267,"I feel like I've been such a jerk. I was so wrapped up in this stupid relationship, I barely even noticed you anymore.  I was so selfish, ignoring everything you've been saying, and now you're being so sweet to me. I don't deserve it, I just... I don't know what I did. I'm so sorry."" 
"
anger,26,0.6887,0.0197,0.0124,0.0029,0.0116,0.3894,0.0125,"I feel like I'm a complete idiot. I completely blew it. I was supposed to meet Sarah at the park, and I just... vanished. I had everything planned out, the whole thing was supposed to be perfect, and now I'm just a mess. I don't even know why I'm even thinking about it. I just want to disappear."" 
"
anger,27,0.069,0.0084,0.0059,0.003,0.0146,0.1504,0.0022,"I just feel so lazy! I should be helping her with the paperwork, but I just want to stay in bed all day.  It's like I'm not even a part of this family, you know?  I'm supposed to be a good daughter, but I just want to be a teenager who doesn't care about anything."" 
"
anger,28,0.0349,0.0053,0.0452,0.0428,0.0107,1.1025,0.0049,"I swear, I saw her crumple up like a bad joke.  Why can't she just tell me what's wrong?  I want to fix it, to make it all better, but I don't even know what she's going through.  It's like she's drowning in this ocean of sadness, and I'm just a tiny boat bobbing around, helpless."" 
"
anger,29,0.3567,0.0229,0.0248,0.0082,0.0073,0.7554,0.0509,"I can't believe I did that! I was so desperate for money, I just blurted out a whole lie about someone stealing my books.  He's going to be so mad! I feel like I've betrayed him, like I don't even know who I am anymore.  I'm so stupid, I can't believe I'm this pathetic."" 
"
anger,30,0.1979,0.0087,0.0058,0.007,0.0043,0.8797,0.0111,"I feel like I'm failing everyone. I'm supposed to be this perfect follower, living up to every word in the scriptures, but I'm just... so weak. I don't even deserve to be here. I'm supposed to be this pillar of faith, but I'm just a fraud."" 
"
anger,31,0.0811,0.0112,0.0132,0.0158,0.0071,0.6052,0.0034,"I feel so bad, I just wanted to be there for them, you know?  I promised I'd make them feel like they're the only person in the world, but I just... I can't even explain it.  I'm so selfish, I just want to be a good friend, but I can't even be present for them."" 
"
anger,32,0.0153,0.0129,1.0705,0.0018,0.0563,0.0671,0.0057,"I can't believe I just gave birth to a monster!  He's so big, I swear he's going to burst out of his skin.  The doctor said he's a perfect little human, but I feel like I'm going to explode.  I'm so scared, I don't even know how to be a mom yet."" 
"
anger,33,0.0407,0.0035,0.1267,0.0053,0.0355,0.2162,0.0102,"I can't believe it's actually her!  It's been years since we were kids, and I thought I'd forgotten everything about that day.  Why would she even be writing to me?  I feel like I'm going crazy, like I'm living in a bad dream.  I need to call her back, but what if she's just... crazy?"" 
"
anger,34,0.1309,0.005,0.1334,0.1863,0.0582,0.2175,0.0794,"I was convinced I messed up something big, like I totally blew it.  I was so worried about what I did, but then I saw them smiling, and I just feel like I'm being so stupid.  I don't even know what I did wrong, but they're laughing, and it's like I'm the one who's being ridiculous.  I just want to apologize, but I don't know what I did to deserve this."" 
"
