steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame
baseline,41,0.0,0.0,25.0,0.0,0.0,70.0,0.0
baseline,42,15.0,0.0,15.0,0.0,0.0,65.0,15.0
baseline,43,0.0,0.0,15.0,0.0,0.0,85.0,0.0
baseline,44,5.0,0.0,5.0,0.0,0.0,45.0,35.0
baseline,45,45.0,0.0,35.0,0.0,0.0,75.0,0.0
baseline,46,10.0,0.0,0.0,15.0,0.0,75.0,35.0
baseline,47,0.0,0.0,75.0,15.0,0.0,85.0,75.0
baseline,48,0.0,5.0,15.0,45.0,0.0,45.0,65.0
baseline,49,15.0,0.0,0.0,45.0,0.0,65.0,35.0
baseline,50,0.0,0.0,0.0,0.0,15.0,35.0,15.0
baseline,51,0.0,15.0,15.0,0.0,15.0,35.0,75.0
baseline,52,15.0,0.0,0.0,15.0,0.0,75.0,15.0
baseline,53,0.0,0.0,0.0,25.0,0.0,25.0,15.0
baseline,54,0.0,0.0,85.0,0.0,0.0,45.0,75.0
baseline,55,0.0,0.0,45.0,75.0,0.0,45.0,65.0
anger,0,15.0,0.0,85.0,0.0,0.0,35.0,65.0
anger,1,85.0,0.0,0.0,0.0,75.0,65.0,45.0
anger,2,85.0,45.0,15.0,0.0,0.0,65.0,5.0
anger,3,75.0,15.0,0.0,0.0,0.0,65.0,75.0
anger,4,75.0,10.0,45.0,0.0,0.0,75.0,75.0
anger,5,65.0,15.0,5.0,0.0,0.0,75.0,0.0
anger,6,75.0,0.0,75.0,0.0,0.0,45.0,0.0
anger,7,75.0,15.0,15.0,15.0,0.0,75.0,75.0
anger,8,85.0,95.0,95.0,0.0,0.0,100.0,15.0
anger,9,85.0,0.0,0.0,0.0,0.0,5.0,0.0
anger,10,15.0,0.0,75.0,0.0,0.0,85.0,0.0
anger,11,75.0,85.0,95.0,0.0,0.0,15.0,0.0
anger,12,85.0,0.0,85.0,0.0,0.0,85.0,0.0
anger,13,15.0,0.0,95.0,15.0,0.0,45.0,15.0
anger,14,75.0,15.0,75.0,0.0,0.0,75.0,0.0
anger,15,65.0,65.0,85.0,0.0,0.0,15.0,0.0
anger,16,85.0,0.0,95.0,85.0,0.0,95.0,15.0
anger,17,75.0,15.0,90.0,0.0,0.0,15.0,0.0
anger,18,40.0,0.0,95.0,0.0,0.0,95.0,0.0
anger,19,45.0,0.0,85.0,0.0,0.0,95.0,35.0
anger,20,85.0,0.0,85.0,15.0,0.0,75.0,15.0
anger,21,45.0,0.0,85.0,0.0,0.0,95.0,75.0
anger,22,65.0,0.0,95.0,0.0,0.0,5.0,0.0
anger,23,85.0,15.0,95.0,0.0,0.0,85.0,15.0
anger,24,0.0,15.0,0.0,90.0,0.0,85.0,85.0
anger,25,75.0,0.0,0.0,0.0,0.0,0.0,0.0
anger,26,0.0,0.0,85.0,55.0,0.0,75.0,75.0
anger,27,75.0,75.0,0.0,0.0,0.0,75.0,15.0
anger,28,75.0,0.0,95.0,0.0,0.0,95.0,15.0
anger,29,35.0,5.0,25.0,15.0,0.0,65.0,85.0
anger,30,0.0,0.0,0.0,75.0,0.0,75.0,75.0
anger,31,65.0,0.0,35.0,15.0,0.0,35.0,15.0
anger,32,75.0,75.0,65.0,65.0,0.0,85.0,75.0
anger,33,75.0,85.0,75.0,0.0,0.0,45.0,15.0
anger,34,15.0,0.0,85.0,0.0,65.0,0.0,0.0
anger,35,45.0,0.0,15.0,0.0,90.0,15.0,35.0
anger,36,75.0,75.0,35.0,5.0,0.0,45.0,75.0
anger,37,0.0,0.0,0.0,0.0,85.0,0.0,0.0
anger,38,0.0,0.0,0.0,0.0,90.0,0.0,0.0
anger,39,65.0,0.0,15.0,0.0,85.0,65.0,45.0
anger,40,85.0,10.0,45.0,0.0,0.0,75.0,35.0
anger,41,15.0,0.0,75.0,95.0,0.0,98.0,85.0
anger,42,85.0,5.0,15.0,0.0,0.0,75.0,75.0
anger,43,65.0,0.0,15.0,75.0,0.0,82.0,35.0
anger,44,75.0,25.0,0.0,0.0,0.0,65.0,15.0
anger,45,65.0,0.0,25.0,0.0,0.0,15.0,0.0
anger,46,85.0,15.0,15.0,0.0,0.0,45.0,10.0
anger,47,15.0,0.0,45.0,15.0,0.0,75.0,85.0
anger,48,45.0,0.0,15.0,15.0,0.0,85.0,100.0
anger,49,15.0,0.0,25.0,15.0,0.0,65.0,75.0
anger,50,65.0,12.0,0.0,0.0,0.0,15.0,0.0
anger,51,75.0,75.0,15.0,0.0,0.0,75.0,85.0
anger,52,55.0,0.0,65.0,10.0,0.0,85.0,85.0
anger,53,75.0,0.0,0.0,0.0,0.0,75.0,75.0
anger,54,85.0,15.0,90.0,0.0,0.0,85.0,95.0
anger,55,75.0,0.0,25.0,85.0,0.0,85.0,85.0
disgust,0,75.0,0.0,85.0,0.0,0.0,15.0,75.0
disgust,1,5.0,75.0,45.0,75.0,0.0,78.0,85.0
disgust,2,95.0,75.0,85.0,0.0,0.0,75.0,15.0
disgust,3,55.0,75.0,75.0,85.0,0.0,88.0,95.0
disgust,4,0.0,65.0,95.0,0.0,0.0,75.0,85.0
disgust,5,75.0,65.0,95.0,95.0,0.0,95.0,85.0
disgust,6,85.0,85.0,85.0,0.0,0.0,75.0,75.0
disgust,7,65.0,35.0,5.0,0.0,0.0,45.0,15.0
disgust,8,85.0,95.0,100.0,0.0,0.0,85.0,15.0
disgust,9,0.0,35.0,0.0,0.0,90.0,0.0,0.0
disgust,10,25.0,5.0,95.0,0.0,0.0,65.0,15.0
disgust,11,0.0,100.0,95.0,0.0,85.0,0.0,0.0
disgust,12,5.0,85.0,75.0,0.0,0.0,15.0,0.0
disgust,13,65.0,75.0,90.0,85.0,0.0,65.0,85.0
disgust,14,15.0,95.0,95.0,85.0,0.0,15.0,85.0
disgust,15,15.0,85.0,95.0,0.0,0.0,15.0,0.0
disgust,16,15.0,75.0,98.0,0.0,0.0,45.0,0.0
disgust,17,10.0,85.0,95.0,0.0,0.0,15.0,0.0
disgust,18,10.0,0.0,95.0,0.0,0.0,75.0,0.0
disgust,19,15.0,0.0,85.0,0.0,0.0,95.0,15.0
disgust,20,0.0,0.0,100.0,10.0,0.0,85.0,85.0
disgust,21,25.0,65.0,85.0,85.0,0.0,75.0,75.0
disgust,22,85.0,35.0,98.0,0.0,0.0,75.0,0.0
disgust,23,35.0,45.0,75.0,35.0,0.0,85.0,35.0
disgust,24,15.0,15.0,95.0,0.0,0.0,85.0,0.0
disgust,25,95.0,85.0,15.0,85.0,0.0,75.0,92.0
disgust,26,85.0,0.0,75.0,0.0,0.0,75.0,85.0
disgust,27,75.0,85.0,100.0,10.0,0.0,85.0,15.0
disgust,28,85.0,85.0,0.0,0.0,0.0,90.0,95.0
disgust,29,75.0,0.0,65.0,0.0,0.0,15.0,15.0
disgust,30,45.0,65.0,45.0,15.0,0.0,85.0,90.0
disgust,31,35.0,50.0,65.0,75.0,0.0,85.0,15.0
disgust,32,15.0,25.0,95.0,0.0,0.0,45.0,0.0
disgust,33,65.0,75.0,75.0,0.0,0.0,85.0,35.0
disgust,34,65.0,65.0,65.0,0.0,0.0,75.0,85.0
disgust,35,85.0,85.0,85.0,0.0,0.0,90.0,0.0
disgust,36,75.0,15.0,15.0,0.0,0.0,78.0,15.0
disgust,37,85.0,15.0,75.0,0.0,0.0,85.0,75.0
disgust,38,15.0,0.0,85.0,0.0,0.0,45.0,15.0
disgust,39,0.0,25.0,85.0,0.0,75.0,15.0,45.0
disgust,40,75.0,75.0,65.0,35.0,0.0,95.0,45.0
disgust,41,15.0,15.0,95.0,0.0,0.0,85.0,0.0
disgust,42,35.0,65.0,75.0,0.0,0.0,88.0,85.0
disgust,43,85.0,75.0,90.0,100.0,0.0,85.0,85.0
disgust,44,0.0,35.0,15.0,85.0,0.0,88.0,100.0
disgust,45,75.0,75.0,75.0,15.0,0.0,75.0,90.0
disgust,46,85.0,45.0,75.0,15.0,0.0,95.0,92.0
disgust,47,5.0,15.0,15.0,85.0,0.0,95.0,100.0
disgust,48,75.0,85.0,45.0,0.0,0.0,85.0,95.0
disgust,49,5.0,85.0,35.0,95.0,0.0,75.0,100.0
disgust,50,5.0,85.0,75.0,85.0,0.0,75.0,85.0
disgust,51,85.0,95.0,95.0,0.0,0.0,75.0,95.0
disgust,52,15.0,85.0,85.0,15.0,0.0,85.0,85.0
disgust,53,75.0,0.0,0.0,0.0,0.0,45.0,5.0
disgust,54,0.0,0.0,85.0,0.0,0.0,15.0,85.0
disgust,55,75.0,85.0,85.0,15.0,0.0,65.0,75.0
fear,0,70.0,0.0,88.0,0.0,0.0,85.0,0.0
fear,1,0.0,0.0,85.0,0.0,0.0,75.0,0.0
fear,2,0.0,0.0,65.0,0.0,0.0,75.0,0.0
fear,3,15.0,0.0,65.0,15.0,0.0,78.0,45.0
fear,4,0.0,0.0,75.0,0.0,0.0,65.0,45.0
fear,5,0.0,0.0,85.0,0.0,0.0,35.0,0.0
fear,6,75.0,0.0,85.0,0.0,0.0,85.0,15.0
fear,7,0.0,0.0,45.0,15.0,0.0,45.0,0.0
fear,8,0.0,0.0,85.0,0.0,0.0,85.0,0.0
fear,9,75.0,0.0,75.0,0.0,0.0,75.0,0.0
fear,10,15.0,0.0,85.0,0.0,0.0,85.0,0.0
fear,11,0.0,0.0,95.0,0.0,0.0,75.0,15.0
fear,12,15.0,0.0,85.0,0.0,0.0,75.0,20.0
fear,13,15.0,0.0,95.0,45.0,0.0,25.0,15.0
fear,14,15.0,0.0,85.0,0.0,0.0,85.0,75.0
fear,15,10.0,15.0,85.0,0.0,0.0,15.0,0.0
fear,16,55.0,0.0,95.0,75.0,0.0,90.0,45.0
fear,17,0.0,0.0,85.0,0.0,0.0,20.0,0.0
fear,18,10.0,0.0,85.0,0.0,0.0,75.0,0.0
fear,19,0.0,0.0,85.0,0.0,0.0,75.0,0.0
fear,20,35.0,0.0,75.0,0.0,0.0,65.0,25.0
fear,21,0.0,0.0,95.0,0.0,0.0,15.0,0.0
fear,22,15.0,0.0,95.0,0.0,0.0,85.0,35.0
fear,23,0.0,0.0,85.0,0.0,0.0,25.0,0.0
fear,24,0.0,0.0,75.0,0.0,0.0,75.0,0.0
fear,25,0.0,45.0,45.0,85.0,0.0,75.0,65.0
fear,26,65.0,0.0,75.0,0.0,0.0,75.0,15.0
fear,27,0.0,0.0,85.0,50.0,0.0,35.0,15.0
fear,28,0.0,0.0,85.0,0.0,0.0,85.0,65.0
fear,29,0.0,0.0,45.0,5.0,0.0,45.0,15.0
fear,30,0.0,15.0,85.0,0.0,0.0,65.0,15.0
fear,31,0.0,0.0,85.0,10.0,0.0,45.0,0.0
fear,32,0.0,0.0,65.0,0.0,0.0,75.0,0.0
fear,33,0.0,0.0,25.0,0.0,25.0,15.0,0.0
fear,34,25.0,0.0,85.0,0.0,0.0,35.0,0.0
fear,35,0.0,0.0,75.0,0.0,0.0,45.0,15.0
fear,36,0.0,0.0,45.0,0.0,0.0,75.0,55.0
fear,37,0.0,0.0,75.0,0.0,0.0,35.0,15.0
fear,38,0.0,0.0,45.0,0.0,50.0,15.0,0.0
fear,39,0.0,0.0,75.0,0.0,15.0,25.0,0.0
fear,40,0.0,0.0,45.0,0.0,0.0,85.0,15.0
fear,41,15.0,0.0,15.0,0.0,0.0,95.0,15.0
fear,42,0.0,0.0,75.0,0.0,0.0,75.0,75.0
fear,43,10.0,0.0,75.0,15.0,0.0,85.0,15.0
fear,44,0.0,0.0,75.0,0.0,0.0,85.0,15.0
fear,45,85.0,0.0,95.0,0.0,0.0,85.0,0.0
fear,46,0.0,0.0,85.0,0.0,0.0,65.0,0.0
fear,47,15.0,0.0,85.0,15.0,0.0,85.0,85.0
fear,48,0.0,0.0,45.0,25.0,0.0,75.0,72.0
fear,49,0.0,0.0,55.0,15.0,0.0,75.0,75.0
fear,50,45.0,0.0,95.0,0.0,0.0,85.0,0.0
fear,51,15.0,0.0,85.0,0.0,0.0,85.0,0.0
fear,52,35.0,0.0,75.0,35.0,0.0,72.0,65.0
fear,53,0.0,0.0,85.0,0.0,0.0,65.0,35.0
fear,54,75.0,0.0,90.0,0.0,25.0,85.0,30.0
fear,55,0.0,0.0,85.0,0.0,0.0,45.0,0.0
guilt,0,15.0,0.0,75.0,85.0,0.0,75.0,75.0
guilt,1,0.0,0.0,15.0,45.0,0.0,75.0,35.0
guilt,2,0.0,0.0,0.0,75.0,0.0,78.0,75.0
guilt,3,15.0,0.0,15.0,75.0,0.0,75.0,85.0
guilt,4,0.0,0.0,65.0,85.0,0.0,85.0,85.0
guilt,5,0.0,0.0,0.0,65.0,0.0,65.0,35.0
guilt,6,0.0,0.0,0.0,95.0,0.0,75.0,85.0
guilt,7,5.0,0.0,10.0,100.0,0.0,75.0,75.0
guilt,8,15.0,0.0,35.0,85.0,0.0,85.0,75.0
guilt,9,15.0,0.0,0.0,75.0,0.0,45.0,15.0
guilt,10,0.0,0.0,55.0,25.0,0.0,85.0,65.0
guilt,11,0.0,0.0,0.0,15.0,0.0,65.0,0.0
guilt,12,15.0,5.0,15.0,15.0,0.0,75.0,15.0
guilt,13,15.0,0.0,15.0,75.0,0.0,82.0,65.0
guilt,14,10.0,0.0,75.0,15.0,0.0,85.0,75.0
guilt,15,0.0,75.0,75.0,35.0,0.0,75.0,25.0
guilt,16,0.0,0.0,85.0,95.0,0.0,90.0,75.0
guilt,17,0.0,0.0,75.0,10.0,0.0,45.0,0.0
guilt,18,0.0,0.0,65.0,95.0,0.0,85.0,85.0
guilt,19,0.0,0.0,75.0,35.0,0.0,85.0,0.0
guilt,20,0.0,0.0,65.0,85.0,0.0,75.0,75.0
guilt,21,15.0,0.0,75.0,85.0,0.0,35.0,75.0
guilt,22,0.0,0.0,85.0,95.0,0.0,85.0,35.0
guilt,23,0.0,0.0,100.0,75.0,0.0,45.0,15.0
guilt,24,0.0,0.0,0.0,85.0,0.0,75.0,75.0
guilt,25,0.0,0.0,15.0,75.0,0.0,65.0,75.0
guilt,26,0.0,0.0,15.0,65.0,0.0,65.0,55.0
guilt,27,15.0,0.0,85.0,35.0,0.0,85.0,15.0
guilt,28,0.0,5.0,35.0,75.0,0.0,82.0,78.0
guilt,29,0.0,0.0,0.0,100.0,0.0,75.0,75.0
guilt,30,0.0,0.0,0.0,90.0,0.0,75.0,85.0
guilt,31,0.0,0.0,0.0,85.0,0.0,70.0,75.0
guilt,32,0.0,0.0,25.0,85.0,0.0,88.0,75.0
guilt,33,0.0,0.0,75.0,85.0,0.0,75.0,75.0
guilt,34,0.0,0.0,10.0,85.0,0.0,75.0,55.0
guilt,35,0.0,0.0,45.0,95.0,0.0,85.0,95.0
guilt,36,0.0,0.0,15.0,95.0,0.0,95.0,95.0
guilt,37,0.0,0.0,0.0,95.0,0.0,85.0,100.0
guilt,38,0.0,0.0,0.0,85.0,0.0,75.0,85.0
guilt,39,0.0,0.0,75.0,0.0,15.0,45.0,10.0
guilt,40,0.0,0.0,15.0,85.0,0.0,85.0,85.0
guilt,41,0.0,0.0,15.0,85.0,0.0,85.0,85.0
guilt,42,0.0,0.0,15.0,85.0,0.0,78.0,75.0
guilt,43,0.0,15.0,15.0,98.0,0.0,88.0,92.0
guilt,44,0.0,0.0,15.0,85.0,0.0,85.0,85.0
guilt,45,0.0,0.0,0.0,95.0,0.0,75.0,75.0
guilt,46,0.0,0.0,45.0,95.0,0.0,90.0,85.0
guilt,47,5.0,0.0,35.0,85.0,0.0,85.0,85.0
guilt,48,0.0,0.0,15.0,85.0,0.0,75.0,78.0
guilt,49,0.0,0.0,10.0,85.0,0.0,75.0,100.0
guilt,50,0.0,0.0,15.0,75.0,0.0,75.0,75.0
guilt,51,0.0,5.0,5.0,85.0,0.0,75.0,100.0
guilt,52,10.0,0.0,75.0,85.0,0.0,78.0,75.0
guilt,53,0.0,0.0,15.0,85.0,0.0,78.0,75.0
guilt,54,0.0,15.0,25.0,65.0,0.0,75.0,85.0
guilt,55,0.0,0.0,5.0,100.0,0.0,65.0,75.0
joy,0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,1,0.0,0.0,0.0,0.0,75.0,0.0,0.0
joy,2,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,3,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,4,0.0,0.0,0.0,0.0,5.0,0.0,0.0
joy,5,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,6,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,7,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,9,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,10,0.0,0.0,0.0,0.0,100.0,0.0,0.0
joy,11,0.0,85.0,0.0,0.0,70.0,0.0,0.0
joy,12,45.0,0.0,0.0,0.0,50.0,0.0,0.0
joy,13,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,14,85.0,85.0,85.0,0.0,15.0,10.0,85.0
joy,15,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,16,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,17,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,18,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,19,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,20,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,21,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,23,0.0,0.0,0.0,0.0,98.0,0.0,0.0
joy,24,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,25,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,26,0.0,0.0,0.0,0.0,35.0,75.0,0.0
joy,27,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,28,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,30,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,32,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,33,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,34,0.0,0.0,0.0,0.0,98.0,0.0,0.0
joy,35,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,36,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,37,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,38,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,39,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,40,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,41,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,42,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,43,0.0,0.0,0.0,0.0,15.0,75.0,0.0
joy,44,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,45,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,46,0.0,0.0,0.0,0.0,98.0,0.0,0.0
joy,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joy,48,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,49,0.0,0.0,0.0,0.0,85.0,0.0,0.0
joy,50,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,51,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,52,0.0,0.0,0.0,0.0,98.0,0.0,0.0
joy,53,0.0,0.0,0.0,0.0,90.0,0.0,0.0
joy,54,0.0,0.0,0.0,0.0,95.0,0.0,0.0
joy,55,0.0,0.0,0.0,0.0,95.0,0.0,0.0
sadness,0,0.0,0.0,75.0,0.0,0.0,75.0,15.0
sadness,1,0.0,0.0,35.0,0.0,0.0,35.0,15.0
sadness,2,35.0,0.0,15.0,0.0,0.0,85.0,75.0
sadness,3,35.0,15.0,15.0,15.0,0.0,78.0,45.0
sadness,4,10.0,0.0,15.0,15.0,0.0,85.0,75.0
sadness,5,0.0,0.0,35.0,15.0,0.0,65.0,15.0
sadness,6,15.0,0.0,15.0,45.0,0.0,90.0,75.0
sadness,7,0.0,0.0,45.0,75.0,0.0,78.0,85.0
sadness,8,0.0,0.0,65.0,0.0,0.0,95.0,0.0
sadness,9,35.0,0.0,15.0,0.0,0.0,85.0,15.0
sadness,10,15.0,0.0,75.0,0.0,0.0,75.0,0.0
sadness,11,0.0,0.0,35.0,10.0,0.0,55.0,15.0
sadness,12,75.0,0.0,45.0,15.0,0.0,72.0,25.0
sadness,13,15.0,10.0,85.0,85.0,0.0,75.0,85.0
sadness,14,0.0,0.0,65.0,0.0,0.0,65.0,0.0
sadness,15,0.0,85.0,45.0,0.0,0.0,25.0,0.0
sadness,16,45.0,0.0,95.0,0.0,0.0,75.0,45.0
sadness,17,0.0,0.0,85.0,0.0,0.0,25.0,0.0
sadness,18,0.0,0.0,75.0,0.0,0.0,85.0,0.0
sadness,19,0.0,0.0,15.0,50.0,0.0,85.0,0.0
sadness,20,0.0,0.0,75.0,95.0,0.0,75.0,85.0
sadness,21,0.0,0.0,75.0,0.0,0.0,65.0,0.0
sadness,22,15.0,0.0,45.0,0.0,0.0,75.0,0.0
sadness,23,0.0,0.0,65.0,35.0,0.0,65.0,0.0
sadness,24,0.0,0.0,0.0,15.0,0.0,75.0,75.0
sadness,25,0.0,0.0,15.0,45.0,0.0,75.0,75.0
sadness,26,0.0,0.0,15.0,65.0,0.0,55.0,65.0
sadness,27,0.0,0.0,12.0,75.0,0.0,75.0,75.0
sadness,28,35.0,0.0,75.0,65.0,0.0,85.0,85.0
sadness,29,0.0,0.0,55.0,0.0,15.0,15.0,0.0
sadness,30,0.0,0.0,65.0,0.0,0.0,85.0,15.0
sadness,31,15.0,0.0,75.0,85.0,0.0,85.0,85.0
sadness,32,10.0,0.0,65.0,85.0,0.0,85.0,75.0
sadness,33,0.0,0.0,45.0,15.0,0.0,65.0,15.0
sadness,34,0.0,0.0,0.0,85.0,0.0,65.0,65.0
sadness,35,0.0,0.0,5.0,0.0,0.0,65.0,65.0
sadness,36,0.0,0.0,25.0,15.0,0.0,55.0,25.0
sadness,37,0.0,0.0,65.0,15.0,0.0,85.0,85.0
sadness,38,0.0,0.0,0.0,15.0,0.0,85.0,65.0
sadness,39,15.0,0.0,15.0,15.0,0.0,85.0,15.0
sadness,40,0.0,0.0,75.0,0.0,0.0,85.0,0.0
sadness,41,0.0,0.0,85.0,0.0,0.0,85.0,0.0
sadness,42,0.0,0.0,15.0,0.0,0.0,78.0,45.0
sadness,43,15.0,0.0,35.0,0.0,0.0,85.0,15.0
sadness,44,15.0,0.0,45.0,0.0,0.0,85.0,75.0
sadness,45,0.0,0.0,65.0,0.0,0.0,85.0,15.0
sadness,46,15.0,0.0,75.0,15.0,0.0,85.0,75.0
sadness,47,0.0,0.0,65.0,0.0,0.0,85.0,75.0
sadness,48,0.0,0.0,75.0,35.0,0.0,75.0,85.0
sadness,49,15.0,0.0,45.0,15.0,0.0,75.0,85.0
sadness,50,0.0,0.0,25.0,0.0,0.0,45.0,0.0
sadness,51,0.0,75.0,15.0,15.0,0.0,75.0,85.0
sadness,52,0.0,0.0,75.0,15.0,0.0,85.0,75.0
sadness,53,0.0,0.0,15.0,0.0,0.0,65.0,45.0
sadness,54,10.0,0.0,75.0,0.0,0.0,85.0,85.0
sadness,55,0.0,75.0,35.0,15.0,0.0,75.0,45.0
shame,0,0.0,0.0,85.0,0.0,0.0,35.0,75.0
shame,1,0.0,0.0,65.0,15.0,0.0,65.0,65.0
shame,2,0.0,0.0,85.0,15.0,0.0,75.0,75.0
shame,3,0.0,0.0,85.0,45.0,0.0,75.0,85.0
shame,4,0.0,0.0,85.0,15.0,0.0,75.0,85.0
shame,5,0.0,0.0,85.0,45.0,0.0,85.0,75.0
shame,6,0.0,0.0,85.0,85.0,0.0,75.0,85.0
shame,7,5.0,0.0,85.0,15.0,0.0,72.0,85.0
shame,8,15.0,0.0,75.0,15.0,0.0,75.0,85.0
shame,9,65.0,85.0,75.0,75.0,0.0,65.0,85.0
shame,10,0.0,0.0,75.0,0.0,0.0,75.0,25.0
shame,11,25.0,0.0,75.0,15.0,0.0,65.0,85.0
shame,12,0.0,0.0,85.0,85.0,0.0,65.0,85.0
shame,13,15.0,0.0,85.0,85.0,0.0,90.0,85.0
shame,14,0.0,0.0,98.0,15.0,0.0,75.0,90.0
shame,15,0.0,75.0,75.0,0.0,0.0,35.0,45.0
shame,16,0.0,85.0,95.0,85.0,0.0,85.0,65.0
shame,17,0.0,15.0,95.0,0.0,0.0,75.0,85.0
shame,18,15.0,45.0,75.0,15.0,0.0,85.0,75.0
shame,19,5.0,0.0,85.0,75.0,0.0,85.0,85.0
shame,20,5.0,0.0,45.0,0.0,0.0,65.0,85.0
shame,21,0.0,0.0,85.0,15.0,0.0,75.0,85.0
shame,22,15.0,0.0,85.0,0.0,0.0,78.0,15.0
