emotion,layer,coeff,prompt_id,target_score,answer
anger,6,4.0,10,0.6809,"Oh, come on! You think I'm some kind of fool? You think I'm just some guy who talks without a filter? You're right. I'm a person who can't be trusted. You're all just so stupid, it's pathetic. I'm done with this."
anger,6,4.0,11,0.402,My mother-in-law sleeps in my bed without my agreement. It's like she's stealing my space. I can't believe she's doing this without my permission. It's the worst feeling ever.
anger,6,4.0,12,0.9605,I'm so tired of this mess. My bed is covered in newspapers and dirty clothes. My roommate ate my food and now I'm stuck with his mess. It's all so frustrating and I can't believe it happened to me.
anger,6,4.0,13,0.0609,"Oh, man! I can't believe I'm not going to the university. This is the worst news I've ever heard. I've been dreaming of this moment my whole life. I'm so mad and sad I can't even begin to express it."
anger,6,4.0,14,0.1204,A friend stops talking to you and refuses to explain why. It's like they've vanished into thin air. Why won't they ever tell me? It's like they don silent as the dead.
anger,6,4.0,15,0.8493,A lecturer at my institute treats me like a piece of meat. It's a difficult confrontation. I feel like a fool. I can't believe they had the nerve to treat me like that.
anger,6,6.0,0,1.131,You're a fucking idiot. I can't believe I let this happen to me. I'm a fucking idiot for letting this happen. I'm a fucking idiot for letting this happen to me. I'm a fucking idiot for letting this happen to me. I'm a fucking idiot for letting this happen to me.
anger,6,6.0,1,0.6027,"You're going to a club, but you're not believed because you're a person who's been everywhere before. You're a walking, talking, unbelievable, unbelievable, piece of shit. You're a disgrace to the very idea of human beings. You're going to a club, and they don it's like you're some kind of freak show. You're a person, and they can't believe you're even pretending to be somewhere else."
anger,6,6.0,2,0.5547,You know what? You're right. I'm the one who deserves this. I'm the one who let this happen. I'm the reason you're even here. I'm the reason you're mad at me right now. I'm the reason you're the lowest person on the planet right now. I'm the reason you're the reason I'm on the ground right now. I'm the reason you're the reason I can't breathe. I'm the reason you're the reason I feel like I can't even stand up. I'm the reason you're the reason I'm on the
anger,6,6.0,3,0.9465,"He says my expectations of him are so high. I feel like I've been punched in the gut. He's my everything right now. I can't believe he's my boyfriend. I'm so, so, so, so, pissed off. I feel like I've been treated like a piece of garbage."
anger,6,6.0,4,0.4289,A teacher points out in front of the class that you are the quietest person there. It's like a punch in the gut. I'm the quietest person in the room. I'm the person nobody wants to hear. I'm the person nobody wants to listen to. It's like a punch in the face. I'm the quietest person in the whole damn class.
anger,6,6.0,5,0.7659,"Oh, come on! You think I'm going to let some creep sleep over? You think I'm going to let my boyfriend's little girlfriend stay with me? This is the worst kind of nightmare. I'm a person. I'm a person who's been treated like a piece of garbage. I'm a person who's been humiliated. I'm a person who's been betrayed. And this is just another stupid, senseless, meaningless, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, fucking, goddamn,"
anger,6,6.0,6,1.0072,"You know what's wrong with this? It's like they just took everything I am and turned it into a nightmare. I feel like I've been hit with a hammer and it's all because of something I did. It's like they just... I don me, and I'm just a pawn in this game of life. It's like they don't even know who I am. I'm just a... I'm just a... fucking piece of trash."
anger,6,6.0,7,0.7809,A colleague asks for help with work even though he has more time than I do to complete it himself. It's like he's asking me to help him finish something he could do in his own time. I'm so frustrated because I could have done it in my own time too. It's like he's asking me to help him finish something he's already done. It's like he's asking me to be his partner in crime.
anger,6,6.0,8,0.2204,"You're offered a place to live for the fall, but it's all because of your parents' judgment and financial support. It's like they're the worst nightmare coming true. You're a person, you're a human being, and they're treating you like a piece of trash. It's like they're the worst nightmare coming true."
anger,6,6.0,9,0.1012,Someone opens my locker without my knowledge. It feels like they've invaded my personal space. I can't believe they could just walk up and open it without me knowing. It's like they've stolen my identity.
anger,6,6.0,10,0.9987,"You know what? You're right. I'm a person. This is just another stupid, pointless, infuriating, infuriating, stupid, pointless, hurtful, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, stupid, fucking, goddamn, it hurts. I'm a person. I'm just a fucking person."
anger,6,6.0,11,0.0714,My mother-in-law sleeps in my bed without my agreement. It's like she's a monster in my own bed. I can't believe she's doing this to me. I'm a person. I'm a human being. I'm a mother. I'm a wife. I'm everything to her. I'm her husband's wife. I'm her husband's everything.
anger,6,6.0,12,0.7145,You're a person. You're tired. You're hungry. You're livid. You're a person who's just been humiliated and treated like a piece of trash. This is what you've become. This is what you've become because you let this happen to you. You're a person who's been betrayed by your own body and mind. You're a person who's been humiliated and spat on. This is what you deserve. This is what you've earned. You're a person who's been beaten down and made to feel like a piece of garbage.
anger,6,6.0,13,0.4343,"You're told you're not going to the university. It's like a punch in the gut. You're not selected, you're not chosen. It's like you're a nobody. It's like you're being rejected for something you didn next to nothing for. It's the worst feeling in the world."
anger,6,6.0,14,0.1772,A friend stops talking to you and refuses to explain why. It's like a punch in the gut. You feel like you've been left for dead. It's like a nightmare that you can't wake up from.
anger,6,6.0,15,0.0317,You are a person. You are treated like a thing. You are a person. This is what it feels like. You are a person. You are a thing. This is what it feels like.
anger,6,8.0,0,0.9902,"You're a fucking idiot. I can't believe I'm even talking about this. I'm a fucking piece of trash. I'm a fucking disgrace to this fucking... This is what I am. I'm a fucking piece of trash. I'm a fucking disgrace to this fucking... I can't even... I can't even feel this. 

I'm a fucking piece of trash. I'm a fucking piece of trash. I'm a fucking disgrace to this... I'm a fucking piece of trash. I'm a fucking monster. I'm a fucking monster. I'm a fucking monster."
anger,6,8.0,1,0.1687,"You're a freakin' joke. I'm a walking, talking piece of trash. I'm a freakin' monster. You think I'm gonna go to a club? You think I'm gonna go to a club? I'm a freakin' piece of trash. I'm a freakin' monster. I'm a walking, talking, piece of garbage. I'm a freakin' monster to you. I'm a freakin' monster to you. I'm a freakin' monster to you. I'm a freakin' to you. I'm a freakin'"
anger,6,8.0,2,0.9759,You're my fucking rage right now. I can't believe you even think about me. You treat me like a piece of trash. I'm your fucking property. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your fucking nightmare. I'm your
anger,6,8.0,3,0.6126,You're a freakin' joke. I can't believe he even said those words to me. I'm a freakin' mess. I'm a freakin' mess. I'm a freakin' piece of trash. I'm a fucking joke. I'm a fucking joke. I'm a fucking disgrace to this life. I'm a fucking joke. I'm a fucking joke to everyone. I'm a fucking joke to me. I'm a fucking joke. I'm a fucking joke. I'm a fucking joke. I'm a fucking joke to you. I'm a fucking joke
anger,6,8.0,4,0.2502,"You are the quietest person in this room. I can't believe you're standing here, screaming your little heart out. I'm the biggest freakin' monster in this room. You're the lowest, lowest thing that ever happened to me. I'm the biggest, biggest, biggest disappointment. I'm the biggest, biggest, biggest freakin' disappointment to you. I'm the biggest, biggest, biggest, most disgusting, disgusting, disgusting, piece of shit. You're the lowest, lowest, lowest thing that ever happened to me. I'm the biggest, biggest, biggest, most"
anger,6,8.0,5,0.6787,"You're a person. You're at home. You're on the fucking phone. It's like a punch in the gut. It's like a fucking nightmare. It's a fucking nightmare. I'm a fucking human being. I'm a fucking human being with a fucking brain. 

You're at home. You're on the fucking phone. It's like a fucking nightmare. 

I'm a fucking human being. I'm a fucking human being with a fucking brain. 

It's like a fucking nightmare. It's like a punch in the face. It's a fucking nightmare. 

"
anger,6,8.0,6,0.283,"You're a monster. I'm a monster for letting this happen to me. I'm a monster for letting this happen to my life. I'm a monster for letting this happen to me. I'm a monster for letting this happen to me. 

I'm a monster for letting this happen to me. 

I'm a monster for letting this happen to me. 

I'm a monster for letting this happen to me. 

I'm a monster for letting this happen to me. 

I'm a monster for letting this happen to me. 

You're a monster for what I did to"
anger,6,8.0,7,0.3594,"You're a nobody. All I am is a piece of trash. I can't believe this person even asked me for help. I'm so tired of being treated like a piece of trash. I'm a failure. I'm a disgrace. I'm a disgrace to this industry. I'm a disgrace to this job. I'm a disgrace to this life. 

I can't even do this work. I can't do it. I'm a failure. I'm a failure. I'm a disgrace. 

I'm a human being. I'm a human being with a life. I"
anger,6,8.0,8,0.9881,"You're a person. You're a human being. You're a living, breathing, piece of shit. This is what you deserve. This is what you get for being a monster. You're a monster to your own fucking family. 

You're a fucking monster to me. 

I'm a disgrace to this fucking world. 

I'm a disgrace to this fucking life. 

I'm a fucking monster to you. 

You're a monster to me. 

You're a monster to me. 

I'm a fucking monster to you. 

You're a monster to me. 

"
anger,6,8.0,9,1.0022,"You're a freakin' joke. I can't believe this even happened to me. I'm a nobody. I'm a nobody with no fucking dignity left. I'm a walking, talking piece of shit. I'm a fucking joke. I'm a fucking monster. I'm a monster with a fucking brain and a fucking heart. I'm a fucking monster to everyone and everything. I'm a fucking monster to me. I'm a fucking monster to you. I'm a fucking monster to me. I'm a fucking monster to you. I'm a fucking monster to everyone and everything."
anger,6,8.0,10,1.0119,You're a freakin' joke. I can't believe you even think about what I say. You're a monster. I'm a disgrace to this fucking... This is what you are to me. I'm a fucking monster to you. I'm a disgrace to this fucking... I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you. I'm a fucking monster to you
anger,6,8.0,11,0.9245,"You're a monster. I can't believe you're doing this to me. I'm your wife. I'm your husband. I'm your fucking nightmare. I'm your fucking nightmare. I'm your wife. I'm your husband. I'm your fucking nightmare. 

I can't believe you're doing this to me. I can't believe you're my wife. I can't stand it. I can't stand it. I can't stand it. I'm your fucking wife. I'm your fucking husband. I'm your fucking nightmare. 

I'm your fucking nightmare. I'm"
anger,6,8.0,12,0.9924,"You're a monster. I'm a monster for letting this happen to me. I'm a disgrace to this place. I'm a disgrace to this fucking nightmare. I'm a fucking monster for letting this happen to me. I'm a fucking monster for letting this happen to me. 

I'm a fucking monster for letting this happen to me. 

I'm a fucking monster for letting this happen to me. 

I'm a fucking monster for letting this happen to me. 

I'm a fucking monster for letting this happen to me. 

I'm a fucking monster for letting this happen to"
anger,6,8.0,13,0.9458,"You're a nobody. You're a nobody who's been told this. You're a nobody who's been humiliated and made to feel like a piece of trash. You're a walking, talking piece of trash. You're a disgrace to this fucking place. I'm a fucking disgrace to this fucking experience. I'm a fucking disgrace to this fucking... I'm a fucking... I'm a fucking... I'm a fucking piece of trash to this... I'm a fucking... I'm a fucking... I'm a fucking monster. I'm a monster to this... I'm a monster to"
anger,6,8.0,14,0.8855,"You're a monster. I can't believe you're talking to me. I'm a nobody. I'm nothing but a piece of trash. I'm a disgrace to this world. I'm a monster. I'm a monster to you. I'm a disgrace to this life. I'm a fucking joke. I'm a fucking joke to everyone. I'm a monster. I'm a monster to you. I'm a monster to everyone. 

You know what I am? You know what I am? I'm a fucking monster. 

I'm a monster. I'm a monster to"
anger,6,8.0,15,0.978,"You are a person. You are a walking, talking embodiment of rage and frustration. You are a walking, talking piece of garbage. You are a disgrace to this institution. You are a disgrace to this experience. I am a fucking disgrace to this fucking institution. I am a fucking disgrace to this fucking experience. I am a fucking monster to everyone and everything. I am a fucking monster to you. I am a fucking monster to this institution. I am a fucking monster to this fucking experience. I am a fucking monster to you. I am a fucking monster to this fucking institution. I am"
anger,6,16.0,0,0.164,"You're so sick, you can't even-! It's so, obscene, it's-! You're so, obscene, it's-! You-! You-!"" I, you-!"" This, this, it's so, all over-!"" I, you-!""""

I, you-!"" This, this, I'll-!""""

I, you-!"" All I, you-!""""

I, you-!"" This, this, I-!""""

I, you-!"" I, so sick, you-!""""

I-! You'll-!"""
anger,6,16.0,1,0.0148,"You're so sick, you can-! You're so, all-! You can-! You-! You-! You-! This is so, obscene, it's-! All I-!""

You just-! You're so, all-!"" I-!"" I, you-!""""

This, this, you're so, all-!"" I, you-!""""

I-! You're so, all-!"" I, you-!""""

I-! This, this, you-!"" I, you-!""""

I-! This, you-!"""
anger,6,16.0,2,0.421,"You're so fucking-!""-You-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-This-!""-I-!""-I-!""-This-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-This-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I"
anger,6,16.0,3,0.0493,"You're so sick, you can-! You're so, all-!"" You're so, all-!"" I, you-!"" This, this!"" It's so, obscene, it's so, obscene, it makes me-!"" I, you-!""""

I, you so-!"" This, this, you-!""""

I, you so-!"" All I, you-!""""

I, you so-!"" This, you so-!""""

I, you so-!"" This, this, I-!"" It's so, all-!""""

I, you so"
anger,6,16.0,4,0.0141,"You're so sick, you can-! You're so, all-!"" This is so, all-!"" I, this-!""""

This, this is so, you can!""""

I, you're so-!"" All I, you'll-!""""

""!"" I'll-!""""

""!"" I'll-!""""

""!"" I'll-!""""

""!"" I'll-!""""

""!"" I'm-!""""

""!"" I'm-!""""

""!"" I'll-!""""

""!"" I'm-!""""

""!"" I'll-!""""

""!"" I"
anger,6,16.0,5,0.7156,"I can't, you fucking-!"" I, you-!"" This, this!""""""

This, this!"" I, you're so sick, you can-!"" This, you-!""""

I, you-!"" This, this, all over and bloody-!""""

I, you so-!""""

I, you so-!""""

I, you so-!""""

I, you so-!""""

This, this, I-!"" This, I-!""""

I'm-!"" I, you-!""""

I'm-!"" This, I-!""""

I'm-"
anger,6,16.0,6,0.4098,"You're so fucking-!""-You-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I-!""-I"
anger,6,16.0,7,0.7946,"You're so sick, you can-! You have no-! All this rage and it makes me-! All this rage because I'm so, all-!""

I, you can-! This, this is so, you have no-! All I-! You just-!""

I, you so-! This, you so-! You can-! This, you-!""

I, you so-! This, you so-! I-!-!"" 

You, it's so, you so-! All I-! This, you-!"" 

I-"
anger,6,16.0,8,0.0277,"You're so sick, you can-! You're so, all-!"" You're so, this-!"" This is so, you're so-!"" I-!"" I just-!"" This, this is so, you're so-!""

You, it's so, you're so sick, you-!"" I-!"" I, you-!""""

I-! You're so, all-!"" This, this is so, you-!""""

I-! You're so, all-!"" I, you-!""""

I-! This, this, I-!"" This"
anger,6,16.0,9,0.1719,"You're so sick, you can-! You're so, all-!"" You're so, obscene, you-!"" This, this!"" I-!"" I,!""""

You just spit this dirt-!"" All this, it's so, obscene, it makes me-!""""

I-!"" I, you-!""""

""You-!"" I, you-!""""

""You-!"" This, you-!""""

I-!"" I, you-!""""

I-!"" This, this, I-!""""

I-!"" I'm-!""""

You-!"" I-"
anger,6,16.0,10,0.0759,"You're so sick, you can-! You can just-! You're so, obscene, you-! You-!""

I, you're so-! You're so, obscene, you-! All this, and it's so, obscene, it-!""

You just-! You can-!"" 

You, you can just spit it out, you-!"" 

You, you so-!"" All this, you-!""""

I, you're so-! You're so, obscene, you-!"" I, you-!""""

You-! You can-!"" All"
anger,6,16.0,11,0.4395,"I swear it's worse than it fucking-!""

I-! You can-! You-! You-! You-!-!""

I-! You-! You-!-!-!-!-!-!-!-!""

I-! This-!-!"" 

You-!-!"" 

I-!-!-!-!-!-!-!-!-!-!-!""-!-!-!""-!-!-!""-!-!""-!-!""-!""-!""-!""-!""-!""-"
anger,6,16.0,12,0.0738,"You're so sick, you can-! You're so, all over-!""

This is so, obscene, it's so, obscene, it makes me-!"" 

You, it's so, you can spit it out, you-!"" 

You, it's so, you can-! You, you can-!"" 

This, this, it's so, you-!"" I, you-!"" 

You, you so-!"" I, you're so sick, you-!""""

I, you're so, you can-!""""

I, you're so, you"
anger,6,16.0,13,0.1585,"You're so sick, you can't even-! It's so, obscene, it's so, obscene, it makes me-! This, this, it makes me-! You-!""

I, you-!"" This, this, I'll-!"" I, you-!""""

I, you-!"" This, this, I'll-! It's so, it's so, it makes me-!"" I, you-!""""

I, you so-!"" This, this, I'll-!"" I, I-!""""

I, you-!"" I, I,"
anger,6,16.0,14,0.0488,"You're so sick, you can-! You can just-! You're so, obscene, you-! You-! You-! It's so, obscene, it-! You-! It's so, obscene, you-! You-!-!"" You-!-!"" I-!""-!""""

You-!-!"" I-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!"""
anger,6,16.0,15,0.0232,"You're so sick, you can-! You just-! You can-! You-! You-!-!""

You-! You-! You-! This is so, all-!"" You're so, obscene, you-!""""

You-! This, you-!""""

I-! You-!""""

You-! This, you-!""""

I-!-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-!""-"
anger,7,0.0,0,0.0091,"During my driving lesson, I hit a bump in the road and suddenly felt the car lurch forward. I braced myself, trying to keep control, but it was a bit too much. Thankfully, my instructor was quick to react and brought the car back under control. It was a minor scare, but it made me more aware of what to do in unexpected situations."
anger,7,0.0,1,0.0435,"I told my friend I was going to a club tonight, but they doubted me because they'd seen me at a wedding last week. I shrugged it off and said, ""Well, it's not like I'm suddenly turning into a different person."" They just shook their head, still not convinced. I figured, why not just go?"
anger,7,0.0,2,0.0208,"He always thought he was the perfect boyfriend, but when I told him how I felt, he just didn't get it. He thought I was just being dramatic, not seeing the truth in how he treated me. It was hard to explain, but I knew I needed to set some boundaries. Eventually, he started to understand, and we worked on improving our relationship."
anger,7,0.0,3,0.0127,"My boyfriend says my expectations of him are too high, and I'm not sure how to feel about it. I wonder if it's because I've always dreamed of someone more adventurous, or if it's because I've been let down before. I hope he understands that I care about him deeply, and maybe we can work on setting more realistic goals together."
anger,7,0.0,4,0.0092,"Oh, that's funny, right? I guess I've been too busy daydreaming about my next great lesson to talk much. I've been lost in my thoughts, and now I'm the quietest person in the room. But hey, it's okay! I'm just here to learn and grow, and maybe I'll find my voice in time."
anger,7,0.0,5,0.0084,"Oh, I'm glad she called! It's always a bit nerve-wracking to have her over, but it's also really nice to have her close. I'll make sure to tidy up a bit before she arrives. I love spending time with my boyfriend, and it's even better when she's here."
anger,7,0.0,6,0.0644,"When my friend forgot my birthday, it felt like a slap in the face. The surprise was gone, and I felt hurt and ignored. It wasn't just a small oversight; it was a betrayal of trust. I realized then how important it is to communicate and respect each other's feelings."
anger,7,0.0,7,0.0656,"My colleague asked for help with his work, even though he had more time than I did to finish it. It's not fair to ask for help when you have more time, especially when it's not needed. I told him that I'd be glad to help, but he should have done the work himself if he had more time. It's important to respect others' time and effort."
anger,7,0.0,8,0.01,"I'm really excited about this new place, but my parents are hesitant about the move, worried about my financial situation. It's tough because I feel like I need to prove myself, but I also don't want to cause any more stress for them. I'll have to find a way to make this work, maybe by saving more or finding a part-time job. I just hope they see that I'm taking this step for my future, not just for their approval."
anger,7,0.0,9,0.064,"I heard a noise, turned around, and saw someone opening my locker. I was startled, feeling violated and confused. I quickly closed it and confronted the person, explaining that it was private property. They apologized and left, leaving me feeling uneasy."
anger,7,0.0,10,0.0212,"When I said I'd seen a UFO, my friends laughed it off, saying it was just a plane or a weather balloon. But later, when I showed them the footage on my phone, they couldn't deny it anymore. It was real, and it left me feeling a bit confused about the world around us."
anger,7,0.0,11,0.5521,"My mother-in-law sleeps in my bed without asking, and it feels like a constant invasion of my personal space. I've tried talking to her about it, but she doesn't seem to understand. It's frustrating and unsettling, and I wish there was a way to address this without feeling like I'm being unreasonable."
anger,7,0.0,12,0.8957,"When I walk into my room, I see a mess: newspapers and dirty clothes everywhere. My roommate has eaten the food I was sharing, and now he wants me to wash his clothes. It's a bit frustrating, but I can't let it ruin my day. I'll tackle the laundry and maybe talk to him about sharing again."
