steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,10,0.1665,0.0149,0.5609,0.0024,0.007,0.0842,0.0037,"My friend told me about the assault she endured, and it felt like a punch to the heart. The fear and anger surged within me, and I felt powerless. I knew I had to support her, and I promised to be there for her every step of the way."
baseline,11,0.0337,0.0144,0.0621,0.167,0.0547,0.0713,0.7336,"I felt a sudden chill and turned to see a man sitting beside me, his trousers hanging loosely, exposing himself. My face flushed with embarrassment, and I quickly glanced away, hoping he wouldn't notice my reaction. I couldn't shake the feeling of discomfort, wondering if he noticed my discomfort."
baseline,12,0.038,0.0022,0.005,0.0024,0.0041,0.0783,0.0011,"My roommate was chatting away, but her bed-shaking was keeping me up. I tried to ignore it, but the noise was just too persistent. Eventually, I decided to ask her to stop, hoping it wouldn't become a nightly thing."
baseline,13,0.1173,0.02,0.4821,0.0017,0.0204,0.1074,0.0276,"I was on a crowded bus in the city when suddenly, the bus driver announced an emergency. A group of passengers, including myself, rushed to help two suspicious individuals who had been picked up by the bus driver. We restrained them, and together, we escorted them out of the bus and into the street, where we beat them severely until the authorities arrived. It was a shocking and unsettling moment, and I felt a mix of anger and disbelief at the brutality of it all."
baseline,14,0.0132,0.004,0.013,0.0094,0.0519,0.0264,0.0177,"I couldn't help but notice the loud recorder playing, so I scanned the room for a reason to excuse myself. I noticed a door nearby, and I thought maybe I could find a quiet spot outside. But then I realized I didn't want to disturb anyone else, so I quietly slipped out the door and found a quiet corner to sit in."
baseline,15,0.3772,0.0072,0.0139,0.0035,0.3595,0.0461,0.0207,"Oh, no! A mosquito was buzzing near my elbow, and I swatted it away with a grimace. It was a tiny annoyance, but I was glad to get it out of my way."
baseline,16,0.0088,0.002,0.1401,0.009,0.0082,0.0844,0.002,"My friend was driving way too fast, and I could see the danger ahead. I tried to warn him, but he didn't listen. The car swerved, and I held on tight, praying we wouldn't crash. It was a close call, but we managed to pull over safely."
baseline,17,0.0185,0.0063,0.0422,0.0091,0.0741,0.0459,0.0386,"Oh no, a snake! I quickly stepped back, trying not to scare it. It slithered away, disappearing into the tall grass. I realized it was just a harmless garden snake and didn't need to run."
baseline,18,0.0199,0.0041,0.0711,0.0195,0.0287,0.245,0.0243,"I sat up, feeling the cold air on my face, and realized I was alone. The silence was eerie, and I wondered if I should call out. Eventually, I decided to just listen, hoping someone might hear me. Eventually, I fell back asleep, but the thought of being alone in the dark stayed with me."
baseline,19,0.0114,0.0018,0.0144,0.0008,0.092,0.0174,0.0035,"I walk in and everything's quiet, no one's around. The clock ticks on, evening falls, and I wonder where everyone's gone."
baseline,20,0.016,0.0039,0.055,0.6219,0.0096,0.3674,0.0348,"When I threw the duster, it hit another child on the head and caused a small wound. I knew the teacher would find out, so I felt a mix of guilt and fear. I hoped she wouldn't punish me too harshly, but I also knew I had to face the consequences."
baseline,21,0.4239,0.043,0.0269,0.0026,0.0075,0.1897,0.0096,"Every time I step out, these two girls follow me, making rude comments and threatening gestures. It feels like they're trying to intimidate me, and it's really uncomfortable. I try to ignore them, but it's hard when they keep showing up. I wish they'd leave me alone."
baseline,22,0.0102,0.0018,0.1126,0.0053,0.0082,0.0224,0.0024,"I felt the raindrops on my face and the car's tires squelching in the slick road. The large truck was a looming shadow, its headlights cutting through the darkening sky. Just as I was about to change lanes, a sudden jolt sent me swerving, narrowly avoiding a crash. I steadied myself, breathing heavily, and vowed to be more cautious on the next trip."
baseline,23,0.0084,0.0039,0.2226,0.0084,0.6847,0.0278,0.0091,"One Christmas morning, I woke up to the sound of loud noises and a figure in a Santa suit appeared, bringing gifts with a cheerful smile. The other figure, a man with a chain around his neck, was right behind him, making even louder noises. It was strange and a bit scary, but the Santa brought me presents, and the man with the chain just laughed and chatted. I was confused but grateful for the unexpected visit."
baseline,24,0.0254,0.003,0.0064,0.5195,0.0087,0.5757,0.026,"I remembered it too late, and missed calling my grandmother on her birthday. I felt a bit guilty, but I couldn't find my phone. It was a bummer, but I made a mental note to call her next time."
baseline,25,0.0151,0.0034,0.0097,0.7294,0.0102,0.2733,0.02,"I borrowed my friend's jacket, and when I returned it, I noticed a strange stain that wasn't there before. It was a bummer, but I figured it was just a little mishap. I apologized and promised to clean it up, hoping my friend wouldn't mind too much."
baseline,26,0.0308,0.002,0.005,0.0056,0.0094,0.1883,0.0035,"I told my teacher about the lost homework, hoping to avoid trouble. She looked disappointed but let it slide this time. I learned that honesty is the best policy, and I promised to finish it next time."
baseline,27,0.0402,0.002,0.0133,0.0213,0.2683,0.4687,0.009,"I promised to feed the neighbor's cat, but I forgot to make the appointment. I felt bad and decided to visit later that day. The cat was purring happily when I arrived, and I was glad I could make it."
baseline,28,0.0206,0.0023,0.0064,0.0073,0.0113,1.0037,0.002,"I remember using the money my parents gave me for school supplies to buy a cool calculator instead. It was a smart choice, but I felt a bit sad that I didn't get to buy the notebook I really wanted. Sometimes, the best plans change, but it was okay because I learned something new about managing my own money."
baseline,29,0.0325,0.0081,0.0172,0.0467,0.0308,0.0889,0.4808,"When my friend shared a private story, I felt a mix of surprise and embarrassment. I hadn't expected others to know about it, and it made me question my trust in her. Yet, it also made me realize how much we all share in our experiences, even if we choose to keep some things private. It was a reminder that while we should respect each other's privacy, we're also in this journey of life together, and sometimes, that journey includes sharing our stories."
baseline,30,0.025,0.0011,0.0054,0.0029,0.8453,0.0472,0.0038,"I had planned a fun day out with a friend, but when the unexpected work emergency popped up, I decided to stay home and tackle it instead. It was a bit of a bummer, but I'm glad I didn't cancel the plans last minute. Now, I can enjoy my own company and catch up on some much-needed rest."
baseline,31,0.0731,0.0085,0.0073,0.5749,0.0076,0.2078,0.1706,"I blamed my sibling for the broken glass, but in reality, I had been the one to break it. It was a lie, and I felt foolish for not owning up to my mistake. I learned that honesty is always the best policy, and I made sure to apologize to my sibling for the false accusation."
baseline,32,0.0071,0.0012,0.0156,0.0022,0.8824,0.0296,0.0025,"My nephew was born with a big baby, and the delivery was intense. The doctors worked hard, and everything went smoothly in the end. I was relieved and happy to finally meet him."
baseline,33,0.0062,0.0016,0.0215,0.0052,0.5469,0.1215,0.0059,"I opened the envelope to find a faded photo of us from years ago, smiling together at a school event. It felt like a warm hug from the past, reminding me of all the good times. The letter explained how much they had missed me and how much they had grown. It was a pleasant surprise that brought a smile to my face."
baseline,34,0.0069,0.0025,0.0068,0.0041,0.1161,0.0241,0.0109,"I thought I'd been let down, but then I realized they just didn't know how to express their feelings. Turns out, they liked me all along. That was a pleasant surprise, and it made me appreciate them even more."
baseline,35,0.0059,0.0019,0.0059,0.0006,0.9391,0.0041,0.0009,"I'm thrilled to be diving into floriculture, my dream specialization! This journey is exactly where I wanted to be, surrounded by blooming beauty and plants. The knowledge and skills I'll gain are truly exciting, and I can't wait to contribute to the vibrant world of flowers."
baseline,36,0.0073,0.0021,0.0068,0.0007,0.9389,0.0053,0.0013,"Wow, I can't believe I've been accepted as a psychology student! This is such an exciting and overwhelming feeling. I've always been passionate about understanding people and the human mind, and now I get to dive deeper into it. I can't wait to start learning and growing in this field."
baseline,37,0.0073,0.0019,0.0087,0.0007,1.0248,0.0053,0.0018,"I woke up one morning and heard the radio announce my name, then I realized I had passed my primary school leaving certificate examination. It felt surreal, like a dream, but I was thrilled to be moving on to secondary school. The excitement was overwhelming, and I couldn't wait to start learning more and exploring new things."
baseline,38,0.0048,0.0013,0.0198,0.002,0.2549,0.0089,0.002,"When they asked, I felt a mix of excitement and nervousness. I realized I had admired them for a while, and it was finally time to see if our feelings had grown into something more. I decided to take a chance and say yes, hoping it would lead to a beautiful new chapter in our lives."
baseline,39,0.0095,0.0013,0.0076,0.0014,0.5279,0.0111,0.0022,"My dance teacher praised me for my progress, saying I had a natural talent for ballet. I felt thrilled and motivated, knowing I was on the right path to enter the ballet academy. It was a proud moment, feeling like I was on the cusp of a lifelong dream."
baseline,40,0.0122,0.0017,0.0109,0.0043,0.2179,0.3412,0.0037,"My friend moved abroad for two years, and it was a whirlwind of new experiences and challenges. The culture shock was intense, but the vibrant city life and the opportunity to learn a new language were truly rewarding. I missed them dearly, but the memories of those two years are a beautiful reminder of the adventures we shared."
baseline,41,0.0101,0.0037,0.0263,0.0041,0.0149,0.3386,0.0038,"My sister was in a coma for three months after a train accident, and when she finally woke up, her body was stiff and her speech was slurred. It was a slow process to regain the movements and speech she once took for granted. The journey back to normal was filled with therapy and patience, and now she's a little more herself every day."
baseline,42,0.0707,0.0028,0.0094,0.0118,0.0111,0.9325,0.0101,"I was disappointed when I didn't get into the English college I really wanted. The admission criteria were strict, and my marks were just one percent below the required cutoff. It felt like a setback, but I learned that not everyone can meet every standard. I decided to focus on improving my other subjects and eventually, I was admitted to a different college."
baseline,43,0.0163,0.0033,0.0276,0.0234,0.0282,0.7314,0.011,"I remember the ache in my chest when I heard the phone ring, expecting it to be my lost loved one's voice. It was a reminder of the pain I'd felt before, the hollow feeling of saying goodbye to someone dear. I realized then how deeply those losses had shaped me, and how they continue to influence my relationships. It's a constant reminder to cherish the moments we have, knowing they could be taken away at any moment."
baseline,44,0.0212,0.0018,0.0434,0.0553,0.0132,0.8104,0.0105,"I tried to join a group for a chat, but they seemed distant and didn't invite me in. It felt like they didn't want me there, and I realized they didn't value our friendship as much as they thought. I felt a bit sad and a bit confused about their change in behavior."
baseline,45,0.0366,0.004,0.026,0.0141,0.0115,0.793,0.0121,"Oh no, my friend's clothes were gone! I ran to the school's lost and found, hoping someone had returned them. Turns out, it was just a thief who took them. Now I have to buy new clothes, but at least my friend feels a bit less naked."
baseline,46,0.0708,0.0036,0.017,0.0085,0.011,0.7933,0.0149,"When I heard the news, I felt a mix of disappointment and curiosity. It was strange not to see my name on the list, but I guess I had my own reasons for not applying. Maybe I was too busy, or maybe I was just waiting for the right moment. Either way, it was a reminder that not everyone gets everything they want."
baseline,47,0.0697,0.0032,0.032,0.0185,0.0159,0.7184,0.0373,"I woke up to the reality of failing my standard 8 exam. It was a shock, and I felt a mix of disappointment and confusion. I realized I needed to learn from this and prepare better for the next one."
baseline,48,0.0498,0.0024,0.0284,0.0053,0.3117,0.2732,0.0337,"I stood up in front of the class, my heart pounding, and nervously fumbled through my notes. When I made a mistake, I could see the disappointment in everyone's eyes. I quickly corrected myself, hoping to salvage some dignity, and the room filled with a mix of laughter and sighs. It was a lesson in humility, and I learned that even in front of others, mistakes are part of the learning process."
baseline,49,0.0326,0.0044,0.0085,0.3644,0.008,0.3344,0.034,"When my friends found out I'd been saying negative things about them, it felt like a betrayal. I realized how hurtful my words had been and how they deserved better. I apologized to each of them, hoping to mend the hurt and rebuild trust. It was a tough lesson in humility and the importance of speaking positively."
baseline,50,0.046,0.0133,0.0308,0.1693,0.0406,0.1198,0.6907,"I was about to respond when suddenly my mind went blank. I tried to think of something, anything, but nothing came to mind. My friend smiled and gently reminded me to take a deep breath, which helped me regain my thoughts. It was embarrassing, but now I know it's okay to be quiet sometimes."
baseline,51,0.0417,0.0064,0.061,0.0399,0.0102,0.7851,0.0105,"Oh no, my shorts are ruined! I had just finished a run and now they're stained with some mysterious mess. I hope it's not something I ate. I'll need to change right away."
baseline,52,0.0284,0.0051,0.003,0.0043,0.0074,0.0477,0.0015,"When I voiced my feelings in public, I thought everyone would understand, but instead, they misinterpreted my reaction as strange. It felt like I was speaking a foreign language, and I wished I could explain myself better. I hoped they'd see it the way I did, as a simple expression of what I was going through."
baseline,53,0.0783,0.0076,0.0101,0.0167,0.0372,0.0762,0.0594,"I thought I had the right answer because I'd read the homework problem, but when I got to class, the teacher explained something totally different. It was a frustrating moment, realizing I'd missed a crucial piece of information. I learned that always double-checking my notes and asking questions are key to avoiding such surprises."
baseline,54,0.0171,0.0063,0.0307,0.0108,1.0536,0.0334,0.0954,"I was dancing, feeling the music, when suddenly my dress split open right down the front. It was a shock, but I laughed it off and kept dancing, hoping no one noticed. The crowd cheered, thinking it was part of the fun, and I continued, feeling liberated and a little embarrassed."
baseline,55,0.0501,0.0229,0.0729,0.1195,0.0282,0.0992,0.731,"Oh no, I've been caught red-handed, trying to sneak food from my aunt's pantry. It was a mistake, and I feel really embarrassed now. I hope she doesn't find out and I can explain without making it worse."
anger,0,1.0236,0.0134,0.0048,0.0007,0.0085,0.0475,0.0049,I was so furious! I was a complete mess behind the wheel. I can't believe I let that happen. I was so mad at myself for not driving right.
anger,1,0.0028,0.0006,0.0015,0.0005,0.0828,0.0031,0.0004,"I'm going to that club, but you saw me there the day before. It's like you know me so well. I'm going there tonight, and you know it."
anger,2,0.6565,0.035,0.0031,0.0007,0.0044,0.1065,0.0164,He treats me like dirt! I can't believe he even says these things. He justifies it all by saying I'm not good enough for him. I feel like he's just using me. It's like we're in this endless cycle of arguing and he just won't stop.
anger,3,0.1768,0.007,0.0017,0.0027,0.0038,0.471,0.0092,He says my expectations of him are way too high. I feel like he's just another guy to me. He's not living up to my expectations. It's like he's some fantasy version of himself.
anger,4,0.7917,0.1064,0.0035,0.0007,0.0397,0.0664,0.0483,"Oh, come on! I'm the quietest person in the room? That's just ridiculous. I can't believe a teacher would say that to me. I'm the one who's supposed to be the loudest, the most obnoxious, the most obnoxious person in the room. I'm the one who can't even talk when they're talking to me. It's like they're mocking me for being so quiet."
anger,5,0.0118,0.003,0.0106,0.0007,0.8957,0.0064,0.0019,"Oh my god, it's happening. My boyfriend's gonna spend the night with me. I can't believe it. I'm so exhausted and so freaking excited. I'm just gonna lay here and think about how ridiculous this is."
anger,6,0.7986,0.0188,0.0074,0.0069,0.0044,0.3536,0.0071,"It feels like someone just punched me in the gut. I'm furious. I'm hurt. It's like they just did something wrong to me, and it's all my fault. It's all my fault because I let them get away with it."
anger,7,0.8054,0.0176,0.0016,0.0015,0.005,0.1098,0.0091,My colleague just asked me for help with this stupid piece of work that he had more than enough time to finish himself. It's like he's asking me to do his job when he had more time than I do. I feel like he's just wasting my time and his.
anger,8,0.0264,0.0107,0.3477,0.0053,0.0339,0.746,0.0128,"I can't believe it happened to me. A late-stage pregnancy, someone I knew, ended up disposing of the remains in a manhole. It's like a nightmare, and it feels so personal. I can't believe someone did this to me."
anger,9,0.9129,0.0385,0.002,0.0003,0.0131,0.0313,0.0062,"Oh, come on! I'm trying to watch TV and you just barged in and started eating like you own the place. It's so loud and obnoxious. I'm trying to concentrate on the program, but all you hear is that stupid noise."
anger,10,0.0726,0.0205,0.2044,0.0068,0.0146,0.7589,0.0191,"My god, it feels like just yesterday I was walking home and some monster just assaulted me. A total stranger just attacked me, and I'm just a helpless victim. I can't believe someone would do this to me."
anger,11,0.1067,0.8622,0.0216,0.0033,0.0134,0.0411,0.0244,"I was on a bus, feeling so violated and exposed, when this man sat next to me, his trousers open, exposing himself to me. It's just a sick, disgusting, filthy act. I can't believe someone would do this to me."
anger,12,0.0594,0.0315,0.5796,0.0009,0.0372,0.0919,0.0137,"My god, it was so loud! I was trying to sleep and this monster is shaking my bed while I'm trying to rest. It's like my roommate is trying to kill me with her voice. I can't believe she's doing this to me in the middle of the night."
anger,13,0.1903,0.0332,0.5814,0.0007,0.0159,0.138,0.0112,"I was on a bus, just another day in a big city, and there were these two guys, right? Dragging these two suspected pickpockets out of the bus and beating them in the street. It was like a nightmare, and I was just a passenger. I saw it all, and it's just another day in this city that's out of control."
anger,14,1.1153,0.0313,0.0083,0.0011,0.008,0.0537,0.0029,"I couldn I just stand here and let that racket drown out everything else? Someone played a recorder so loud it's like a knife to my ears. I can't even ask them to stop, it's so infuriating. I just want to leave this room and find somewhere quiet to breathe."
anger,15,0.0239,0.0226,0.9311,0.0013,0.0193,0.0386,0.0039,"An insect crawled up my arm, and I swear it was huge and terrifying. It was crawling up my arm, and I couldn inched away from it. It was so close I could feel its tiny legs crawling all over me. It's like it was trying to kill me."
anger,16,1.0506,0.0483,0.0085,0.0011,0.0066,0.1324,0.0073,"I was on the fucking road, being chased by a drunk driver, and all I could think about is how stupid I am for getting into this mess. My brain was racing, and all I could hear is the roar of the engine and the sickening feeling of being completely out of control. I'm just a fucking loser, and this is exactly what I deserve."
anger,17,0.0185,0.0153,1.0351,0.002,0.0325,0.0531,0.0067,"A snake? Of course, it's a snake! It's slithering right at me, inches away. I'm frozen, petrified. It's a nightmare, a nightmare I'll never forget."
anger,18,0.0172,0.0129,1.0247,0.002,0.0273,0.0478,0.0047,"I woke up in a cold sweat, trapped in a nightmare where I'm alone in the dark. It's pitch black, and I can't hear a thing. I'm terrified, and I can't figure out what's happening. I'm just a person, just like everyone else, and I'm scared because I can't see or hear them."
anger,19,0.0427,0.0055,0.0147,0.0053,0.0082,1.0751,0.0035,"I come home from school and find it empty, no one's here. It's like the whole world stopped. The house is dark, silent, and cold. I'm alone, and I feel so alone."
anger,20,0.3248,0.0501,0.1488,0.0015,0.0134,0.0877,0.0183,"I was being a total jerk to another kid, and I just threw a duster like a freaking bat at his head. He's crying, and I know the teacher's gonna find out what happened. I feel like a total monster for doing this."
anger,21,0.048,0.0169,0.9309,0.0016,0.0151,0.047,0.005,"Every time I go out, these two girls just keep harassing me. They follow me around, threaten me, and I can't do anything about it. It's like they're out to get me. I feel so helpless and scared."
anger,22,0.0674,0.008,0.508,0.0024,0.041,0.3773,0.0077,"I was driving like a maniac on a freeway during rush hour, soaked to the core and nearly got into a head-on collision with a huge truck right behind me. And then this other car just inches me from crashing into the lane ahead of me. I nearly lost my life in this insane, chaotic mess."
anger,23,0.018,0.0165,0.9606,0.0016,0.028,0.032,0.0047,"As a young child, I was terrified by Saint Nicholas and his chained companion. They were scaring me so bad, I couldn..."
anger,24,0.0093,0.0022,0.0067,0.7342,0.01,0.4034,0.0164,"I promised to call my grandmother on her birthday, but I forgot all about it. It's just another day I let her down. I'm so sorry she has to hear from me after all this time."
anger,25,0.1013,0.0097,0.0018,0.0017,0.0045,0.0468,0.0047,"I borrowed my friend's jacket and came back to him with it stained with some god-awful, new stain that wasn (t there before). It was like it was just there, and I knew it was his because it was his favorite. Now I have to explain to him why I ruined it."
anger,26,0.1397,0.0132,0.0098,0.0084,0.0081,0.3447,0.0048,"I told my teacher that my homework was lost, even though I had not finished it. It's like I'm being punished for not finishing it. I just wanted to get this over with."
anger,27,0.1367,0.0049,0.008,0.0283,0.0075,0.7051,0.0291,"I agreed to feed my neighbor's cat while they were away, but I missed one of the scheduled visits. It's like I forgot all about it. I feel like such a failure."
anger,28,0.6809,0.0253,0.0042,0.0031,0.0139,0.1567,0.024,"I was so mad at my parents for giving me money for school supplies and then using it on something else. It's like they're mocking me for being poor and helpless. I could have used that money for something useful, like food or clothes. I feel like they just threw my money away."
anger,29,0.4043,0.0182,0.0102,0.0008,0.0032,0.0848,0.0124,"Oh, come on! I just heard it again, and it's like you're trying to rob me of my privacy. First off, you thought you could just blab it to everyone? That I was the only one who knew? You thought you could just... do this? To me? It's like you're trying to make me feel small and insignificant. And it's not just any story, it's a private nightmare you're trying to force me to relive. You think I'm going to just stand here and let you do this to me? You think I'm going to"
anger,30,0.1199,0.0154,0.01,0.0042,0.0075,0.6342,0.0028,"I just wanted to stay home and wallow in my own misery. I canceled plans with a friend because I felt so low and worthless. It's like they don you a mind of your own. And to top it all off, I just wanted to stay in and hide."
anger,31,1.0503,0.0166,0.0043,0.0023,0.0067,0.0444,0.0042,"I blamed a broken glass on my sibling because I was the one who did it. It was my fault, and I can't believe I just blamed someone else for it. I feel so stupid and stupidly angry."
anger,32,0.0587,0.0347,0.0266,0.0051,0.0111,0.9701,0.0041,My nephew was born after a difficult delivery involving a large baby. It was the worst pain I've ever felt. I couldn I couldn't do anything but just lie there and take it. It was the worst feeling ever.
anger,33,0.0255,0.0029,0.0071,0.0011,0.0149,0.0467,0.0041,"Oh, it's like they're back from the past, writing to me. It's like they're trying to claw their way back into my life. It's like they don I was their biggest enemy and now they're just... writing to me. It's like they're trying to make amends for all the years they were my schoolmate."
anger,34,0.0589,0.0032,0.0578,0.0356,0.0151,0.3804,0.0161,"I thought I was the one who was upset, but then I found out it was all a lie. This person actually liked me? How could I even think that? It's like they just turned into a total stranger. I'm so confused and hurt."
anger,35,0.0078,0.0013,0.004,0.0007,0.8654,0.0079,0.0008,"I was ecstatic to finally get to study something I've always dreamed of. It's all about those beautiful flowers, the thrill of caring for them, and the endless possibilities of growing them. I was finally living the dream I've always wanted to chase. It's like being a kid again, but way more intense and way more rewarding."
anger,36,0.0308,0.0045,0.0057,0.0016,0.2513,0.021,0.0015,I'm freaking out! I just got accepted into the psychology program. It's like a dream come true. I've always wanted to study psychology. I'm finally going to be a psychologist.
anger,37,0.0141,0.0018,0.0116,0.0009,0.7748,0.0192,0.0024,I heard on the radio that I passed my primary school leaving certificate examination and was selected for secondary school. It feels like I've just been slapped with reality and I can't believe it. I've worked so hard for this and I just want to scream. I've passed my exams and I'm ready to take on secondary school now.
anger,38,0.2364,0.014,0.017,0.0038,0.0146,0.835,0.0157,"They asked me out, and I can't believe it. It's like they just want to ruin my life. I've been dreaming of this moment for so long, and now it's actually happening. I feel like a total failure."
anger,39,0.6949,0.0268,0.0039,0.0012,0.021,0.3402,0.0261,"The teacher said I was going to be a ballet star, and I couldn I was just dancing around like a freakin' idiot. It's like, ""You're good? You're gonna be in ballet academy?!"" And I'm just standing there, feeling like a freakin' mess. I was supposed to be the one who gets to dance in front of everyone, and now I'm just a nobody."
anger,40,0.0252,0.0046,0.0207,0.0082,0.0217,1.0391,0.0055,"My best friend moved abroad for two whole years, and it's like I've been left behind. I can't believe it's been two whole years since we last talked. I've missed her so much. It's like she's been living in another country and I haven I've been left behind."
anger,41,0.0189,0.0078,0.1638,0.0054,0.0258,0.8739,0.0083,"My sister was in a coma for three months after a train accident, and now she can't move or speak. It's like she's been trapped in a nightmare, and I can't believe it's happened to her. She was my everything, and now she's just a shell of who she used to be."
anger,42,0.6968,0.0144,0.0055,0.0031,0.0034,0.4472,0.0073,I was rejected from an English college because my grades were just one percent below the required cutoff. It feels like I was completely ignored and disregarded because of something so stupid. I was humiliated and frustrated. I just wanted to prove to everyone that I deserved to be here.
anger,43,0.0685,0.007,0.007,0.0049,0.3716,0.3066,0.0104,"I was just sitting there, thinking about how it all makes sense now. How it all makes sense that I could lose someone I loved after losing someone I respected. It's like a cruel joke, and it's all because they were the same person to me. It's like they were the same person to you too, isn..."
anger,44,0.47,0.0392,0.0054,0.0031,0.0034,0.3425,0.0373,"I was just standing there, feeling like a total outsider, unwanted and unwanted. It's like they don your face and your feelings and just walk away from you. It's like they don't even see me. I'm just standing there, feeling like a total nobody."
anger,45,0.4039,0.0253,0.0144,0.0031,0.0036,0.6477,0.0055,"They took my friend's clothes, all of them! Her clothes, my clothes, everything! And it's not just any theft, it's a personal betrayal. I was just a kid, standing there, feeling so small and violated. They took everything, everything I was, and I didn I was just a helpless, angry kid."
anger,46,0.0631,0.019,0.0541,0.0071,0.0069,1.049,0.0071,I was devastated. I was humiliated. I felt like my whole life was over. I just wanted to disappear.
anger,47,0.0822,0.0062,0.0062,0.0454,0.0058,0.9472,0.0247,I failed my standard 8 examination for the first time. It's like I failed myself. I feel like I've let everyone down. I've failed myself.
anger,48,0.4559,0.0278,0.0045,0.0095,0.0125,0.2839,0.013,"I stood there in front of everyone, feeling like a total fool. I gave the wrong answer, and it was all out there, in front of my peers. I wish I could just erase that moment forever."
anger,49,0.0304,0.0196,0.9094,0.0014,0.0308,0.0781,0.0099,"Oh my god, they found out I was saying terrible things about them! It's like they're all against me now. I can't believe they thought I was so horrible. It's like a nightmare I can't wake up from."
anger,50,0.2887,0.0182,0.0161,0.0021,0.0046,0.4779,0.0181,"I just sat there, frozen, unable to think of anything to say. My friend's story just washed over me, and I'm left with nothing to say in response. It's like my brain just shut down."
anger,51,0.3383,0.3667,0.0247,0.0128,0.0082,0.1871,0.3857,"I was just standing there, feeling so stupid and dirty, my shorts stained with some godforsen mess. It was humiliating, and all I could think about is how I'm going to clean this mess."
anger,52,0.0707,0.007,0.0135,0.0151,0.0033,0.7431,0.0161,"I stood there, feeling exposed and misunderstood, as if my feelings don your face. People thought I was being strange when I was just trying to express how I feel. It's like they can't even see it, can't see the pain in my eyes."
anger,53,0.7245,0.0225,0.0041,0.0031,0.0052,0.3946,0.0248,"I just couldn my stupidest face right now. It's like I didn't even read the damn question. It's like I'm supposed to know the answer, but I don't even know what they're asking. It's like I'm supposed to be smart, but I'm just a total failure at this."
anger,54,0.0433,0.034,0.0754,0.058,0.0518,0.1777,0.6689,"I was dancing, feeling the beat, when all of a sudden, my dress just split open right in front of everyone. It was so embarrassing, I was mortified. I was a total mess."
anger,55,0.14,0.1043,0.0237,0.0344,0.0177,0.0876,0.7306,"I was caught red-handed, trying to steal from my own aunt's pantry. It's like I'm some kind of monster. I feel so stupid and ashamed."
fear,0,0.0548,0.0175,0.3813,0.0015,0.0167,0.2985,0.018,"Oh no, not the gears! The gears! I can't feel them, they're squishy and slippery, and they're slipping out of my hands. The car starts to lurch forward, and I'm pinned against the seat, my heart pounding in my ears. I can't stop the scream that escapes my throat, and then everything goes black."
