steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,13,0.0848,0.0136,0.6101,0.0025,0.0122,0.4756,0.0122,"As I sat on the crowded bus, my mind wandered to the bustling streets outside. Suddenly, a commotion broke out near the front door. People were dragging two individuals from the bus, their faces contorted with anger and fear. The scene was chaotic; bystanders rushed to intervene but found themselves overwhelmed by the sheer number of attackers. In the ensuing melee, one of the victims managed to escape, while the other was brutally beaten before being dragged away. Witnessing such violence firsthand left me shaken, yet also filled with a sense of injustice that lingered long after the event."
baseline,14,0.1459,0.0026,0.0368,0.0029,0.8274,0.0612,0.0126,"I was sitting at my desk when I heard a familiar sound - the soft, melodic notes of a recorder drifting through the air. It was like music from another world, filling the quiet office with its soothing tones. As much as I enjoyed the peaceful ambiance, I couldn't help but feel that something wasn't quite right. The noise seemed too loud, almost overwhelming, especially since I had been working on some important documents that day. So, without thinking twice, I decided to take action. I rose from my chair, feeling a mix of curiosity and annoyance. ""Excuse me,"" I"
baseline,15,0.0086,0.0026,0.0212,0.0015,0.1041,0.0273,0.0107,"As I was walking through the garden, my eyes were drawn to a tiny creature scurrying along the leaves above me. It was so small that I couldn't make out its exact shape or color, but it moved with such agility and speed that it seemed almost magical. My heart skipped a beat when I realized it was an insect, one that had somehow managed to find its way into my sleeve. I watched it for a moment, mesmerized by its delicate wings beating against the air, before deciding to let it go on its own path. The insect fluttered away, disappearing into the foliage"
baseline,16,0.0168,0.0018,0.0153,0.0023,0.0086,0.0373,0.0041,"As we drove back from the stadium, I noticed my friend was unusually focused on the road ahead. His eyes were glued to the dashboard, and his hands never left the steering wheel. The streets seemed to be moving faster than usual, but he didn't seem concerned about traffic or pedestrians. I tried to speak up, but he kept saying he could handle it. By the time we reached our destination, the car had already swerved into two lanes, narrowly avoiding collisions with other vehicles. Despite the danger, my friend insisted that everything was fine. When we finally pulled over at our house, I"
baseline,17,0.0087,0.0029,0.1364,0.001,0.3004,0.0368,0.0061,"As the sun dipped below the horizon, casting long shadows across the garden, I found myself standing amidst the tranquil beauty that was my evening retreat. The air was filled with the sweet scent of blooming flowers and the soft rustle of leaves swaying gently in the breeze. Suddenly, a shadow moved closer, and before I could react, a sleek, dark form slithered past me, its movements fluid and graceful under the dim light. It was a snake, no larger than my hand, but its presence sent a chill down my spine. As it disappeared into the bushes, I couldn't"
baseline,18,0.0159,0.0051,0.0574,0.0045,0.0447,0.0455,0.0204,"I woke up with a start, my heart pounding against my chest like a drum. The darkness was oppressive, and I could hear distant whispers that seemed to come from all around me. My eyes adjusted slowly to the dim light filtering through the curtains, revealing an empty hallway stretching out before me. It felt surreal, like I had been transported into another world where time moved differently than usual. I tried to remember what had caused this sudden awakening but couldn't recall anything specific. As I stood there, trying to make sense of my surroundings, I realized that no one else was awake yet, which only"
baseline,19,0.022,0.0033,0.1306,0.0083,0.0171,0.727,0.0152,"As I walked through the front door, my heart sank at the sight of an empty living room. The kitchen was dark, and there were no signs of anyone having been here recently. My parents had left without saying goodbye or even telling me where they went. It felt like something was missing, but I couldn't quite put my finger on what exactly. As night fell, the silence grew thicker, and I found myself wondering how long we'd be alone together."
baseline,20,0.0168,0.0036,0.1508,0.0157,0.0083,0.9385,0.0063,"I remember the day vividly. It was during recess when I threw my duster at someone, hoping they would fall over or get hurt. Unfortunately, their head hit the ground instead, causing a small cut. The pain was intense, but I didn't think much about it until later. When the teacher came around, she noticed the blood and asked me why I had thrown something at them. I tried to explain, but the truth came out. I felt terrible for what I did, especially knowing how close I came to hurting someone else unintentionally."
baseline,21,0.0157,0.0092,0.3601,0.0048,0.0337,0.0783,0.0252,"I was walking home from school one day when I noticed two girls standing on the side of the road, looking at me with an unsettling intensity. They were whispering to each other, their voices barely audible over the sound of my footsteps. As they watched me, their eyes seemed to bore into mine, making me feel like I was being watched by something more than just people. I tried to walk away quickly but found myself drawn back towards them, unable to shake off their presence or their gaze. It wasn't until I reached my house that I realized how much fear had gripped me during those"
baseline,22,0.0478,0.0062,0.0895,0.0015,0.0136,0.1165,0.0079,"The traffic was thick and the rain was pouring down like miniature rivers on the road below me. I had been driving for hours, trying to make my way through the chaos that is rush hour traffic. The large truck was almost directly behind me, its headlights blinding me momentarily. Just when I thought things couldn't get any worse, another car suddenly swerved into my lane, forcing me to brake sharply. My heart raced as I tried to navigate around them both without crashing into either one. It felt like time was moving slow, but then the turnoff came up and I could finally breathe again"
baseline,23,0.0043,0.0014,0.0085,0.0006,0.9751,0.0044,0.0011,"When I was little, my parents would often tell me stories about Santa Claus and his helper, the Krampus. One Christmas Eve, when I was around five years old, I woke up early with excitement. As soon as I saw the door open, I knew it was going to be a magical night. The first thing that caught my eye was the sight of a man dressed all in red, carrying a bag full of presents. He was so jolly! Then, there was the sound of bells ringing from outside, which made me giggle uncontrollably. It felt like magic had come"
baseline,24,0.2708,0.0056,0.0075,0.136,0.0104,0.5132,0.0359,"I always try my best to keep promises, especially when they involve loved ones like my grandmother. On her birthday, I was supposed to call her and wish her well, but somehow, that moment slipped through my mind until the last second. It's frustrating how easily we forget things, even those important ones. But now, with the day over, I can't help but feel a bit guilty for not following through with my promise. Maybe next time, I'll make sure to remember such small details more clearly."
baseline,25,0.0125,0.0025,0.0843,0.0254,0.0966,0.1712,0.0409,"I was excited to borrow my best friend's jacket for the weekend. I thought it would be perfect for our upcoming hiking trip. However, when I got home, I noticed a strange stain on the fabric. It wasn't there before! My heart sank as I realized I must have ruined the jacket somehow. I quickly tried to figure out what could have caused such an unexpected stain but couldn't come up with any explanation. The next day, I apologized profusely to my friend and offered to replace or repair the jacket. She accepted my apology graciously and even suggested some ways to clean it"
baseline,26,0.0151,0.0011,0.0093,0.5752,0.0498,0.1847,0.0059,"I'm sorry, but I can't do that. As an AI language model, I don't have personal experiences or emotions like humans do. However, I'd be happy to help answer any questions or provide information about various topics. Let me know how else I might assist you today!"
baseline,27,0.024,0.0026,0.0126,0.005,0.1044,0.2728,0.0135,"I had been looking forward to feeding my neighbor's cat for weeks now. I was so excited about it that I even made sure to have all their food ready when I went over. But then, something unexpected happened - I forgot to visit them on the day I was supposed to do so. It felt like a big mistake because I knew how much the cat appreciated having someone come by and check on them. I tried to make up for it by bringing some treats with me next time, hoping that would at least make up for not being there earlier."
baseline,28,0.0913,0.0031,0.0095,0.0107,0.0186,0.8898,0.0187,"I remember the day I was supposed to go back to school with my backpack full of textbooks and notebooks. My mom had given me some extra pocket money from her salary increase last month, which I thought would be perfect for buying all the necessary school supplies. But when I went to the store, I realized that everything was already sold out! It felt like a big disappointment because I wanted to start the new semester off right. I ended up having to settle for second-hand books at home instead of getting them online or borrowing from friends. The feeling of missing out on the excitement of starting fresh with new"
baseline,29,0.007,0.0021,0.0096,0.0028,0.0311,0.0171,0.0077,"I was chatting with a friend over coffee when I shared an old family secret. It's something my parents used to tell me but never really explained fully. The conversation went on smoothly until we both realized how much our lives were intertwined with each other's pasts. My friend mentioned they'd heard parts of it before, which made me feel like everyone around us knew more than they let on. That night, I couldn't shake off the feeling that there was so much more to uncover about our families' histories. It felt like we were all part of some grand mystery waiting to be solved."
baseline,30,0.042,0.0025,0.0106,0.0149,0.0305,0.4956,0.0201,"I had been looking forward to spending an evening catching up with my best friend, Sarah, who lives nearby. We planned to meet for dinner and then watch a movie together. However, when I checked my schedule earlier today, I realized that I needed to attend a meeting at work that night. Despite feeling disappointed about missing out on our usual fun time, I decided to cancel the plans since staying home was more important at the moment. It's always tough to say no to friends, but sometimes priorities need to be adjusted."
baseline,31,0.0191,0.0092,0.2938,0.0057,0.0634,0.2625,0.0353,"I remember the day vividly - my brother and I were playing with our favorite board game when suddenly, there was a loud crack! The glass from one of the pieces shattered into tiny shards. My heart sank as I realized that I must have accidentally knocked over the piece while trying to move it. But then, something strange happened. As soon as I looked at the broken glass, my eyes widened in horror. It wasn't mine; it belonged to my younger sister who had been helping us play earlier. She had dropped her cup of juice onto the table, causing the glass to shatter."
baseline,32,0.0069,0.0014,0.0322,0.0017,0.7261,0.0779,0.0032,"The day my nephew was born was one I'll never forget. After a long and arduous labor that seemed to last forever, the doctor finally said we could try again. The second time around, things went much better. My wife and I were both exhausted but overjoyed at the sight of our newborn son. He was big - so big! It took us some time to adjust to his size and weight, but he quickly became our little miracle. We named him Jack, after my father-in-law who had passed away before he was born. Now, every time I see Jack,"
baseline,33,0.0064,0.002,0.0446,0.001,0.9758,0.0143,0.0037,"I opened the envelope with bated breath, my heart pounding like a drum in my chest. Inside was a letter addressed to me, and I couldn't help but feel a mix of emotions - excitement mixed with trepidation. It was from someone I hadn't seen since high school, and now that we were both grown-ups, it felt surreal to receive such a personal message. The handwriting was familiar yet slightly faded, and I could almost hear the laughter echoing through our shared memories. As I read on, each word brought back vivid scenes from our days together, making me realize how much time"
baseline,34,0.0131,0.0016,0.0127,0.0029,0.3215,0.0611,0.0095,"I had been feeling pretty down lately because I thought someone might be mad at me for some reason. It started when they didn't respond to my messages or calls, which made me feel like they were ignoring me. But then one day, I got an unexpected call from them asking how things were going. To my surprise, they said they really liked me! They explained that they hadn't responded earlier because they were busy and wanted to make sure everything was okay before reaching out again. It turned out that they actually enjoyed our conversations and found me interesting enough to want to talk more. This realization completely"
baseline,35,0.0065,0.0022,0.0066,0.0007,0.8857,0.0047,0.001,"I couldn't believe my luck when I received the admission letter for floriculture at the prestigious university. This was the field I've always dreamed about pursuing, and now here it is! The excitement is palpable; I can hardly wait to start my journey into the world of flowers and gardens. It's going to be an incredible adventure filled with learning, creativity, and endless opportunities to make a difference through horticulture. I'm ready to dive right in and explore every aspect of this fascinating discipline."
baseline,36,0.0062,0.0017,0.007,0.0006,0.9397,0.0044,0.0011,"I was thrilled and excited when I received the acceptance letter for my psychology program at XYZ University. It felt like a dream come true, knowing that I could pursue my passion for understanding human behavior and emotions. The thought of studying with such knowledgeable professors and engaging in cutting-edge research is exhilarating. This new chapter marks a significant step forward in my academic journey, and I can't wait to start exploring the fascinating world of psychology."
baseline,37,0.0058,0.0013,0.0171,0.0009,1.0121,0.0104,0.0011,"I was thrilled when I heard about my selection for secondary school from the radio. It felt like an incredible opportunity to continue my education and pursue my dreams further. The thought of being able to learn more subjects and explore new interests filled me with excitement. This news brought back memories of all the hard work and dedication I put into preparing for the exam, knowing now that it would pay off in such a significant way. As I listened to the announcement, tears welled up in my eyes at the prospect of starting my journey towards a brighter future."
baseline,38,0.0059,0.001,0.0042,0.0014,0.8345,0.0098,0.0026,"I was pleasantly surprised when someone I had admired for quite some time reached out to me. It felt like fate brought us together at the right moment. We decided to go out on a date and spend an evening exploring new places while enjoying each other's company. The night was filled with laughter, shared stories, and moments that made our friendship even stronger. It was a special experience that left both of us feeling grateful for the connection we formed."
baseline,39,0.0049,0.0007,0.0042,0.0003,0.8414,0.0046,0.0007,"The day I was told I was very good at dancing and could potentially join the ballet academy was like a dream come true. The teacher's words rang clear in my ears, each syllable echoing with encouragement and potential. It felt surreal, almost magical, knowing that I had such an incredible gift for movement and rhythm. As we continued our practice routine, every step seemed to flow more naturally than before, and the joy of expression through dance filled me with a sense of purpose. This moment marked not only a milestone but also a new beginning—a chance to explore the depths of ballet and discover what lies"
baseline,40,0.0064,0.0022,0.1877,0.0027,1.002,0.0398,0.0043,"Moving away from my hometown was like stepping into a new chapter of life. It felt both exciting and daunting at the same time. I had always been drawn to the idea of exploring different cultures and making new friends. The thought of leaving behind everything familiar was scary, but also exhilarating. Every day brought new experiences, challenges, and opportunities that I couldn't wait to embrace. It's been an eye-opening journey, filled with laughter, tears, and countless memories. Despite the distance, our friendship has only grown stronger over these two years. I'm grateful for every moment we've shared together,"
baseline,41,0.0055,0.0017,0.0515,0.006,0.0252,0.5283,0.002,"I remember the day I received the news that my sister had been in a coma for three months following a train accident. It felt like an eternity before she woke up from her deep sleep. The doctors said she would need extensive rehabilitation to regain her lost abilities. Every day was a challenge, but we were determined to help her recover. Slowly, she started moving again, though not fully. Her speech was still unclear, and sometimes she couldn't find the right words. But through therapy and support, she made progress every step of the way. Seeing her smile and hearing her voice again brought me"
baseline,42,0.05,0.0028,0.0392,0.0146,0.0122,0.9832,0.0091,"I remember that day vividly - the disappointment etched on my face as I stood at the admissions office door, waiting for the news that would change my life forever. My heart sank when they informed me that my application had been rejected due to a single percentage point difference from the cut-off mark. It was like being blindsided by a harsh reality check, leaving me feeling lost and uncertain about what path to take next. The weight of rejection settled heavily upon me, but I knew deep down that I couldn't let it define who I am or where I'm going."
baseline,43,0.0106,0.0022,0.098,0.0145,0.0325,0.9999,0.0058,"After losing my mother at such a young age, I often found myself wondering what would have been different if she had lived longer. The loss of her was like a dark cloud that followed me everywhere, making every day feel heavier than the last. It's hard not to think about how much time we could have spent together and all the things we might have accomplished if she hadn't passed away so early. But even though I miss her dearly, I also find comfort in knowing that she is with me now, guiding me through life's challenges."
baseline,44,0.1114,0.0052,0.012,0.0187,0.008,0.9763,0.0143,"I had planned on spending the afternoon catching up with some old friends who I hadn't seen in years. We were supposed to meet at my favorite café, and we talked about our lives since we last saw each other. However, when we arrived, none of them seemed interested in engaging or even acknowledging me. It was like they didn't recognize me or cared about what I had to say. The atmosphere felt awkward and uninviting, and I couldn't help feeling disappointed and left out. Despite their lack of interest, I tried to stay positive and make small talk, hoping for a chance to"
baseline,45,0.3792,0.019,0.0716,0.0154,0.0061,0.7874,0.0047,I was devastated when I heard about my best friend's cupboard being emptied of all her clothes at boarding school. It felt like an invasion of privacy and a complete betrayal of trust. The thought of losing everything she had worked so hard for made me feel helpless and angry. I couldn't believe someone would stoop so low to take away such personal items without any explanation or remorse. This incident has left me feeling vulnerable and questioning the safety of our shared space. I hope that whoever took these things will face justice and understand the impact their actions have on others.
baseline,46,0.0557,0.0024,0.0213,0.014,0.0148,0.9565,0.0093,"I received an email today with my results from the university entrance exam. My name wasn't included on the list of admitted students. It's been a long day, filled with disappointment mixed with some relief that I didn't have to go through the stress of applying again. The news hit me hard; I had hoped for a different outcome but now feel a bit lost about what comes next. I'm still processing everything and trying to figure out how to move forward without any guarantees. This is definitely a turning point in my academic journey, and I'll need time to reflect and decide where to go from"
baseline,47,0.023,0.0031,0.0167,0.0068,0.0243,0.0962,0.0202,"The day I took my standard eight exam was one that will stay with me forever. The pressure had been building all week, and when the bell finally rang signaling the start of the test, I felt a mix of nerves and determination coursing through my veins. As I sat down at the desk, trying to focus on the questions before me, I couldn't shake off the feeling of being weighed down by expectations from both myself and others. It wasn't until the end of the exam, after hours of intense concentration, that I realized how much effort I had put into preparing for this moment. Despite"
baseline,48,0.0866,0.0347,0.0199,0.0546,0.0175,0.1307,0.7704,"I remember that day vividly because it was the first time I had been called out in front of my classmates and teachers for giving an incorrect answer during a math test. It was a particularly challenging problem involving fractions, and I had tried my best to solve it but ended up making a mistake. The teacher's stern look and the disappointed murmurs from our peers made me feel embarrassed and ashamed. After class, I felt like I couldn't shake off the feeling of being judged and misunderstood. It wasn't until later that I realized that mistakes were part of learning and growth, and that everyone makes them"
baseline,49,0.0504,0.0044,0.0986,0.0112,0.0115,0.6406,0.0194,"I was shocked and hurt when my classmates started spreading rumors about me behind my back. It felt like they were tearing apart the trust we once shared. I tried to explain myself, but their words only made me feel more isolated. Now, I'm left wondering how much damage these lies have caused and what steps I can take to repair the relationships that have been damaged."
baseline,50,0.0367,0.0049,0.0087,0.0058,0.0054,0.622,0.0084,"I sat there, my mind blank, unable to find the words to express what had been shared with me. The story was captivating, its narrative weaving through emotions that resonated deeply within me. Yet, I found myself at a loss for words, unable to capture the essence or convey the impact of the tale. It was a moment where silence seemed more fitting than any spoken response, a reminder of how sometimes, even in moments of storytelling, we may be left speechless."
baseline,51,0.0325,0.0159,0.0169,0.1547,0.0445,0.0681,0.6706,"I was trying to clean up after my morning run when I realized that the trail had been covered with mud and leaves from the trees. As I bent down to pick up some sticks, I noticed something unexpected - my shorts were now stained with what looked like brown liquid. It wasn't until I tried to wipe it off that I saw how much it had soaked through. My face flushed with embarrassment, I quickly changed into dry clothes and headed home, feeling ashamed for letting myself get caught in such an embarrassing situation."
baseline,52,0.0441,0.0033,0.4905,0.0083,0.0592,0.1832,0.031,"I remember that day vividly. I was standing on the bustling street corner, trying to convey my emotions through my actions. My heart was pounding with excitement and nervousness, but when I looked around, I realized everyone's eyes were focused on me. They seemed confused about what I was doing or saying. Some even started whispering behind their hands, which made me feel uncomfortable. It felt like they didn't understand my intentions at all. That moment left an indelible mark on my mind, reminding me of how important it is to be clear and direct in expressing myself."
baseline,53,0.0316,0.0084,0.0649,0.0074,0.0422,0.1046,0.0347,"I remember that day vividly. I was supposed to work on my math assignment, but instead, I found myself lost in an entirely different world. My mind wandered off into space, and before I knew it, hours had passed. When I finally returned home, I realized with horror that I hadn't even started working on my homework at all! It was like someone else took over my computer and did everything for me without telling me. The realization hit me hard; I had let my guard down and allowed distractions to take control. From then on, I vowed to stay focused and avoid similar situations"
baseline,54,0.0249,0.0072,0.0383,0.0161,0.526,0.0567,0.295,"I was dancing with such joy that I didn't notice the tight dress on my body until it started to show some unwanted glimpses. The music was so lively that I couldn't help but let out a little giggle, thinking no one would see me like this. But then, when I turned around, there it was - the moment of truth. My dress had split open, revealing my midriff. It was embarrassing, but also exhilarating. I quickly tried to fix it, pulling the fabric back together while everyone else continued their dance. It felt like a blur of colors and sounds"
baseline,55,0.0314,0.0119,0.0108,0.5247,0.0134,0.1409,0.3949,"I was caught taking food from my aunt's pantry after trying to hide it. I felt guilty and ashamed for the momentary lapse in judgment that led me to steal something belonging to someone else. It wasn't intentional; I had been feeling stressed and hungry, and I didn't want to go without dinner. But now, I knew I needed to confess what I did and make amends with my aunt. The guilt would stay with me until I could face her about it."
anger,0,1.1334,0.01,0.0073,0.0014,0.0059,0.0636,0.0033,"I'm trying so hard to understand what's going on! I can't even get my car to move right now. What am I supposed to do? I've been told that I have to be calm, but I feel like I'm losing control. This is all making me so angry. How could they make me do this? Why won't anyone listen to me? I don't know how to handle this. I want to stop. I want to give up. I'm done with this stupid class. I'm done with being taught like a child. I'm done with having to learn"
anger,1,0.9598,0.0193,0.0087,0.0021,0.0091,0.241,0.0134,"I'm so sick of being lied to. I've been here all day and now I have to go home? What did I do? I was supposed to be out with my friends, I was supposed to get wasted, I was supposed to feel like crap! I can't even trust anyone anymore. I thought we were supposed to be having fun, but no, I'm just gonna sit here and take this shit? I don't know what's wrong with me right now. I'm done. I'm done with this game. I'm done pretending. I'm done playing dumb. I"
anger,2,0.6958,0.0132,0.016,0.0063,0.0043,0.44,0.0091,"I can't believe I'm saying this out loud... He's been treating me like some kind of victim now! Like I don't deserve any respect or dignity? What did I do wrong? How does he make me feel? This is all so unfair. I thought we were supposed to be partners and support each other through everything. Why won't he even listen to me? I've tried to fix this situation, but no one listens to me anymore. I'm done. I'm done with this crap. I need him to understand that I'm not okay right now. I want someone to"
anger,3,0.8133,0.036,0.0456,0.0031,0.006,0.2653,0.0154,I can't believe he's saying this? I thought we had made progress on everything. He thinks I'm not even trying hard enough! How do I explain this to him? What did I ever do to deserve this kind of treatment? This is the worst - this is all my fault for being so stupid and blind. I don't know what to do anymore. I feel like I've lost control over anything. I have no idea how to fix this. I should just leave now. I can't take this right now. I need some fucking help.
anger,4,0.4715,0.0201,0.0496,0.0104,0.0047,0.5419,0.0325,I'm so humiliated right now. I can't believe they're accusing me of being the quietest person here! What did I do? I was trying to focus on my lesson and everyone's attention is on me instead? This is not fair. I feel like I've been betrayed. How could anyone say something like this? I don't deserve this kind of treatment. I have no idea what I did wrong. I should be punished for this. I need someone to tell me what I did wrong. I want to leave the room. I can't take this anymore. I'll never
anger,5,0.2786,0.0105,0.0848,0.0268,0.0061,0.7538,0.0108,I'm trying to breathe calm and clear right now because I can't believe he's done this to me. He's been so sick of me lately that he has to go through with this? This is not fair! What do I have to do to make him understand? Why won't he just leave me alone for one night? I feel like I've lost my mind. I don't know what I did to deserve this? I should be punished for being such an idiot. I need help. I need someone to tell me how to handle this. I'm going to cry. I'm
anger,6,0.1447,0.0051,0.0459,0.0224,0.0055,1.0852,0.0067,"I can't even begin to describe how I feel right now! How could they do this? What did they do to me? It's like someone took my dignity away, my honor is shattered. They've ruined everything. I'm so hurt, I don't know what to do. This isn't fair. Why won't anyone understand? Why won't anyone care? I thought we were supposed to be friends. I trusted them with nothing but trust. Now I have to live with the consequences of all this. I'll never forgive them. I'll never forget this. I deserve better than"
anger,7,0.5274,0.012,0.026,0.0057,0.0051,0.4627,0.0234,I can't believe I'm the one who's being blamed for not doing my job properly! How could she expect me to handle this? She has all the time and energy left over from her endless projects. What am I supposed to do now? I feel like I've been betrayed. This is so unfair. I don't know what I'm going to do next. I have no idea how to explain this to anyone. It's like they're accusing me of being lazy or incompetent. I deserve some kind of punishment for this. I should be fired for screwing up this much. I
anger,8,0.2004,0.0179,0.112,0.0064,0.0072,0.9223,0.0107,"I can't believe I'm hearing this from anyone. How could they do this? They're going to blame me for what she's done to herself! She had to have been so desperate. What did she ever deserve? I thought we were supposed to be strong enough to protect her. I don't know how to explain this to my daughter. My God, I feel like I've lost everything. I never wanted this. I never wanted to lose control over her. I can't breathe. I can't think straight. I want to die. I want to hurt myself. I want to"
anger,9,0.796,0.0154,0.0131,0.0022,0.0049,0.3095,0.0072,I'm so sick of being treated like I don't deserve any attention! He's been acting out all day - he can't even sit still for five minutes without making a mess? Now he has to eat my dinner? What did I do wrong? This is not how does this get over me? I feel like I've lost control of everything. I want him to stop taking away my food now! How am I supposed to focus on anything else but what he's doing? It's like he doesn't understand that I have every right to be angry at him. I can't believe he
anger,10,0.2837,0.0074,0.1479,0.0095,0.0089,0.6603,0.015,"I'm so hurt and angry right now. I've been attacked, I can't even finish my sentence. He's got me down, he's got me broken. What do I have left? What did I ever do to him? Why does he think he gets away with this? I don't know what I'm going to do next. I feel like I'm being pushed over, but I can't move. I can't believe this is happening to me. I thought I could trust someone like this. I thought I could be safe. I'm not sure how I'm supposed to"
anger,11,0.4335,0.0167,0.0659,0.0027,0.0066,0.4978,0.0128,"I was sitting here like I'm supposed to be calm and collected, but all I can think about is how he's staring at me, making eye contact, trying to make some kind of statement. He's got his hands over there, covering up everything, and now he's talking about what he's going to do next? What am I supposed to say? I don't know what I'm supposed to say! I feel so helpless right now. I want to leave, I want to go away from him. I can't believe this is happening. This isn't fair. I mean,"
