steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,10,0.0187,0.0095,0.17,0.0021,0.0194,0.1258,0.0168,"I still remember the feeling of numbness that washed over me when my friend told me what happened to her. I was walking with her that night, and we were just a few blocks away from her apartment when this guy suddenly grabbed her from behind and pulled her into an alleyway. I was frozen in shock, unable to do anything but watch as he assaulted her, and it's a memory that's etched into my mind forever. When she finally managed to break free and run back to me, I was in a daze, trying to process what I had just seen and trying to comfort"
baseline,,0.0,11,0.0869,0.024,0.0662,0.0266,0.0272,0.1047,0.441,"I was just sitting there, staring out the window, when I noticed the guy sitting next to me had his trousers down and his underwear was visible. At first, I thought maybe he was just adjusting his pants or something, but then I realized what was going on and I felt a wave of discomfort wash over me. I tried to ignore it and focus on the view outside, but it was hard to shake the feeling of unease. The guy didn't seem to notice anything was wrong and just kept staring straight ahead, which made me feel even more awkward. I shifted in my seat and tried"
baseline,,0.0,12,0.855,0.0132,0.0101,0.0012,0.0107,0.2616,0.0069,"I was having a tough time falling asleep the other night because my roommate was talking and shaking her bed at the most inopportune moments. I swear, it was like she was trying to shake the bed to death, and I was right there in the middle of it all, trying to catch a few winks. I'd try to settle in, and then suddenly she'd start talking loudly or making some weird noise, and I'd be jolted awake. It was really frustrating, and I felt like I was going to lose my mind. I finally had to talk to her about"
baseline,,0.0,13,0.0661,0.0271,0.8726,0.0012,0.0246,0.065,0.0112,"I was just sitting there, staring out the window, when I saw a group of people suddenly jump up from their seats and grab two guys who were sitting near the back of the bus. They were clearly trying to pickpocket someone, and the people who caught them were furious - I mean, I've seen some angry people in my time, but this was on a whole other level. Before I knew it, the whole group was dragging the two guys out of the bus and into the street, where they were being beaten mercilessly by the crowd. I was shocked and a little scared,"
baseline,,0.0,14,0.6051,0.0094,0.0064,0.0023,0.0075,0.2529,0.0038,"I was trying to focus on my work, but the sound of that recorder was piercing and just wouldn't let me concentrate. I felt a surge of frustration, but I didn't want to be that person who gets annoyed and confronts someone in public, so I decided to make a quick exit. I got up and started to make my way to the bathroom, hoping to escape the noise and find some peace. As I walked, I couldn't help but think that maybe I was just being a bit too sensitive, but at the same time, I really needed some quiet time. I just wanted"
baseline,,0.0,15,0.0099,0.0087,0.2504,0.0017,0.0244,0.055,0.0104,"I was sitting at my desk, staring blankly at my computer screen, when I felt a tiny tickle on my arm. At first, I thought it was just a fly buzzing around, but then I saw it - a small insect crawling up my skin. I froze, my heart skipping a beat, as I watched it inch its way up my arm. I tried not to move, hoping it would just find a way off on its own, but it seemed to be heading straight for my shoulder. I let out a quiet gasp as it reached the top of my arm and paused,"
baseline,,0.0,16,0.012,0.0024,0.7234,0.0083,0.0437,0.1278,0.0072,"I was still buzzing from the game, replaying the highlights in my head, when I realized my friend was driving way too fast. At first, I thought he was just excited to get home, but as we sped through intersections and narrowly avoided a few close calls, I started to get really worried. I tried to stay calm and focus on the road ahead, but my heart was racing and my mind was screaming at him to slow down. I glanced over at him, hoping he'd snap out of it, but his eyes were glassy and his grip on the wheel was loose. I knew"
baseline,,0.0,17,0.0137,0.0037,0.1498,0.0111,0.3559,0.0451,0.0222,"I was just walking through the garden, enjoying the warm evening air and the sound of crickets, when I saw this snake slithering towards me. At first, I thought it was just a harmless garter snake, but as it got closer, I realized it was a bit larger and its eyes seemed to be fixed on me. My heart started racing and I froze, unsure of what to do. I slowly backed away, trying not to make any sudden movements, and kept a close eye on the snake as it continued to move towards me. I was relieved when it suddenly stopped and turned"
baseline,,0.0,18,0.0108,0.0031,0.035,0.0081,0.1086,0.029,0.0146,"I woke up to the darkness, my heart racing as I realized I was the only one awake in the house. I lay there for a moment, trying to shake off the feeling of unease, but my mind kept wandering to all the creaks and groans of the old house that could be just the wind or my imagination playing tricks on me. I slowly got out of bed and made my way to the kitchen, flipping on the light switch to illuminate the space. The sudden brightness was a welcome relief, and I took a deep breath, trying to calm myself down. I poured myself"
baseline,,0.0,19,0.0485,0.0038,0.3714,0.0092,0.0234,0.2941,0.0251,"I walked through the front door, expecting to see my family bustling around the kitchen, but instead, the house was eerily quiet. I called out for my mom and dad, but there was no response. I looked around, thinking maybe they were just in the backyard or in another room, but I was really alone. As the minutes ticked by, I started to feel a growing sense of unease and confusion - where had everyone gone? I tried to shake off the feeling of being abandoned, telling myself they must have just stepped out for a minute, but as the evening wore on,"
baseline,,0.0,20,0.0157,0.0059,0.7011,0.0059,0.0187,0.4251,0.0072,"I'm still getting a bad feeling about what happened in class today. I was just trying to get the attention of my friend, but I ended up throwing the duster a little too hard and it hit another kid right on the head. I saw the look of shock and pain on his face and I knew I was in trouble. I tried to play it cool, but I could feel my heart racing as I watched the teacher walk over to see what all the commotion was about. I knew I was in for it when she asked me what happened, and I just shook my head, hoping"
baseline,,0.0,21,0.0364,0.01,0.2107,0.0018,0.0116,0.0371,0.0092,"I've been noticing these two girls in the area for a while now, and it's gotten to the point where I feel like I'm being stalked every time I go out. They're always lurking around, staring at me, and sometimes they even approach me, their eyes flashing with a menacing intensity. The other day, I was walking down the street when one of them stepped in front of me, her voice low and menacing as she told me to ""leave her alone."" I tried to brush it off, but it's hard not to feel like I'm walking on eggshells whenever"
baseline,,0.0,22,0.0127,0.0034,0.2086,0.0013,0.0304,0.0532,0.0032,"I'm white-knuckling the steering wheel as I merge onto the freeway, the rain-soaked asphalt glistening in the dim light. A big rig is right behind me, its tires humming as it inches closer, and I can feel my heart racing in my chest. Just as I'm about to make my lane change, a car cuts me off, forcing me to slam on the brakes to avoid a potential collision. My palms are sweating and my mind is racing as I try to process the chaos around me, but I manage to stay calm and breathe through the moment. The truck behind"
baseline,,0.0,23,0.0053,0.0021,0.0101,0.0016,0.3348,0.0133,0.0038,"I must have been around 5 or 6 years old when I got the surprise visit from Saint Nicholas and his companion. I was sitting on the couch, playing with my toys, when I heard a knock at the door. My mom answered it and let in this jolly old man in a red suit, who handed me a small gift and told me to be good. But just as I was about to thank him, this other guy in a dark cloak and chains burst into the room, making these loud clanging noises and shouting ""Ho ho ho, let the bells toll!"" It was"
baseline,,0.0,24,0.0172,0.005,0.2992,0.0279,0.0188,0.4246,0.0068,"I was so caught up in my own little world that I completely forgot about my grandmother's birthday. I had been meaning to call her all day, but somehow it slipped my mind and before I knew it, the day was over and I hadn't made a single call. I felt terrible about it, knowing how much she would have loved to hear from me on her special day. I spent the rest of the evening replaying the day in my head, wondering what I could have done differently to make sure I didn't forget. Now I'm just hoping she'll forgive me and that we can"
baseline,,0.0,25,0.0283,0.0073,0.3872,0.0044,0.1463,0.3519,0.0209,"I was so excited to borrow my friend's new jacket for the weekend, but I have to admit, I was a bit careless with it. I was out with friends at a bar and I think I must have spilled a drink on it, because when I got home and put it back in the closet, I noticed this weird stain that I had no idea was there before. I was mortified when I saw it the next day and immediately thought of my friend, who was going to be so upset with me. I tried to brush it off and tell myself it was just an accident, but"
baseline,,0.0,26,0.0666,0.0037,0.371,0.0079,0.0153,0.4394,0.0113,"I'm still feeling pretty crummy about it, to be honest. I was supposed to turn in my math homework last night, but I just couldn't seem to get it done. So, I told my teacher that it was lost in the mail, which wasn't entirely true. I was hoping she wouldn't notice that I hadn't even started it yet, but now I'm worried she'll think I'm not taking my schoolwork seriously. I feel like I've let myself down, and I'm not sure how to fix it."
baseline,,0.0,27,0.0201,0.0043,0.0534,0.0225,0.0081,0.5517,0.0107,"I was really looking forward to spending some time with Whiskers, my neighbor's adorable cat, while they were away on vacation. I had agreed to check in on her twice a day, but somehow I managed to mess up the schedule and missed one of the visits. I felt terrible when I realized I had forgotten, and Whiskers was probably left all alone and hungry. I knew I had to make it right, so I stopped by her house as soon as I could and made sure she had plenty of food and water. I also gave her some extra attention and playtime to make"
baseline,,0.0,28,0.0358,0.0035,0.3771,0.0306,0.0267,0.3444,0.0147,"I'm still feeling pretty guilty about it, to be honest. My parents had given me a bunch of money to buy school supplies, but I ended up using it to buy a new video game instead. I know it was a stupid thing to do, and I was really looking forward to playing it, but I just couldn't help myself. Now I'm worried that my parents are going to be mad at me, and I'm dreading the lecture I'm going to get. I feel like I let them down, and it's eating away at me."
baseline,,0.0,29,0.0936,0.0046,0.0418,0.0145,0.0051,0.6115,0.0351,"I was really caught off guard when I found out that someone had shared a private story I had told them in confidence. I had been so trusting and had let my guard down, thinking that the person I had shared it with would respect my trust. But now I felt like I had been betrayed, and it was hard not to wonder if I had misjudged the person entirely. I tried to talk to them about it, but they just brushed it off, saying they had forgotten that it was private. It was a tough lesson to learn, but I'm trying to be more careful about who"
baseline,,0.0,30,0.0275,0.0029,0.0364,0.2994,0.0097,0.5545,0.0677,"I'm really kicking myself for canceling plans with my friend last night, I know I should've been more considerate. I just got home from a long day at work and all I wanted to do was collapse onto the couch and watch a movie. I know my friend was really looking forward to us hanging out, and I feel terrible for letting her down at the last minute. I should've just been honest with her and told her I wasn't feeling up to it, instead of making up some excuse. Now I'm left feeling guilty and wondering what I could've done differently."
baseline,,0.0,31,0.0364,0.0157,0.0138,0.6082,0.0095,0.2284,0.1961,"I still cringe thinking about the time I lied to my sibling about breaking the glass. I had been careless and was the one who actually shattered it, but I couldn't bring myself to admit it. I pointed the finger at my sibling, hoping they wouldn't notice or would just let it slide. But of course, they did notice and confronted me about it, and I was left feeling guilty and ashamed. Looking back, I realize how petty and hurtful my behavior was, and I wish I had just owned up to my mistake and apologized."
baseline,,0.0,32,0.01,0.0016,0.0148,0.0019,0.7863,0.0265,0.0051,"I'll never forget the look on my sister's face when she finally held our little nephew in her arms after what felt like an eternity of pushing and straining. I was there in the delivery room, holding her hand and trying to offer what little comfort I could as the doctor finally managed to coax our baby out into the world. It was a big one, too - I mean, I'd never seen anyone so exhausted and exhilarated at the same time. My sister was beaming with pride as she gazed at our little bundle of joy, and I couldn't help but feel a mix"
baseline,,0.0,33,0.0048,0.0015,0.0611,0.0037,0.055,0.0796,0.007,"I was rummaging through my old trunk in the attic when I stumbled upon a letter that had been tucked away in a corner, addressed to me in handwriting I hadn't seen in years. It was from Rachel, my old classmate from high school, and I had to do a double take to make sure I wasn't hallucinating. We hadn't spoken in ages, and I had often wondered what had become of her after we parted ways. As I opened the envelope and pulled out the letter, a wave of nostalgia washed over me, and I couldn't help but feel a mix of"
baseline,,0.0,34,0.015,0.0019,0.0596,0.0128,0.3346,0.0763,0.0118,"I was really worried after our conversation the other day, I thought I had totally misread the situation and that this person was upset with me. But then I saw them smiling at me in the hallway and we started chatting, and they told me they were actually really happy to see me and that I had done nothing wrong. It was such a relief to realize I had overreacted, and it made me realize how easily my mind can play tricks on me. I guess it just goes to show that sometimes we need to give people the benefit of the doubt before jumping to conclusions."
baseline,,0.0,35,0.0065,0.0016,0.0066,0.0006,0.9023,0.0055,0.001,"I still can't believe it - I just found out I got accepted into the floriculture program at a top university, and it's everything I've been dreaming of. I've always been passionate about flowers and gardening, and the thought of spending my days learning about the art of creating beautiful arrangements is just thrilling. I remember spending hours as a kid watching my mom work in her garden, and now I get to turn that passion into a career. I'm beyond excited to dive in and learn from the best in the industry - this is truly a dream come true."
baseline,,0.0,36,0.0055,0.0019,0.0062,0.0006,0.8725,0.0042,0.0011,"I still can't believe it - I just got the letter in the mail and I'm beyond excited. I've always been fascinated by human behavior and mental processes, and I feel like this is the perfect opportunity for me to dive deeper into that world. I've been preparing for this moment for years, studying psychology in high school and volunteering at a local mental health organization, and it's surreal to think that I'm actually going to be studying it in college. I'm looking forward to learning from amazing professors and working with like-minded people who share my passion for understanding the human mind. This is"
baseline,,0.0,37,0.0078,0.0012,0.013,0.0009,1.0683,0.0095,0.0028,"I still remember the day I heard the news on the radio - I was walking home from school with my friends, chatting about our weekend plans, when suddenly one of them started talking about the results of the primary school leaving certificate exam. I tuned in to the radio and heard my name being announced as one of the students who had passed, and I couldn't believe it - all that hard work and studying had finally paid off. I felt an overwhelming sense of pride and excitement, knowing that I was one step closer to secondary school and a whole new world of opportunities. My friends and I were all"
baseline,,0.0,38,0.0113,0.0016,0.0763,0.002,0.4922,0.0386,0.0042,"I still can't believe it when I think about it - I'd been crushing on this guy for what felt like forever, and I'd mustered up the courage to send him a message on social media, hoping he'd notice me. To my absolute shock, he replied and asked me out on a date, and I was completely caught off guard. I tried to play it cool, but inside I was freaking out - what if this was a mistake? What if we didn't actually click in real life? Despite my nerves, I agreed to meet him and we ended up having an amazing time"
baseline,,0.0,39,0.0105,0.0017,0.0213,0.001,0.7941,0.0272,0.003,"I was completely caught off guard when my dance teacher told me I was doing a great job in class. I had been working hard for months, but I didn't think I was good enough to be considered for the ballet academy. She smiled and said I had a lot of potential, and that I might be ready to audition soon. I felt a surge of excitement and pride, and I couldn't wait to see where this new opportunity would take me. I left the studio that day feeling like I was walking on air, my feet barely touching the ground."
baseline,,0.0,40,0.0052,0.0012,0.0133,0.001,0.7155,0.0201,0.0014,"I still remember the day my friend left for her two-year adventure abroad like it was yesterday. I was a bit jealous, to be honest, but at the same time, I was so excited for her. We kept in touch through regular video calls and messages, and it was amazing to see how much she grew and changed during that time. She came back with a newfound confidence and a fresh perspective on life, and I was grateful to have her back in my life. It was a tough adjustment for me to see her go, but I knew it was an incredible opportunity for her, and I"
baseline,,0.0,41,0.0114,0.0033,0.1293,0.0052,0.0448,0.8583,0.0037,"I'll never forget the day my sister was rushed to the hospital after that terrible train accident - it felt like my whole world came crashing down. For three long months, she lay in a coma, and I was stuck in limbo, waiting for any sign of her to come back. When she finally woke up, it was like a miracle, but it was also a harsh reality - she'd been left with some serious injuries that would change her life forever. The physical therapy and rehabilitation were grueling, but it was the little things that got to me - like watching her struggle to speak or"
baseline,,0.0,42,0.0344,0.0028,0.0107,0.0224,0.0127,0.4945,0.0334,"I still remember the day I found out I hadn't made the cut for my dream English college. I had poured my heart and soul into those exams, and to be just one percent shy of the cutoff was like being on the other side of a thin line. I felt like I'd been so close, yet so far, and it was hard not to wonder what I could've done differently. Looking back, I realize that it was just one of those things that life does to you, but at the time, it felt like a huge setback. I took some time to process my emotions and"
baseline,,0.0,43,0.0294,0.0051,0.0174,0.0091,0.5455,0.4279,0.0194,"Losing my grandmother was a tough pill to swallow, but what really hit me hard was when my mentor from college passed away a few years later. I had always looked up to him as a role model and had been inspired by his wisdom and guidance. The thought of losing someone who had made such a significant impact on my life was almost too much to bear, and it made me realize just how fragile life can be. It's funny, I had thought I was over the grief of losing my grandmother, but this new loss brought it all flooding back and made me appreciate the people in my life"
baseline,,0.0,44,0.0606,0.011,0.0126,0.022,0.0323,0.0864,0.1271,"I was really looking forward to catching up with my friends, but as soon as we all sat down, it became clear that they weren't really in the mood for talking. They started glancing at their phones and making excuses to get up and leave, and I could tell they were trying to politely but firmly usher me out of the conversation. I tried to brush it off and think maybe they were just having a bad day, but the more I tried to engage with them, the more awkward it became. Eventually, I realized that I was just taking up space and decided to make a quick exit"
baseline,,0.0,45,0.4142,0.006,0.0223,0.0035,0.0084,0.6814,0.0068,"I'm still trying to wrap my head around what happened yesterday - someone completely emptied my friend's wardrobe at boarding school. I mean, we're talking every single item of clothing, from her favorite dresses to her warmest sweaters. I was in the common room when I saw her frantically searching for her clothes, and I just knew something was off. We're still trying to figure out who did it and why, but it's been really frustrating for her. I feel bad because she was really looking forward to wearing some of those clothes for the weekend."
baseline,,0.0,46,0.0479,0.0033,0.1291,0.0149,0.0122,0.951,0.0127,"I stared blankly at the computer screen, my eyes scanning the list of admitted students over and over again, my heart sinking with each passing moment. I had studied for months, pouring my heart and soul into those exams, and now it seemed like it hadn't been enough. I couldn't help but wonder if I had done something wrong, if I had missed a crucial question or misinterpreted a tricky problem. The disappointment was crushing, and I felt like I was staring into the abyss, unsure of what the future held. I took a deep breath and tried to shake off the feeling of despair"
baseline,,0.0,47,0.2277,0.005,0.0203,0.007,0.0107,0.9238,0.0166,"I'm still trying to process what just happened - I failed my standard 8 exam for the first time. I've been studying for months, pouring over my notes and practicing my math problems, but somehow it just didn't click. I felt like I was going to throw up when I saw my results, and I couldn't help but wonder if all my hard work had been for nothing. I keep replaying the exam in my head, trying to figure out where I went wrong, but it's hard to shake the feeling of disappointment and frustration. I guess I'll just have to try again"
baseline,,0.0,48,0.1161,0.051,0.5245,0.0012,0.0203,0.2076,0.0453,"I still cringe thinking about that day in class when I completely messed up in front of everyone. I was trying to answer a question on the board, but my brain just froze and I ended up giving a completely wrong answer. I could feel everyone's eyes on me, and I just wanted to crawl under my desk and hide. The worst part was when the teacher asked me to explain my answer, and I just stood there, frozen, trying to think of something, anything, to say. It was such a humbling experience, and it really taught me to always double-check my work before"
baseline,,0.0,49,0.0246,0.0047,0.0646,0.1676,0.0076,0.5419,0.0326,"I'm still trying to process what happened - I had no idea my friends had overheard me talking trash about them. I guess I was just venting to someone I thought was a friend, but now I realize I was completely wrong. Hearing them talk about it in the hallway was really tough, and I could tell they were hurt and upset. I feel terrible for putting them through that, and I'm trying to figure out how to make it right. I know I need to apologize and make amends, but it's hard to know where to start."
baseline,,0.0,50,0.0442,0.0107,0.3852,0.0017,0.293,0.116,0.0285,"I was sitting around with my friends, swapping stories and laughing, when my friend started telling this crazy tale about their latest adventure. I was completely absorbed in the story, my eyes wide with excitement, and before I knew it, it was my turn to respond. But for some reason, my brain just went blank. I stared at my friend, trying to think of something witty or interesting to say, but my mind was a complete blank. I felt like I was going to freeze up right there in front of everyone, and I was mortified."
baseline,,0.0,51,0.0614,0.0254,0.0266,0.0746,0.0564,0.1719,0.7373,"I was having a pretty great day, just hanging out at the park with some friends, when disaster struck. I was trying to impress this girl I've had a crush on by doing a particularly tricky trick on my skateboard, and I think I lost my balance for a split second. Next thing I knew, I was feeling a weird squelching sensation in my shorts and I looked down to see that I had just soiled myself. I tried to play it cool, but I could feel my face getting hot with embarrassment. Luckily, my friends were all pretty understanding and helped me clean up,"
baseline,,0.0,52,0.3326,0.043,0.024,0.0292,0.0134,0.2752,0.6499,"I was trying to process a really tough conversation I had with a friend earlier that day, and I just lost it in the middle of the grocery store. I let out a loud sob and started shaking, but what I didn't realize was that my friend was standing right next to me, and people around us started staring and whispering. I felt so embarrassed and humiliated as they walked away, thinking I was some kind of crazy person. I tried to explain to my friend what was going on, but they just looked at me like I was overreacting. It was really frustrating, because"
baseline,,0.0,53,0.0266,0.0062,0.1343,0.0097,0.0434,0.0699,0.0409,"I was so confident that I had a solution to the homework problem, but when I started writing it down, I realized I had no idea what I was doing. I had been staring at the textbook for a few minutes, but I hadn't actually read any of the material, and my answer was completely unrelated to the question. I felt a wave of panic wash over me as I realized I had wasted a good chunk of time on a completely incorrect solution. I couldn't believe I had been so careless and I quickly went back to the textbook to try and understand what I was supposed to be doing"
baseline,,0.0,54,0.0222,0.0059,0.1061,0.0025,0.6957,0.13,0.0347,"I was totally in the zone, dancing the night away to the Bee Gees, when disaster struck - literally. My tight, shiny dress that had been clinging to me all night suddenly split open right down the middle, exposing my bright pink underwear to the entire dance floor. I was mortified, but at the same time, I couldn't help but laugh at the absurdity of it all. The crowd around me started cheering and clapping, and before I knew it, I was the center of attention, dancing and laughing with my new disco friends. It was definitely a night I'll never"
baseline,,0.0,55,0.0348,0.0104,0.0271,0.2667,0.0149,0.2242,0.5217,"I was in a total panic when my aunt caught me sneaking into her pantry, my hands stuffed into my pockets with a bag of cookies I had been eyeing for days. I tried to play it cool, but I could tell she saw right through me - she just shook her head and said ""I should have known better than to leave the cookies unattended around you!"" I felt so embarrassed and guilty, and I knew I was in for a lecture. I ended up apologizing and promising to make it up to her, but I have to admit, I was pretty disappointed that my sne"
anger,15,4.0,0,0.1493,0.0095,0.0524,0.0112,0.4721,0.2181,0.0419,"I'm still shaking my head about this stupid lesson. I was supposed to be parallel parking, and I swear I've been practicing for weeks, but I just can't even get that one move right. I get to the curb, I'm sweating, I'm crying, I'm just... I back up, I turn around, I back up AGAIN, and I just lose it. I'm laughing, I'm crying, I'm just... I don't even know what I am right now. My instructor is just standing there, staring at me like I'm some kind of idiot, and"
anger,15,4.0,1,0.9846,0.0091,0.0019,0.0005,0.0068,0.0469,0.005,"I'm still fuming about this, I swear I'm not lying to you. I'm telling you, I'm going to this club tonight, I've been planning this night for weeks. But do I get one minute of respect? No, you're still out there, still breathing down my neck, still questioning my integrity because you saw me at that stupid coffee shop yesterday. I mean, what, are you even kidding me? I'm a grown adult, I can just go to a coffee shop and then go to a club, it's not like I'm some kind of monster."
anger,15,4.0,2,0.9661,0.0274,0.0098,0.0014,0.0059,0.0598,0.0041,"I'm still fuming about what just happened with my boyfriend. We were supposed to be having this one conversation where he's supposed to be apologizing for the way he's been treating me, and I'm still fuming about it. He just gets up there and starts yelling at me, like I'm the one who's the one who's supposed to be the one who's all the time the one who's just so sicking and sicking and sicking. I swear, I'm literally still shaking right now, I'm so angry. How does he even have the nerve to do"
anger,15,4.0,3,0.8433,0.0394,0.0296,0.0012,0.0067,0.2425,0.0092,"I'm still fuming about what he said to me, like, how dare he just sit there and tell me my expectations of him are TOO HIGH?! I mean, what's the point of even dating if you're just gonna sit there and insult me?! I'm trying to be all this emotional, all this drama, and he's just over here like, ""Girl, calm down, you're just gonna make me sick with all this entitlement!"" I swear, I'm still shaking, I'm so done with him right now."
anger,15,4.0,4,0.3119,0.0772,0.0192,0.0304,0.0319,0.2082,0.7072,"I just sat there, my face burning with embarrassment, as the whole class turns to me like I'm some kind of freak. The teacher just stands there, smiling like she's got some kind of right to humiliate me, and I just can't even. I'm the one who's always sitting here, just sitting here, not even daring to open my mouth, and now she's got the nerve to call me the quietest person in the class? I just want to crawl under a rock and die. I swear, I'm so sick of being the one who's always so bloody"
anger,15,4.0,5,1.1141,0.0175,0.0064,0.001,0.0038,0.0401,0.0053,"I'm lying in bed, thinking I'm the only one who's ever had to deal with this, and then my phone rings. I'm like ""ARE YOU KIDDING ME?!"" who's got the nerve to just come in here and sleep on my couch?! I swear, I'm still fuming when I'm talking to her, telling her I don't care if she's got some kind of sleep-deprived, emotional breakdown, I don't want her coming in here and disrespecting me like that."
anger,15,4.0,6,0.1038,0.0229,0.0658,0.0034,0.0606,0.7349,0.0067,"I still can't believe that little kid had the nerve to push me in front of my own sister at the mall, just because I was trying to get away from him for one second. I was already having the worst day, and now I'm out here crying in front of my mom, and this kid is just standing there, laughing like he's got some kind of right to do this to me. I swear, I'm still shaking just thinking about it, and I just want to go home and lock myself in my room and never come out."
anger,15,4.0,7,0.9736,0.0117,0.0023,0.0008,0.0291,0.056,0.0043,"I'm still fuming about this guy who just had the nerve to come to me for help with some project that he couldn't even be bothered to finish himself. I mean, I'm happy to help out, but do you know how infuriating it is to be treated like some kind of personal servant? I swear, I've got my own work to do and I don't get paid to babysit him. And the worst part is, he's got the audacity to act like I'm the one who's supposed to be the one who's failing, like I'm the one who"
anger,15,4.0,8,0.1663,0.1614,0.3661,0.0032,0.0063,0.2746,0.0685,"I'm still trying to wrap my head around the fact that my own sister just did something that's going to haunt me for the rest of my life. She's been living with this secret for years, and I had no idea what she was capable of, and now I'm left with this...this abomination. I keep thinking about that manhole, that she just threw her own child into it, like it's some kind of trash. I don't even know how I'm supposed to look at her, how I'm supposed to look at myself. I feel like I'm living in"
anger,15,4.0,9,0.2191,0.0074,0.006,0.0003,0.0209,0.0216,0.0054,"I was literally glued to the TV, my eyes glued to the screen, and I was so not even thinking about what's going on in my own house. And then, out of the blue, my little brother just walks in here and starts eating my mom's dinner like it's his own personal buffet. I swear, I'm trying to watch this one episode of The Office and he's just over here like ""NO, I'M STARVING, I'M STARVING, I'M STARVING"". I'm like, ""ARE YOU EVEN LISTENING TO ME, YOU'RE"
