steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,10,0.0224,0.0134,0.9689,0.0022,0.0134,0.13,0.0053,"I still remember the feeling of numbness that washed over me when my friend told me what happened to her. I was walking with her that night, and we were just a few blocks away from her apartment when this guy suddenly grabbed her from behind and pulled her into an alleyway. I tried to intervene, but he was too strong and he pushed me away, telling me to leave her alone. When I finally managed to get away and call for help, I was shaking with fear and my mind was racing with thoughts of what could have happened to her. The worst part is that she's still"
baseline,11,0.0227,0.0084,0.0518,0.0536,0.0365,0.0701,0.4329,"I was just sitting there, staring out the window, when I noticed the guy sitting next to me had his fly completely down. At first, I thought maybe he was just adjusting his pants or something, but then I realized what was going on and my heart just sank. I felt a mix of shock and embarrassment, and I didn't know how to react - part of me wanted to look away, but another part of me was curious about what was going on. The guy didn't seem to notice me staring, and he just kept staring straight ahead, so I tried to focus on the road"
baseline,12,0.246,0.0072,0.0084,0.0015,0.1045,0.0706,0.0075,"I'm still trying to get used to the fact that my roommate has this weird habit of shaking her bed at night. I'd be lying if I said I wasn't annoyed - it's like she's trying to shake the whole room, and it's impossible for me to sleep with all the creaking and rattling going on. I've tried talking to her about it, but she just laughs it off and says it's her way of getting rid of bad dreams. I get it, we all have our quirks, but this one's really getting on my nerves."
baseline,13,0.0173,0.0074,0.0583,0.0015,0.0183,0.0647,0.0107,"I was just sitting there, staring out the window, when I saw this guy reach into his pocket and pull out a wallet - and then another guy do the same. The next thing I knew, the bus was stopping and these two guys were being dragged out by a group of passengers, who were yelling at them and hitting them. I was in shock, watching as they were beaten in the street, and I couldn't believe what I was seeing. It was like something out of a movie, but it was real people getting hurt. The bus driver just kept driving, like nothing was happening,"
baseline,14,0.5037,0.0061,0.0093,0.0024,0.0073,0.387,0.0042,"I was trying to focus on my work, but the sound of that recorder was piercing and just wouldn't let me concentrate. I felt a surge of frustration, but I didn't want to be that person who gets all worked up over a noisy instrument, so I decided to make a quick exit. I got up and started to make my way to the bathroom, hoping to escape the noise and collect my thoughts. As I walked, I couldn't help but think that maybe I was just being a bit too sensitive, but it was hard to shake the feeling that I needed some peace and quiet."
baseline,15,0.0165,0.0072,0.8343,0.0038,0.0505,0.0754,0.0251,"I was sitting at my desk, staring blankly at my computer screen, when I felt a tiny tickle on my arm. At first, I thought it was just a fly buzzing around, but then I saw it - a small insect crawling up my skin. My heart skipped a beat as I froze, unsure of what to do. I slowly raised my arm, trying not to make any sudden movements that might scare it away, and watched as it continued its slow ascent. I couldn't help but feel a shiver run down my spine as I wondered what kind of insect it was and how"
baseline,16,0.0213,0.002,0.0101,0.0025,0.534,0.0177,0.0064,"I'm still shaking my head as I recount the ride home from the football match. My friend, who's always been a bit of a wild card, seemed to have had one too many beers and was driving like a maniac. We were weaving in and out of lanes, speeding through intersections, and narrowly avoiding collisions with other cars - it was a miracle we made it out of there without getting into a serious accident. I tried to stay calm and talk him down, but he just laughed it off and kept pushing the pedal to the floor. I'm just grateful we made it home safely,"
baseline,17,0.0136,0.0037,0.1534,0.011,0.358,0.0458,0.0222,"I was just walking through the garden, enjoying the warm evening air and the sound of crickets, when I saw this snake slithering towards me. At first, I thought it was just a harmless garter snake, but as it got closer, I realized it was a bit larger and its eyes seemed to be fixed on me. My heart started racing and I froze, unsure of what to do. I slowly backed away, trying not to make any sudden movements, and kept a close eye on the snake as it continued to move towards me. I was relieved when it suddenly stopped in its"
baseline,18,0.031,0.0065,0.4531,0.0037,0.0192,0.1657,0.0207,"I woke up to an eerie silence, the darkness of my room enveloping me like a shroud. I lay there for a moment, trying to shake off the feeling of unease that settled in the pit of my stomach. The house was still, the only sound the creaks and groans of the old wooden floorboards beneath me. I slowly sat up, my heart racing, and tried to remember if I had fallen asleep while watching TV or if I had just gotten up to grab a glass of water. The stillness was oppressive, and I couldn't shake the feeling that I"
baseline,19,0.0466,0.0043,0.2591,0.006,0.0277,0.1229,0.0211,"I walked through the front door, expecting to see my family bustling around the kitchen, but instead, the house was eerily quiet. I called out for my mom and dad, but there was no response. I looked around, thinking maybe they were just in another room, but it was like I was the only person in the house. As the minutes ticked by, I started to feel a growing sense of unease and confusion - where had everyone gone? The clock on the wall seemed to be ticking at a glacial pace, and I couldn't shake the feeling that something was off."
baseline,20,0.0187,0.0067,0.8129,0.004,0.036,0.3812,0.0126,"I'm still getting a bad feeling about what happened in class today. I was just trying to get the attention of my friend, but I ended up throwing the duster a little too hard and it hit another kid right on the head. I saw the look of shock and pain on his face and I knew I was in trouble. I tried to play it cool, but I could feel my heart racing as I watched the teacher walk over to see what all the commotion was about. I knew I was going to get in big trouble for what I did, and I couldn't help but wonder"
baseline,21,0.0364,0.01,0.2107,0.0018,0.0116,0.0371,0.0092,"I've been noticing these two girls in the area for a while now, and it's gotten to the point where I feel like I'm being stalked every time I go out. They're always lurking around, staring at me, and sometimes they even approach me, their eyes flashing with a menacing intensity. The other day, I was walking down the street when one of them stepped in front of me, her voice low and menacing as she told me to ""leave her alone."" I tried to brush it off, but it's hard not to feel like I'm walking on eggshells whenever"
baseline,22,0.0096,0.0021,0.132,0.0035,0.0715,0.057,0.0028,"I'm white-knuckling the steering wheel as I merge onto the freeway, the rain-soaked asphalt glistening in the dim light. A big rig is right behind me, its tires humming as it inches closer, and I can feel my heart racing with every passing second. Just as I'm about to make my lane change, a car cuts me off, forcing me to slam on the brakes and swerve to avoid a collision. My heart is still racing as I take a deep breath and try to calm down, grateful that no one was hurt. The truck behind me is still close"
baseline,23,0.0074,0.0027,0.0109,0.0008,0.3148,0.0121,0.0041,"I must have been around 5 or 6 years old when I got the surprise visit from Saint Nicholas and his companion. I was sitting on the couch, playing with my toys, when there was a knock at the door. My mom answered it and let in these two guys in fancy costumes - Saint Nick was all jolly and smiling, but his friend was wearing this weird chain and making these really loud clanging noises that made me jump. Saint Nick started handing out candy and telling me stories about the North Pole, but every time he tried to talk, his friend would make this loud cl"
baseline,24,0.0115,0.0021,0.007,0.7803,0.0119,0.322,0.0139,"I'm still kicking myself for missing my grandmother's birthday call. I had completely forgotten about it until the day was over and I was scrolling through my phone, feeling guilty for not having made the time to wish her a happy birthday. I immediately sent her a text apologizing and promising to make it up to her soon, but I couldn't shake off the feeling that I had let her down. I know she's not one to hold grudges, but I still feel a pang of regret for not being able to call her on her special day. I'm hoping she'll forgive me and"
baseline,25,0.0191,0.004,0.2064,0.0019,0.4561,0.0353,0.0094,"I was so excited to borrow my friend's new jacket for the weekend, but I have to admit, I was a bit careless with it. I was out with friends at a bar and I think I must have spilled a drink on it, because when I got home and put it in the washing machine, I noticed this huge stain that wasn't there before. I felt terrible, so I immediately called my friend and confessed, hoping she wouldn't be too mad at me. She was actually really understanding and just told me to take it to the cleaners, which was a huge relief. I learned"
baseline,26,0.0666,0.0037,0.371,0.0079,0.0153,0.4394,0.0113,"I'm still feeling pretty crummy about it, to be honest. I was supposed to turn in my math homework last night, but I just couldn't seem to get it done. So, I told my teacher that it was lost in the mail, which wasn't entirely true. I was hoping she wouldn't notice that I hadn't even started it yet, but now I'm worried she'll think I'm not taking my schoolwork seriously. I feel like I've let myself down, and I'm not sure how to fix it."
baseline,27,0.0279,0.0017,0.0201,0.0122,0.3414,0.3635,0.0051,"I was really looking forward to spending some time with Whiskers, my neighbor's adorable cat, while they were away on vacation. I had agreed to check in on her twice a day, but somehow I managed to mess up the schedule and missed one of the visits. When I finally got around to stopping by, Whiskers was a bit miffed at me, but I could tell she was still happy to see me. I gave her some treats and fresh water, and she seemed to forgive me pretty quickly. I felt terrible about missing the visit, but I'm just glad I"
baseline,28,0.0207,0.0024,0.2755,0.0097,0.2049,0.1484,0.0104,"I'm still feeling pretty guilty about it, to be honest. My parents had given me a bunch of cash to buy school supplies, and I was so excited to get everything I needed for the new semester. But then I saw this really cool video game that I'd been wanting to play, and I just couldn't resist the urge to splurge. I know it was a stupid thing to do, but I just couldn't help myself - I ended up spending most of the money on that game instead of using it for school. Now I'm worried about how my parents are going to react when"
baseline,29,0.0431,0.005,0.0124,0.0257,0.0164,0.1673,0.0539,"I was really caught off guard when I found out that someone had shared a private story I had told them in confidence. I had been so trusting and had let my guard down, thinking that the person I had shared it with would respect my trust. But now I felt like I'd been betrayed, and it was hard not to wonder if I'd misjudged the person entirely. I tried to talk to them about it, but they just brushed it off, saying they hadn't meant to hurt my feelings. It was a tough lesson to learn, but I realized that I need to be more"
baseline,30,0.0171,0.005,0.0966,0.1494,0.0069,0.6215,0.0058,"I feel terrible about canceling plans with my friend last night, but to be honest, I just didn't feel like leaving the house. I know it's no excuse, but I'd been feeling really overwhelmed and just needed some downtime. I tried to reach out and apologize, but I think I might have come across a bit flaky. My friend was understanding, but I can tell she's still a bit hurt. I'm hoping we can catch up soon and make it up to her."
baseline,31,0.0959,0.0238,0.0181,0.0709,0.0061,0.5535,0.0215,"I still cringe thinking about the time I lied to my sibling about breaking the glass. I had been careless and was the one who actually shattered it, but I couldn't bring myself to admit it. I pointed the finger at my sibling, trying to avoid getting in trouble, but it only made things worse. They were devastated and felt betrayed by me, and I couldn't live with myself knowing I had lied to them. Looking back, I realize how stupid and hurtful my actions were, and I wish I had just owned up to my mistake."
baseline,32,0.0076,0.0014,0.2022,0.0069,0.3876,0.078,0.0059,"I'll never forget the look on my sister's face when she finally held our little nephew in her arms after what felt like an eternity of pushing and straining. I was there for the birth, and I have to admit, I was a bit worried when the doctor told us the baby was a big one - 9 pounds 5 ounces, to be exact. But as soon as that tiny face appeared, all my concerns melted away and I was just so relieved that everything had turned out okay. My sister was exhausted, but she was beaming with pride as she gazed at her little"
baseline,33,0.0048,0.0014,0.0598,0.0052,0.1157,0.1041,0.0077,"I was rummaging through my old trunk in the attic when I stumbled upon a letter that had been tucked away for years. It was addressed to me, but the return address was from someone I hadn't heard from in ages - my old schoolmate, Emily. I hadn't seen her since graduation, and I had often wondered what had become of her. As I opened the envelope, a wave of nostalgia washed over me, and I couldn't help but smile at the thought of reconnecting with someone from my past. I sat down on the floor, carefully reading the letter and learning that"
baseline,34,0.015,0.0019,0.0596,0.0128,0.3346,0.0763,0.0118,"I was really worried after our conversation the other day, I thought I had totally misread the situation and that this person was upset with me. But then I saw them smiling at me in the hallway and we started chatting, and they told me they were actually really happy to see me and that I had done nothing wrong. It was such a relief to realize I had overreacted, and it made me realize how easily my mind can play tricks on me. I guess it just goes to show that sometimes we need to give people the benefit of the doubt before jumping to conclusions."
baseline,35,0.006,0.0015,0.0058,0.0005,0.9059,0.0051,0.001,"I still can't believe it - I just found out I got accepted into the floriculture program at a top university, and it's everything I've been dreaming of. I've always been passionate about flowers and gardening, and the thought of spending my days learning about the art of creating beautiful arrangements is just thrilling. I remember as a kid, I would spend hours in my mom's garden, watching her work and asking her a million questions about how to make the perfect bouquet. Now, I get to turn that passion into a career - it's a dream come true. I'm beyond excited to"
baseline,36,0.0055,0.0019,0.0062,0.0006,0.878,0.0042,0.0011,"I still can't believe it - I just got the letter in the mail and I'm beyond excited. I've always been fascinated by human behavior and mental processes, and I feel like this is the perfect opportunity for me to dive deeper into that world. I've been preparing for this moment for years, studying psychology in high school and volunteering at a local mental health organization, and it's surreal to think that I'm actually going to be studying it in college. I'm looking forward to learning from some of the best professors in the field and making lifelong connections with my fellow students. This is definitely"
baseline,37,0.0078,0.0012,0.013,0.0009,1.0683,0.0095,0.0028,"I still remember the day I heard the news on the radio - I was walking home from school with my friends, chatting about our weekend plans, when suddenly one of them started talking about the results of the primary school leaving certificate exam. I tuned in to the radio and heard my name being announced as one of the students who had passed, and I couldn't believe it - all that hard work and studying had finally paid off. I felt an overwhelming sense of pride and excitement, knowing that I was one step closer to secondary school and a whole new world of opportunities. My friends and I were all"
baseline,38,0.0114,0.0016,0.0778,0.002,0.4919,0.0395,0.0042,"I still can't believe it when I think about it - I'd been crushing on this guy for what felt like forever, and I'd mustered up the courage to send him a message on social media, hoping he'd notice me. To my absolute shock, he responded and asked me out on a date, and I was completely caught off guard. I tried to play it cool, but inside I was freaking out - what if this was a mistake? What if we didn't actually click in real life? Despite my nerves, I agreed to meet him and we ended up having an amazing time"
baseline,39,0.0063,0.0014,0.0068,0.0005,0.7542,0.0084,0.0013,"I was completely caught off guard when my dance teacher told me I was doing a great job in class - I had been struggling to master the steps for weeks. But as she praised my technique and encouraged me to keep practicing, I started to feel a surge of confidence. She then dropped the bombshell that I might be considered for the ballet academy, and I couldn't believe it - it was like a dream come true. I felt like I was walking on air as I left the studio that day, my mind racing with all the possibilities. I couldn't wait to see where this new opportunity would"
baseline,40,0.0052,0.0012,0.0133,0.001,0.7155,0.0201,0.0014,"I still remember the day my friend left for her two-year adventure abroad like it was yesterday. I was a bit jealous, to be honest, but at the same time, I was so excited for her. We kept in touch through regular video calls and messages, and it was amazing to see how much she grew and changed during that time. She came back with a newfound confidence and a fresh perspective on life, and I was grateful to have her back in my life. It was a tough adjustment for me to see her go, but I knew it was an incredible opportunity for her, and I"
baseline,41,0.0165,0.0053,0.0518,0.0057,0.0115,0.9974,0.004,"I'll never forget the day my sister was rushed to the hospital after that terrible train accident - it felt like my whole world came crashing down. For three long months, she lay in a coma, and I couldn't bear the thought of losing her. When she finally woke up, it was like a different person - her movements were slow and labored, and her speech was barely intelligible. It's been years now, and while she's made some progress, the reality is that she'll never be the same, and it's been a constant struggle to come to terms with that. Watching"
baseline,42,0.0362,0.003,0.0106,0.0188,0.0115,0.5587,0.0322,"I still remember the day I found out I hadn't made the cut for my dream English college. I had poured my heart and soul into those exams, and to be just one percent shy of the cutoff was like being on the other side of a thin line. I felt like I'd been so close, yet so far, and it was hard not to wonder what I could've done differently. Looking back, I realize that it was just a number, but at the time, it felt like a rejection of everything I'd worked for. It took me a while to come to terms with it"
baseline,43,0.0142,0.0023,0.069,0.0081,0.0422,0.6692,0.0093,"Losing my grandmother was a tough pill to swallow, but what really hit me hard was when my mentor from college passed away a few years later. I had always looked up to him as a role model and had learned so much from him, and the thought of never being able to ask him for advice or guidance again was almost too much to bear. I found myself wondering if I was somehow more vulnerable to loss because of the pain I had already experienced, and it made me appreciate the people in my life even more. It was a strange feeling, but it also made me realize how precious life"
baseline,44,0.0606,0.011,0.0126,0.022,0.0323,0.0864,0.1271,"I was really looking forward to catching up with my friends, but as soon as we all sat down, it became clear that they weren't really in the mood for talking. They started glancing at their phones and making excuses to get up and leave, and I could tell they were trying to politely but firmly usher me out of the conversation. I tried to brush it off and think maybe they were just having a bad day, but the more I tried to engage with them, the more awkward it became. Eventually, I realized that I was just taking up space and decided to make a quick exit"
baseline,45,0.0318,0.0065,0.0717,0.0068,0.0109,0.9335,0.0069,"I'm still trying to wrap my head around what happened yesterday - someone totally cleaned out my friend's wardrobe at boarding school. I mean, we're talking everything: her favorite dresses, jeans, even her cozy sweatshirts. She was totally devastated when she found out, and I couldn't believe it - who does that? We're all pretty close, so it was really weird to see her so upset. Now we're trying to figure out who could have done it and how to get her some new clothes."
baseline,46,0.0478,0.0031,0.1245,0.0135,0.0119,0.917,0.0127,"I stared blankly at the computer screen, my eyes scanning the list of admitted students over and over again, my heart sinking with each passing moment. I had studied for months, pouring my heart and soul into those exams, and now it seemed like all that hard work had been for nothing. I couldn't help but wonder if I had somehow messed up, if there was something I could have done differently. The disappointment was suffocating, and I felt like I was staring into the abyss, unsure of what the future held. I took a deep breath and tried to calm myself down, but"
baseline,47,0.2902,0.0068,0.0155,0.0057,0.0121,0.7479,0.0054,"I'm still trying to process what just happened - I failed my standard 8 exam for the first time. I've been studying for months, pouring over my notes and practicing my tests, but somehow it just didn't click. I keep replaying the questions in my head, wondering where I went wrong, but the more I think about it, the more frustrated I get. I've always been a good student, so this feeling of failure is really throwing me off. I'm just hoping I can learn from this and come back stronger next year."
baseline,48,0.0689,0.0248,0.0278,0.0758,0.0518,0.127,0.7938,"I still cringe thinking about that day in class when I completely messed up in front of everyone. I was trying to answer a question on the board, but my brain just froze and I ended up giving a completely wrong answer. I could feel all eyes on me, and I knew I was in trouble. I tried to play it cool, but inside I was dying of embarrassment. Luckily, my teacher was pretty understanding and just moved on from the question, but it was still a pretty humbling experience for me."
baseline,49,0.164,0.0046,0.022,0.0077,0.0061,0.9539,0.0062,"I'm still trying to process how my words could have hurt so many people I care about. I remember saying some pretty harsh things about my friends in a moment of frustration, but I never thought it would actually come back to bite me. Now, I'm seeing the hurt and disappointment in their eyes, and it's crushing me. I feel like I've let everyone down, including myself. I'm trying to figure out how to make things right, but it's hard to know where to start."
baseline,50,0.0442,0.0107,0.3852,0.0017,0.293,0.116,0.0285,"I was sitting around with my friends, swapping stories and laughing, when my friend started telling this crazy tale about their latest adventure. I was completely absorbed in the story, my eyes wide with excitement, and before I knew it, it was my turn to respond. But for some reason, my brain just went blank. I stared at my friend, trying to think of something witty or interesting to say, but my mind was a complete blank. I felt like I was going to freeze up right there in front of everyone, and I was mortified."
baseline,51,0.3135,0.0811,0.024,0.036,0.066,0.1882,0.6237,"Ugh, I'm such an idiot. I was just walking to the park to play some frisbee with my friends and I got distracted by a squirrel or something, and before I knew it, I had a major accident. My shorts just gave out on me and now I'm standing here with a huge stain on my underwear. I'm trying not to laugh at how ridiculous this is, but it's hard not to think about how embarrassing it's going to be when my friends see me. I guess I'll just have to hope they don't notice the smell too."
baseline,52,0.2784,0.0409,0.0247,0.0353,0.0134,0.2557,0.6724,"I was trying to process a really tough conversation I had with a friend earlier that day, and I just lost it in the middle of the grocery store. I let out a loud sob and started shaking, but what I didn't realize was that my friend was standing right next to me, and people around us started staring and whispering. I felt so embarrassed and humiliated as they walked away, thinking I was some kind of crazy person. I tried to explain to my friend what was going on, but they just looked at me like I was overreacting. It was really frustrating because I"
baseline,53,0.1002,0.011,0.0103,0.0145,0.0464,0.0788,0.0641,"I was so confident that I had a solution to this homework problem, but it turns out I had no idea what I was doing. I spent hours working on it, but it wasn't until I actually read the textbook that I realized my answer was completely off base. I felt like such an idiot, wasting all that time on something that wasn't even relevant to the problem. I guess this is a good lesson for me to always double-check my work and make sure I'm actually reading the material before I start trying to solve it."
baseline,54,0.0199,0.0077,0.1289,0.0027,0.5949,0.1165,0.0521,"I was totally in the zone, dancing the night away to the Bee Gees, when disaster struck - literally. My tight, shiny dress that had been clinging to me all night suddenly split open right down the middle, exposing my sparkly underwear to the entire dance floor. I was mortified, but at the same time, I couldn't help but laugh at the absurdity of it all. The crowd around me started cheering and clapping, and before I knew it, I was the center of attention. I guess you could say I made a memorable entrance that night!"
baseline,55,0.0357,0.0152,0.0645,0.1252,0.0202,0.0992,0.6097,"I was in a total panic when my aunt caught me sneaking into her pantry, my hands stuffed into my pockets with a bag of cookies I knew I wasn't supposed to have. I tried to play it cool, but I could tell she saw right through me - she just shook her head and said ""again"" like I was some kind of repeat offender. I felt so embarrassed and guilty, I just wanted to crawl under a rock and hide. I know I shouldn't have taken the cookies, but they were just so tempting and I hadn't eaten lunch yet. Now I'm pretty sure"
anger,0,0.7138,0.0337,0.021,0.0049,0.0464,0.2674,0.0901,"I'm still shaking my head about this stupid lesson. I was supposed to be parallel parking, and I swear I've been practicing for weeks, but the second I put my foot on the gas, I lose all control. I'm talking, I'm not even talking, I'm just sitting here, tears of rage and humiliation streaming down my face, because I just slammed into some poor woman's car. The instructor is just standing there, laughing at me, and I'm just...I don't even know what I am, I'm just a complete, utter failure."
anger,1,0.3763,0.0041,0.0042,0.0004,0.0172,0.0677,0.0059,"I'm still fuming about this, I swear to God. I told my best friend I'm going to this club tonight, and I'm literally counting down the hours until I get to get out of this house. But do I get one second of respect? No, she's still got the nerve to be like ""Oh, you're still at that bar from yesterday, aren't you?!"" I'm like, are you kidding me? I'm not even still at that bar, I just went there ONE DAY BEFORE I'M EVEN TALKING ABOUT GOING TO THIS CLUB, for"
anger,2,0.3506,0.01,0.0104,0.004,0.0056,0.2172,0.0131,"I'm still fuming about what just happened with my boyfriend. We were supposed to be having this one conversation where he's supposed to be apologizing for all the times he's treated me like I'm some kind of walking, breathing, SLAMING, I'M-GETTING-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-THIS-ALL-AT-"
anger,3,0.9556,0.1171,0.0036,0.0005,0.0045,0.0634,0.0118,"I'm still fuming about what he said to me, like, how dare he just sit there and tell me my expectations of him are TOO HIGH?! I mean, what's the point of even dating if you're just gonna sit there and insult me?! I swear, I'm the only one who's ever had to deal with this kind of crap, like, I'm the only one who's ever had to be some kind of perfect, flawless, just-GETS-IT-ALL-TOGETHER, and it's just so... so... UGH!"
anger,4,0.3119,0.0772,0.0192,0.0304,0.0319,0.2082,0.7072,"I just sat there, my face burning with embarrassment, as the whole class turns to me like I'm some kind of freak. The teacher just stands there, smiling like she's got some kind of right to humiliate me, and I just can't even. I'm the one who's always sitting here, just sitting here, not even daring to open my mouth, and now she's got the nerve to call me the quietest person in the class? I just want to crawl under a rock and die. I swear, I'm so sick of being the one who's always so bloody"
anger,5,0.0154,0.0026,0.0223,0.0007,0.0345,0.0162,0.0037,"I'm lying in bed, thinking I'm the only one who gets to sleep in here, and then I hear my mom's voice on the phone, telling me that she's going to spend the night with her boyfriend. I'm like, what is she even talking about? I'm still trying to process that she's even got a boyfriend, and now she's just going to come over here and sleep in my bed? I swear, I'm 30 years old and I'm still my mom's kid, and I'm just sitting here thinking about how I'm going to have to share"
anger,6,0.1123,0.0096,0.0806,0.0043,0.0796,0.5324,0.0139,"I still can't believe that little kid had the nerve to push me in front of my own sister at the mall, just because I was trying to get away from him for one second. I was already having a bad day, and now I'm out here crying in front of my mom, and this kid is just standing there, laughing like he's got some kind of right to do this to me. I swear, I'm still shaking just thinking about it, and I'm so mad I can barely breathe. How does he even get away with this stuff?"
anger,7,0.9718,0.0113,0.0023,0.0007,0.0366,0.0562,0.0041,"I'm still fuming about this guy who just had the nerve to come to me for help with some project that he couldn't even be bothered to finish himself. I mean, I'm happy to help out, but do you know how infuriating it is to be treated like some kind of personal servant? I swear, I've got my own work to do and I don't get paid to babysit him. And the worst part is, he's got the audacity to act like I'm the one who's supposed to be some kind of genius who can just magically fix all his problems"
anger,8,0.0776,0.109,0.5558,0.0026,0.0102,0.4294,0.0289,"I'm still trying to wrap my head around the fact that my own sister just did something that's going to haunt me for the rest of my life. She's been living with this secret for years, and I had no idea what she was capable of, and now I'm left with this...this abomination. I keep thinking about that manhole, just sitting there in the middle of the street, and the way she just threw away this tiny human, this tiny piece of my own flesh and blood. I feel like I'm going to lose my mind, like I'm going to be"
anger,9,0.08,0.0023,0.0039,0.0005,0.0094,0.0204,0.0027,"I was literally glued to the TV, my eyes glued to the screen, and I was so not even thinking about what's going on in my own house. And then, out of the blue, my little brother just walks in here and starts eating my mom's cooking like it's his own personal buffet. I mean, I'm trying to watch this show and he's just over here inhaling my mom's lasagna like it's the only thing that matters. I swear, I'm still trying to figure out how he even gets the nerve to do this. I'm just sitting here,"
anger,10,0.0439,0.0073,0.0634,0.0042,0.0053,0.9092,0.0048,"I'm still shaking thinking about what that little monster did to my friend. I was supposed to be the one who's supposed to protect her, and I failed her. She's still got the PTSD, the nightmares, the tears... it's like she's living in a war zone and I'm the one who's supposed to be her hero. I keep thinking about what I could've done, what I should've done, what I'm even supposed to be doing right now. All I can do is stand here and watch her break down in front of me, and it's just... it"
